rank,researcher,institution,publications,theses,citations,research_score
34122,Deepika Prabhakar,R V College of Engineering,1,0,0,2.0
34123,Syeda Rimsha Fathima,International Institute of Information Technology Bangalore,1,0,0,2.0
34124,Yashasvi Madhukumar,PES University,1,0,0,2.0
34125,Yashashvini Rachamallu,PES University,1,0,0,2.0
34126,Deepika Meena,PES University,1,0,0,2.0
34127,Syeda Saniya,PES University,1,0,0,2.0
34128,Syeda Saniya Mehdi,International Institute of Information Technology Bangalore,1,0,0,2.0
34129,Deepika M Hiremath,B.M.S. College of Engineering,1,0,0,2.0
34130,Deepika K M,B.M.S. College of Engineering,1,0,0,2.0
34131,Sylvia Feld‐Payet,Indian Institute of Science Bangalore,1,0,0,2.0
34132,Abhinav Vaishya,Indian Institute of Science Bangalore,1,0,0,2.0
34133,Deepthee MR,B.M.S. College of Engineering,1,0,0,2.0
34134,Deepthi Anand,International Institute of Information Technology Bangalore,1,0,0,2.0
34135,Syed Saifullah Beigh,B.M.S. College of Engineering,1,0,0,2.0
34136,Deepthi T E,B.M.S. College of Engineering,1,0,0,2.0
34137,Deepu Singh,PES University,1,0,0,2.0
34138,Abhinau K Venkataramanan,International Institute of Information Technology Bangalore,1,0,0,2.0
34139,Abhinav Agarwal,R V College of Engineering,1,0,0,2.0
34140,Abhinav GA,Dayananda Sagar College of Engineering,1,0,0,2.0
34141,Deepthika Kanagarajan,R V College of Engineering,1,0,0,2.0
34142,Syed Mahmood Nabeel Anwar,B.M.S. College of Engineering,1,0,0,2.0
34143,Deepthi V S,International Institute of Information Technology Bangalore,1,0,0,2.0
34144,Deepthi V Chamkur,Dayananda Sagar College of Engineering,1,0,0,2.0
34145,Deepthi R,B.M.S. College of Engineering,1,0,0,2.0
34146,Deepthi Bhat,B.M.S. College of Engineering,1,0,0,2.0
34147,Syed Nouman,PES University,1,0,0,2.0
34148,Abhinav Mohan,PES University,1,0,0,2.0
34149,Syed Omar,Dayananda Sagar College of Engineering,1,0,0,2.0
34150,Deepthi Lokesh,B.M.S. College of Engineering,1,0,0,2.0
34151,Deepthi Dayanand,PES University,1,0,0,2.0
34152,Syed Riyaz Ahammed,Indian Institute of Science Bangalore,1,0,0,2.0
34153,Abhinav Rawat,Indian Institute of Science Bangalore,1,0,0,2.0
34154,Deepthi Chamkur,International Institute of Information Technology Bangalore,1,0,0,2.0
34155,Yash Pradhan,PES University,1,0,0,2.0
34156,T J Nisha,PES University,1,0,0,2.0
34157,T S Shiny Angel,International Institute of Information Technology Bangalore,1,0,0,2.0
34158,Abhishikath Kumar Soni,B.M.S. College of Engineering,1,0,0,2.0
34159,Dadadahalli Basavaraju P,B.M.S. College of Engineering,1,0,0,2.0
34160,Yanzhi Wang,Indian Institute of Science Bangalore,1,0,0,2.0
34161,DSatyanarayana NNaresh,PES University,1,0,0,2.0
34162,Yanzhao Zhu,PES University,1,0,0,2.0
34163,DS Shreevatsa,B.M.S. College of Engineering,1,0,0,2.0
34164,Abhishek Singhi,PES University,1,0,0,2.0
34165,DS Nadig,Indian Institute of Science Bangalore,1,0,0,2.0
34166,Abhishek Somani,Indian Institute of Science Bangalore,1,0,0,2.0
34167,DS Jayalakshmi,Indian Institute of Science Bangalore,1,0,0,2.0
34168,DR Vasudha,B.M.S. College of Engineering,1,0,0,2.0
34169,T R Girish,International Institute of Information Technology Bangalore,1,0,0,2.0
34170,Abhishek Srivastava,PES University,1,0,0,2.0
34171,DR Ramesh Babu,B.M.S. College of Engineering,1,0,0,2.0
34172,T R Harsha,PES University,1,0,0,2.0
34173,DR MADESH NANOPHOSPHORS,Dayananda Sagar College of Engineering,1,0,0,2.0
34174,DP,B.M.S. College of Engineering,1,0,0,2.0
34175,DNGaonkar,B.M.S. College of Engineering,1,0,0,2.0
34176,T R Mohan,PES University,1,0,0,2.0
34177,T R Nischith,R V College of Engineering,1,0,0,2.0
34178,T Pooja Priya,PES University,1,0,0,2.0
34179,T Ponnusamy,International Institute of Information Technology Bangalore,1,0,0,2.0
34180,Daisy Kalita,B.M.S. College of Engineering,1,0,0,2.0
34181,Daniel,Indian Institute of Science Bangalore,1,0,0,2.0
34182,T N Veeranayaka,PES University,1,0,0,2.0
34183,T N Venkatesh,Indian Institute of Science Bangalore,1,0,0,2.0
34184,T N Venugopal,Indian Institute of Science Bangalore,1,0,0,2.0
34185,Abhishek Manohar,B.M.S. College of Engineering,1,0,0,2.0
34186,T N Vishalakshi3,B.M.S. College of Engineering,1,0,0,2.0
34187,Daniel Pressel,Indian Institute of Science Bangalore,1,0,0,2.0
34188,Abhishek Mathur,Indian Institute of Science Bangalore,1,0,0,2.0
34189,Yaragol,CMR Institute of Technology,1,0,0,2.0
34190,Dandu Rithika Varma,R V College of Engineering,1,0,0,2.0
34191,Daivik Darbar,PES University,1,0,0,2.0
34192,Dan Camper,R V College of Engineering,1,0,0,2.0
34193,Damu Chakala,PES University,1,0,0,2.0
34194,Damu Chakala,Indian Institute of Science Bangalore,1,0,0,2.0
34195,Abhishek Pasari,Indian Institute of Science Bangalore,1,0,0,2.0
34196,T P Manasa,International Institute of Information Technology Bangalore,1,0,0,2.0
34197,T P Taranath,International Institute of Information Technology Bangalore,1,0,0,2.0
34198,Damar Yoga Kusuma,PES University,1,0,0,2.0
34199,Dakshayini M,B.M.S. College of Engineering,1,0,0,2.0
34200,Abhishek Y N,B.M.S. College of Engineering,1,0,0,2.0
34201,DN Shashidhara,International Institute of Information Technology Bangalore,1,0,0,2.0
34202,Daniya Rehman,PES University,1,0,0,2.0
34203,DN,CMR Institute of Technology,1,0,0,2.0
34204,D Vinod,B.M.S. College of Engineering,1,0,0,2.0
34205,T S Chaithra,International Institute of Information Technology Bangalore,1,0,0,2.0
34206,D Vijayatha,PES University,1,0,0,2.0
34207,Abhra Chaudhuri,Indian Institute of Science Bangalore,1,0,0,2.0
34208,Abhra Ghosh,International Institute of Information Technology Bangalore,1,0,0,2.0
34209,T S Lavanya,International Institute of Information Technology Bangalore,1,0,0,2.0
34210,D Venkata Lakshmi1,B.M.S. College of Engineering,1,0,0,2.0
34211,T S Malleshiah,International Institute of Information Technology Bangalore,1,0,0,2.0
34212,Abhyuday Verma,Indian Institute of Science Bangalore,1,0,0,2.0
34213,T S Pooja,PES University,1,0,0,2.0
34214,D V Sunitha,M.S. Ramaiah Institute of Technology,1,0,0,2.0
34215,D V Sindhu,R V College of Engineering,1,0,0,2.0
34216,Abideen Idowu Adeogun,B.M.S. College of Engineering,1,0,0,2.0
34217,D V Manjunatha,International Institute of Information Technology Bangalore,1,0,0,2.0
34218,Yaning Chen,Indian Institute of Science Bangalore,1,0,0,2.0
34219,Abidha V P,International Institute of Information Technology Bangalore,1,0,0,2.0
34220,Abilash Desai,International Institute of Information Technology Bangalore,1,0,0,2.0
34221,D V Chandrashekhar,B.M.S. College of Engineering,1,0,0,2.0
34222,T S Sheshadri,Indian Institute of Science Bangalore,1,0,0,2.0
34223,D Yogendra,PES University,1,0,0,2.0
34224,D-Prabhu,B.M.S. College of Engineering,1,0,0,2.0
34225,DANIELLI DE SILA,Indian Institute of Science Bangalore,1,0,0,2.0
34226,T Rajasekar,B.M.S. College of Engineering,1,0,0,2.0
34227,T R Supritha,International Institute of Information Technology Bangalore,1,0,0,2.0
34228,DLShruthi AJagannatha Reddy GNAnil Kumar,M.S. Ramaiah Institute of Technology,1,0,0,2.0
34229,T R Vibha,R V College of Engineering,1,0,0,2.0
34230,DK Karupannasamy,Indian Institute of Science Bangalore,1,0,0,2.0
34231,DK Arun,B.M.S. College of Engineering,1,0,0,2.0
34232,DJ,CMR Institute of Technology,1,0,0,2.0
34233,DIlip Kumar,CMR Institute of Technology,1,0,0,2.0
34234,DINESHA,B.M.S. College of Engineering,1,0,0,2.0
34235,T Rajendra,Indian Institute of Science Bangalore,1,0,0,2.0
34236,DAVID CUSTÓDIO DE SENA,Indian Institute of Science Bangalore,1,0,0,2.0
34237,DH,M.S. Ramaiah Institute of Technology,1,0,0,2.0
34238,T Rajiv,International Institute of Information Technology Bangalore,1,0,0,2.0
34239,DG Ullas,B.M.S. College of Engineering,1,0,0,2.0
34240,DG Swathi,B.M.S. College of Engineering,1,0,0,2.0
34241,T Ramakrishnappa,B.M.S. College of Engineering,1,0,0,2.0
34242,DB Prakash,International Institute of Information Technology Bangalore,1,0,0,2.0
34243,DB,CMR Institute of Technology,1,0,0,2.0
34244,Yanming Wu,Indian Institute of Science Bangalore,1,0,0,2.0
34245,Danish Ebadulla,PES University,1,0,0,2.0
34246,Daniyal Irfan,Indian Institute of Science Bangalore,1,0,0,2.0
34247,Abhishek,M.S. Ramaiah Institute of Technology,1,0,0,2.0
34248,Abhishek Hiremath,M.S. Ramaiah Institute of Technology,1,0,0,2.0
34249,Yash Kamble,Indian Institute of Science Bangalore,1,0,0,2.0
34250,Abhishek H Chachadi,R V College of Engineering,1,0,0,2.0
34251,Yash Jain,B.M.S. College of Engineering,1,0,0,2.0
34252,Davin Choo,Indian Institute of Science Bangalore,1,0,0,2.0
34253,Abhishek H Hulibandi,PES University,1,0,0,2.0
34254,David S Kenepp,Indian Institute of Science Bangalore,1,0,0,2.0
34255,T Kavitha1,B.M.S. College of Engineering,1,0,0,2.0
34256,Abhishek H K,B.M.S. College of Engineering,1,0,0,2.0
34257,David S Ginley,Indian Institute of Science Bangalore,1,0,0,2.0
34258,Yash Gautam,R V College of Engineering,1,0,0,2.0
34259,David Pratap,PES University,1,0,0,2.0
34260,Yash Dixit,Indian Institute of Science Bangalore,1,0,0,2.0
34261,David P Field,Indian Institute of Science Bangalore,1,0,0,2.0
34262,Yash Dharmesh Mogal,International Institute of Information Technology Bangalore,1,0,0,2.0
34263,Yash Chavhan,PES University,1,0,0,2.0
34264,David Marreiro,Indian Institute of Science Bangalore,1,0,0,2.0
34265,T Krishna,B.M.S. College of Engineering,1,0,0,2.0
34266,David M Rogers,Indian Institute of Science Bangalore,1,0,0,2.0
34267,David Cassimiro de Melo,Indian Institute of Science Bangalore,1,0,0,2.0
34268,Yash Karkhanis,PES University,1,0,0,2.0
34269,Dawood Kothawala,Indian Institute of Science Bangalore,1,0,0,2.0
34270,Dayana,CMR Institute of Technology,1,0,0,2.0
34271,Abhishek Appaji,PES University,1,0,0,2.0
34272,Debdarsan Niyogi,Indian Institute of Science Bangalore,1,0,0,2.0
34273,Abhishek Abhishek,R V College of Engineering,1,0,0,2.0
34274,Debasmita Giri,B.M.S. College of Engineering,1,0,0,2.0
34275,Debasmita Ghose,Indian Institute of Science Bangalore,1,0,0,2.0
34276,Yash Nikhil Mutnalkar,PES University,1,0,0,2.0
34277,Debasish Jena,International Institute of Information Technology Bangalore,1,0,0,2.0
34278,Debashish Mohanta,Indian Institute of Science Bangalore,1,0,0,2.0
34279,Debashis Sarkar,Indian Institute of Science Bangalore,1,0,0,2.0
34280,Debajyoti Sahoo,Indian Institute of Science Bangalore,1,0,0,2.0
34281,Dayanand Kavalli,Dayananda Sagar College of Engineering,1,0,0,2.0
34282,Debajyoti Mondal,Indian Institute of Science Bangalore,1,0,0,2.0
34283,Debajyoti Kar,Indian Institute of Science Bangalore,1,0,0,2.0
34284,Debajyoti Choudhury,Indian Institute of Science Bangalore,1,0,0,2.0
34285,Yash Maurya,International Institute of Information Technology Bangalore,1,0,0,2.0
34286,Debadrito Roy,Indian Institute of Science Bangalore,1,0,0,2.0
34287,Abhishek Das,International Institute of Information Technology Bangalore,1,0,0,2.0
34288,Dayananda Pruthviraja,PES University,1,0,0,2.0
34289,Abhishek H,B.M.S. College of Engineering,1,0,0,2.0
34290,David B Harper,Indian Institute of Science Bangalore,1,0,0,2.0
34291,David,Indian Institute of Science Bangalore,1,0,0,2.0
34292,Dankan Gowda Veeranna,International Institute of Information Technology Bangalore,1,0,0,2.0
34293,T L Sumitha,International Institute of Information Technology Bangalore,1,0,0,2.0
34294,Darshan Gowda,B.M.S. College of Engineering,1,0,0,2.0
34295,Abhishek Kaswan,International Institute of Information Technology Bangalore,1,0,0,2.0
34296,Darshan Giri,B.M.S. College of Engineering,1,0,0,2.0
34297,Darshan Devang Divakar,M.S. Ramaiah Institute of Technology,1,0,0,2.0
34298,Darshan Darshan,PES University,1,0,0,2.0
34299,T N,PES University,1,0,0,2.0
34300,Darshan Bafna,PES University,1,0,0,2.0
34301,Darshan,B.M.S. College of Engineering,1,0,0,2.0
34302,T N Jyothi,PES University,1,0,0,2.0
34303,Yash Agarwall,B.M.S. College of Engineering,1,0,0,2.0
34304,Dariusz Zieliski,Indian Institute of Science Bangalore,1,0,0,2.0
34305,T N Malini,International Institute of Information Technology Bangalore,1,0,0,2.0
34306,Dario Vincenzi,Indian Institute of Science Bangalore,1,0,0,2.0
34307,Abhishek Krishna Puranik,B.M.S. College of Engineering,1,0,0,2.0
34308,T N Prasanthi,Indian Institute of Science Bangalore,1,0,0,2.0
34309,Darin Dwiju Varkey,PES University,1,0,0,2.0
34310,T N Pruthviraj,R V College of Engineering,1,0,0,2.0
34311,Darandale,CMR Institute of Technology,1,0,0,2.0
34312,Abhishek Kumar Prajapati,Indian Institute of Science Bangalore,1,0,0,2.0
34313,Darshan Gowda S G,PES University,1,0,0,2.0
34314,Darshan Hegde,PES University,1,0,0,2.0
34315,Darshan L M,PES University,1,0,0,2.0
34316,Abhishek Kallolikar,PES University,1,0,0,2.0
34317,Dattatreya Pati,Indian Institute of Science Bangalore,1,0,0,2.0
34318,T Lakshmi Praveena,R V College of Engineering,1,0,0,2.0
34319,Yash B Joshi,Indian Institute of Science Bangalore,1,0,0,2.0
34320,Yash Aryan Chopra,International Institute of Information Technology Bangalore,1,0,0,2.0
34321,Dasi Swathi,PES University,1,0,0,2.0
34322,Dasara Sri Saarthak,PES University,1,0,0,2.0
34323,T M Geethanjali,PES University,1,0,0,2.0
34324,Das P,Indian Institute of Science Bangalore,1,0,0,2.0
34325,Darshana Naik,M.S. Ramaiah Institute of Technology,1,0,0,2.0
34326,Darshan Madesh,PES University,1,0,0,2.0
34327,Darshana Mandal,Indian Institute of Science Bangalore,1,0,0,2.0
34328,Yash Aher,Indian Institute of Science Bangalore,1,0,0,2.0
34329,T M Sharanakumar,Indian Institute of Science Bangalore,1,0,0,2.0
34330,Darshan VD7,B.M.S. College of Engineering,1,0,0,2.0
34331,Darshan VD,B.M.S. College of Engineering,1,0,0,2.0
34332,Darshan Purushan,PES University,1,0,0,2.0
34333,Abhishek Kar,Indian Institute of Science Bangalore,1,0,0,2.0
34334,Darshan P Adithya,International Institute of Information Technology Bangalore,1,0,0,2.0
34335,Suresh Kumar,Dayananda Sagar College of Engineering,1,0,0,2.0
34336,Anindita Saha,Dayananda Sagar College of Engineering,1,0,0,2.0
34337,Suresh Kagal,International Institute of Information Technology Bangalore,1,0,0,2.0
34338,Suchismita Subhadarsini,Indian Institute of Science Bangalore,1,0,0,2.0
34339,Guizhen Wang,B.M.S. College of Engineering,1,0,0,2.0
34340,A K Das,Indian Institute of Science Bangalore,1,0,0,2.0
34341,Subrata Sahana,R V College of Engineering,1,0,0,2.0
34342,Gudala,CMR Institute of Technology,1,0,0,2.0
34343,g s,PES University,1,0,0,2.0
34344,et al,B.M.S. College of Engineering,1,0,0,2.0
34345,A K M A Khan,B.M.S. College of Engineering,1,0,0,2.0
34346,Gregory Stroot,Indian Institute of Science Bangalore,1,0,0,2.0
34347,Gregor Tanner,B.M.S. College of Engineering,1,0,0,2.0
34348,Greeshma D Holeyannavar,PES University,1,0,0,2.0
34349,dev Jaya,International Institute of Information Technology Bangalore,1,0,0,2.0
34350,Granthik Halder,Indian Institute of Science Bangalore,1,0,0,2.0
34351,Sucheta Raghunanda,M.S. Ramaiah Institute of Technology,1,0,0,2.0
34352,A K Mittal,PES University,1,0,0,2.0
34353,A K Nair,Indian Institute of Science Bangalore,1,0,0,2.0
34354,Gowtham Venkat,Indian Institute of Science Bangalore,1,0,0,2.0
34355,A K Parvathy,International Institute of Information Technology Bangalore,1,0,0,2.0
34356,chaitra V,B.M.S. College of Engineering,1,0,0,2.0
34357,Gowtham M V A Yemmireddy,PES University,1,0,0,2.0
34358,Gulnaz Rati,Indian Institute of Science Bangalore,1,0,0,2.0
34359,Guna Sekhar Sajja,PES University,1,0,0,2.0
34360,Gunanka,B.M.S. College of Engineering,1,0,0,2.0
34361,Gurram Yashwanth,International Institute of Information Technology Bangalore,1,0,0,2.0
34362,Guru Aravind,Indian Institute of Science Bangalore,1,0,0,2.0
34363,Gurtoo,Indian Institute of Science Bangalore,1,0,0,2.0
34364,A Joshi,International Institute of Information Technology Bangalore,1,0,0,2.0
34365,Gursimran Kaur Narula,PES University,1,0,0,2.0
34366,Subramanyam Natarajan,PES University,1,0,0,2.0
34367,nindra sekhar,B.M.S. College of Engineering,1,0,0,2.0
34368,monisha hm,B.M.S. College of Engineering,1,0,0,2.0
34369,khushboo rani,International Institute of Information Technology Bangalore,1,0,0,2.0
34370,Gurrala Naga,B.M.S. College of Engineering,1,0,0,2.0
34371,kalpana R TNVishalakshi Saravanan G,B.M.S. College of Engineering,1,0,0,2.0
34372,Gurjyot Singh,Indian Institute of Science Bangalore,1,0,0,2.0
34373,Gurazada Ravi Kumar,Indian Institute of Science Bangalore,1,0,0,2.0
34374,Gupta Ajit J,B.M.S. College of Engineering,1,0,0,2.0
34375,Gunavanthrao Yernale,CMR Institute of Technology,1,0,0,2.0
34376,kamala C Joshi Manisha Shivaram,B.M.S. College of Engineering,1,0,0,2.0
34377,Gunasheela,CMR Institute of Technology,1,0,0,2.0
34378,Subrata Karmakar,Dayananda Sagar College of Engineering,1,0,0,2.0
34379,Gunaseelan,CMR Institute of Technology,1,0,0,2.0
34380,Gowtham Balasubramanian,Indian Institute of Science Bangalore,1,0,0,2.0
34381,Gowtham,CMR Institute of Technology,1,0,0,2.0
34382,Subramanya Iyer Giri,B.M.S. College of Engineering,1,0,0,2.0
34383,A K Prakash,Indian Institute of Science Bangalore,1,0,0,2.0
34384,A Karthik,B.M.S. College of Engineering,1,0,0,2.0
34385,Sudarshan,International Institute of Information Technology Bangalore,1,0,0,2.0
34386,Govinda Anantha Padmanabha,Indian Institute of Science Bangalore,1,0,0,2.0
34387,Govind Pathak,B.M.S. College of Engineering,1,0,0,2.0
34388,Goverdan Reddy,PES University,1,0,0,2.0
34389,Sudarshan Chakravarthy Annadanam,PES University,1,0,0,2.0
34390,Goutham S,B.M.S. College of Engineering,1,0,0,2.0
34391,Zunda Desdery,International Institute of Information Technology Bangalore,1,0,0,2.0
34392,Goutham L,International Institute of Information Technology Bangalore,1,0,0,2.0
34393,Sudarshan Parthasarathy,B.M.S. College of Engineering,1,0,0,2.0
34394,Sudarshan Rao Gundi,Indian Institute of Science Bangalore,1,0,0,2.0
34395,A Kaur,B.M.S. College of Engineering,1,0,0,2.0
34396,Goutham Gowda K,International Institute of Information Technology Bangalore,1,0,0,2.0
34397,Goutam Sahana,PES University,1,0,0,2.0
34398,Goutam Mandal,Indian Institute of Science Bangalore,1,0,0,2.0
34399,Sudarshan Sivakumar,PES University,1,0,0,2.0
34400,Sudarshan TSB,PES University,1,0,0,2.0
34401,A Kaushal,Indian Institute of Science Bangalore,1,0,0,2.0
34402,Gousepeer Arella,International Institute of Information Technology Bangalore,1,0,0,2.0
34403,Sudarsanan A K,Indian Institute of Science Bangalore,1,0,0,2.0
34404,Govinda Raju M,R V College of Engineering,1,0,0,2.0
34405,A Kalinenko,Indian Institute of Science Bangalore,1,0,0,2.0
34406,A K Raghavendra,PES University,1,0,0,2.0
34407,bharath Rajaghatta Sundararam,Indian Institute of Science Bangalore,1,0,0,2.0
34408,Gowri Suryanarayana,Dayananda Sagar College of Engineering,1,0,0,2.0
34409,Gowri Srinivasa,Indian Institute of Science Bangalore,1,0,0,2.0
34410,Suchith H Bhat,PES University,1,0,0,2.0
34411,Gowri Somanb,B.M.S. College of Engineering,1,0,0,2.0
34412,Suchithra,CMR Institute of Technology,1,0,0,2.0
34413,Gowri Shankar Manivannan,PES University,1,0,0,2.0
34414,Gowri Matadh,PES University,1,0,0,2.0
34415,Gowda K Akshay,Indian Institute of Science Bangalore,1,0,0,2.0
34416,Sudarsana S Menon,Indian Institute of Science Bangalore,1,0,0,2.0
34417,Gowda,International Institute of Information Technology Bangalore,1,0,0,2.0
34418,Govindaraju M V,M.S. Ramaiah Institute of Technology,1,0,0,2.0
34419,Sudalaimani,CMR Institute of Technology,1,0,0,2.0
34420,Govindaraju,B.M.S. College of Engineering,1,0,0,2.0
34421,SudamshuSRao,B.M.S. College of Engineering,1,0,0,2.0
34422,A K Sahu,Indian Institute of Science Bangalore,1,0,0,2.0
34423,abina Rahaman,B.M.S. College of Engineering,1,0,0,2.0
34424,Zvonimir Dogic,Indian Institute of Science Bangalore,1,0,0,2.0
34425,Guru Darshan S A,B.M.S. College of Engineering,1,0,0,2.0
34426,Guru Kiran H M,PES University,1,0,0,2.0
34427,Gouripriya V,B.M.S. College of Engineering,1,0,0,2.0
34428,Subhrasish Pal,Indian Institute of Science Bangalore,1,0,0,2.0
34429,vishawadeep ghodajkar,PES University,1,0,0,2.0
34430,H Dai,PES University,1,0,0,2.0
34431,H Dagade Dilip,Indian Institute of Science Bangalore,1,0,0,2.0
34432,H D Sunitha,International Institute of Information Technology Bangalore,1,0,0,2.0
34433,Subhojit Dawn,R V College of Engineering,1,0,0,2.0
34434,H D Subhas,PES University,1,0,0,2.0
34435,Subhomoy Chatterjee,B.M.S. College of Engineering,1,0,0,2.0
34436,H C Suma,International Institute of Information Technology Bangalore,1,0,0,2.0
34437,Subhra Mohanty,Indian Institute of Science Bangalore,1,0,0,2.0
34438,Subhradal Nath,Indian Institute of Science Bangalore,1,0,0,2.0
34439,H C Pavithra,International Institute of Information Technology Bangalore,1,0,0,2.0
34440,A Harsha,PES University,1,0,0,2.0
34441,H C Navyashree,International Institute of Information Technology Bangalore,1,0,0,2.0
34442,H Bohara,B.M.S. College of Engineering,1,0,0,2.0
34443,venkatesh boddapti,B.M.S. College of Engineering,1,0,0,2.0
34444,H Bhavana,R V College of Engineering,1,0,0,2.0
34445,Subhranshu Shekar Samal,M.S. Ramaiah Institute of Technology,1,0,0,2.0
34446,H B Sandya,R V College of Engineering,1,0,0,2.0
34447,Subhransu Kumar Negi,Indian Institute of Science Bangalore,1,0,0,2.0
34448,| Rajiv R Sahay,B.M.S. College of Engineering,1,0,0,2.0
34449,H Divya,PES University,1,0,0,2.0
34450,Subhechchha Saha,PES University,1,0,0,2.0
34451,Subhashree Sahoo,Dayananda Sagar College of Engineering,1,0,0,2.0
34452,Subhash Thota,B.M.S. College of Engineering,1,0,0,2.0
34453,Subhashini B N,International Institute of Information Technology Bangalore,1,0,0,2.0
34454,Subhashis Das,International Institute of Information Technology Bangalore,1,0,0,2.0
34455,H H Surendra · H R Archana·Sunil M A,B.M.S. College of Engineering,1,0,0,2.0
34456,H H Surendra · H R Archana· A P Jyothi · N Rajanikanth Kashi,B.M.S. College of Engineering,1,0,0,2.0
34457,H H Supreetha,International Institute of Information Technology Bangalore,1,0,0,2.0
34458,A Goel,PES University,1,0,0,2.0
34459,H Ganesh,B.M.S. College of Engineering,1,0,0,2.0
34460,A H Rakshitha,R V College of Engineering,1,0,0,2.0
34461,H Fathima,B.M.S. College of Engineering,1,0,0,2.0
34462,H G Shruthi,R V College of Engineering,1,0,0,2.0
34463,H G Ranjani,International Institute of Information Technology Bangalore,1,0,0,2.0
34464,H G Rajprakash,Indian Institute of Science Bangalore,1,0,0,2.0
34465,A Hareesh,International Institute of Information Technology Bangalore,1,0,0,2.0
34466,H G Nagaraja,R V College of Engineering,1,0,0,2.0
34467,H G Harsha,International Institute of Information Technology Bangalore,1,0,0,2.0
34468,A Harika,B.M.S. College of Engineering,1,0,0,2.0
34469,Subhasree Majumder,Indian Institute of Science Bangalore,1,0,0,2.0
34470,A Hossain,Indian Institute of Science Bangalore,1,0,0,2.0
34471,H B Sachhidananda,International Institute of Information Technology Bangalore,1,0,0,2.0
34472,Subramanya G M,Indian Institute of Science Bangalore,1,0,0,2.0
34473,H B Niranjan,International Institute of Information Technology Bangalore,1,0,0,2.0
34474,sekhar muddu,Indian Institute of Science Bangalore,1,0,0,2.0
34475,Guruprasad Kasin,PES University,1,0,0,2.0
34476,Subramania Bala Jeshurun,International Institute of Information Technology Bangalore,1,0,0,2.0
34477,Guruprasad,PES University,1,0,0,2.0
34478,Subramaniam Ganesan,Indian Institute of Science Bangalore,1,0,0,2.0
34479,Guruprasad,Dayananda Sagar College of Engineering,1,0,0,2.0
34480,Guruprasad,B.M.S. College of Engineering,1,0,0,2.0
34481,Subramanian Kalambur,PES University,1,0,0,2.0
34482,A Jayarama,Indian Institute of Science Bangalore,1,0,0,2.0
34483,Gurunanma,B.M.S. College of Engineering,1,0,0,2.0
34484,sandhya A Kulkarni,B.M.S. College of Engineering,1,0,0,2.0
34485,s c Shyamala,PES University,1,0,0,2.0
34486,Gurumurthy Hegde Gopalkrishna Hegde,B.M.S. College of Engineering,1,0,0,2.0
34487,roy,Dayananda Sagar College of Engineering,1,0,0,2.0
34488,Gurumurthy Hegde,M.S. Ramaiah Institute of Technology,1,0,0,2.0
34489,Gurukiran Kashyap Hegde,B.M.S. College of Engineering,1,0,0,2.0
34490,A Jegadeesh,International Institute of Information Technology Bangalore,1,0,0,2.0
34491,Guru Prasad AS,Indian Institute of Science Bangalore,1,0,0,2.0
34492,Guru Kiran Prabhu,B.M.S. College of Engineering,1,0,0,2.0
34493,Gururaj Hattaraki,International Institute of Information Technology Bangalore,1,0,0,2.0
34494,shamatha shetty shamatha shetty,PES University,1,0,0,2.0
34495,shirshendu,Dayananda Sagar College of Engineering,1,0,0,2.0
34496,Gyanesh Yadav,B.M.S. College of Engineering,1,0,0,2.0
34497,H B Chandan,Indian Institute of Science Bangalore,1,0,0,2.0
34498,H Aswini,International Institute of Information Technology Bangalore,1,0,0,2.0
34499,van Vuuren,Indian Institute of Science Bangalore,1,0,0,2.0
34500,H Anitha,PES University,1,0,0,2.0
34501,H Ananya,International Institute of Information Technology Bangalore,1,0,0,2.0
34502,H Adarsha,Dayananda Sagar College of Engineering,1,0,0,2.0
34503,A Iyappan,International Institute of Information Technology Bangalore,1,0,0,2.0
34504,H - Pavan,PES University,1,0,0,2.0
34505,Gyanesh Rathod,R V College of Engineering,1,0,0,2.0
34506,Guruva Reddy Chandra Shekara,B.M.S. College of Engineering,1,0,0,2.0
34507,Gyanendra Kumar Kashyap,Indian Institute of Science Bangalore,1,0,0,2.0
34508,Gyanendra Kumar,International Institute of Information Technology Bangalore,1,0,0,2.0
34509,Guy Sivan,Indian Institute of Science Bangalore,1,0,0,2.0
34510,Subrahmanya S Katte,Dayananda Sagar College of Engineering,1,0,0,2.0
34511,Guthi Prakash,B.M.S. College of Engineering,1,0,0,2.0
34512,Gustaf,Indian Institute of Science Bangalore,1,0,0,2.0
34513,A J Vyavahare,PES University,1,0,0,2.0
34514,Guruvammal,CMR Institute of Technology,1,0,0,2.0
34515,A Keerthana,PES University,1,0,0,2.0
34516,A Khan Mohammed Ajmal Khan,B.M.S. College of Engineering,1,0,0,2.0
34517,H Hariharan,B.M.S. College of Engineering,1,0,0,2.0
34518,A Mukherjee,R V College of Engineering,1,0,0,2.0
34519,A Mohamed Abbas,International Institute of Information Technology Bangalore,1,0,0,2.0
34520,A Mohamed Mydeen,Indian Institute of Science Bangalore,1,0,0,2.0
34521,Zhoucan Xie,Indian Institute of Science Bangalore,1,0,0,2.0
34522,A Mohanraj,R V College of Engineering,1,0,0,2.0
34523,Georges Kaddoum,Indian Institute of Science Bangalore,1,0,0,2.0
34524,Georges Griso,Indian Institute of Science Bangalore,1,0,0,2.0
34525,Sudip Kumar Sarkar,Indian Institute of Science Bangalore,1,0,0,2.0
