id,title,abstract,keywords,researcher,guide,institution,year,processed,thesis_id,department,source_url,source,location,clean_text,detected_language
103,Study on low density structural light weight concrete with high strength by blending different light weight aggregates,,"Engineering, Engineering and Technology, Engineering Civil",Anil Kumar R,Prakash P,Dayananda Sagar College of Engineering,2020,False,454590,,https://shodhganga.inflibnet.ac.in/handle/10603/454590,Shodhganga,Bengaluru,study low density structural light weight concrete high strength blend different light weight aggregate,en
104,Development of a predictive model for efficient agility in manufacturing systems,,"Engineering, Engineering and Technology, Engineering Industrial",Jawahar J,"Vasantha Kumara, S A",Dayananda Sagar College of Engineering,2020,False,455153,,https://shodhganga.inflibnet.ac.in/handle/10603/455153,Shodhganga,Bengaluru,development predictive model efficient agility manufacturing system,en
105,Studies on Catalytic Conversion of Low Density Poly Ethylene and Polypropylene Wastes to Fuel Range Hydrocarbons,"Population explosion, resource overuse, deforestation, industrialization, and other factors contribute to the harm to the environment in which we live today. Water crises, energy crises, pollution, and waste management are major issues. The problems that persist primarily relate to waste management to the environment and its living species. Waste disposal is a universal issue due to the different types of materials it contains. A failure to segregate these wastes, such as plastic, paper, wood, organic matter, and metal scraps, solely leads to the problem. Waste plastics are gaining attention due to their visibility and non-degradability among these waste types. newlineSingle-use plastic carriers and garbage waste plastic dumps are often found at garbage dumping sites. Due to low quality recycling properties, these types of plastics cannot be recycled. The work underway is aimed at finding a way to reduce the accumulation of waste plastic in dumps using this waste plastic. Using such single-use waste plastics, this research converts them into a useful product using a simple and easy approach. Pyrolysis has gained popularity as an existing method of plastic handling because, upon thermal cracking singleuse plastic, a wide range of hydrocarbon complexes can be produced depending on the type of plastic. As such, this contributes to solving another global crisis today, that of the energy sector. Directly or by blending, these hydrocarbons can be used as fuels. Depending on the reactor type, the type of catalyst used, the condensing system, and the plastic type, the pyrolysis process yield varies. newlineDifferent types of reactors used for waste plastics pyrolysis include batch reactors, screw kiln reactors, conical spouted bed reactors, fluidized bed reactors, fixed bed reactors, and microwave reactors. Some reactors conduct pyrolysis as a two-step process in which waste plastics are vaporized in one reactor and then vapor cracked in another reactor with catalysts.","Engineering, Engineering and Technology, Engineering Chemical",Roopa Farshi,M. A. Lourdu Antony Raj and Ravishankar R,Dayananda Sagar College of Engineering,2021,False,452263,,https://shodhganga.inflibnet.ac.in/handle/10603/452263,Shodhganga,Bengaluru,study catalytic conversion low density poly ethylene polypropylene wastes fuel range hydrocarbons population explosion resource overuse deforestation industrialization factor contribute harm environment live today water crisis energy crisis pollution waste management major issue problem persist primarily relate waste management environment living specie waste disposal universal issue different type material contain failure segregate waste plastic paper wood organic matter metal scrap solely lead problem waste plastic gain attention visibility non degradability waste type single use plastic carrier garbage waste plastic dump find garbage dumping site low quality recycling property type plastic recycle work underway aim find way reduce accumulation waste plastic dump waste plastic single use waste plastic research convert useful product simple easy approach pyrolysis gain popularity exist method plastic handling thermal cracking singleuse plastic wide range hydrocarbon complex produce depend type plastic contribute solve global crisis today energy sector directly blend hydrocarbon fuel depend reactor type type catalyst condense system plastic type pyrolysis process yield varie different type reactor waste plastic pyrolysis include batch reactor screw kiln reactor conical spout bed reactor fluidize bed reactor fix bed reactor microwave reactor reactor conduct pyrolysis step process waste plastic vaporize reactor vapor crack reactor catalyst,en
106,CuO and CuO based Materials Synthesis Characterization and Applications,,"Chemistry, Chemistry Analytical, Physical Sciences",Uma B,"Anantharaju, K S",Dayananda Sagar College of Engineering,2021,False,452273,,https://shodhganga.inflibnet.ac.in/handle/10603/452273,Shodhganga,Bengaluru,cuo cuo base materials synthesis characterization applications,en
107,Efficient visual cryptographic techniques for gray scale and colour images,"In the emerging internet technology transferring multimedia files has become newlineinevitable over cyberspace. It is extremely essential these days to provide data newlinesecurity, especially in the era of ever-increasing cyber-crimes across the world. newlineVisual Cryptography (VC) is an encrypting scheme through which image can be transmitted to the recipient with utmost confidentiality and secrecy. In Visual Cryptography, n prototypes called shares are formed by splitting the inputimage. The input image is rebuilt at the receiving end by assembling these prototypes together. Secret Sharing Schemes can be evaluated by the four newlineparameters: Storage Requirement, Computational Complexity, Reconstruction newlinePrecision, and Security. This research work is an effort to design new methodologies in VC techniques to achieve betterment in these objectives.Efficient Visual Cryptographic techniques for grayscale and color images are newlineproposed in this work to improve the security in transmission and to get better precision of the retrieved secret images. The VC techniques proposed are based on the randomization method and generation of shares with mathematical computations, a collaborative technique for multiple secret sharing. Randomized VC deals with share creation by randomly disintegrating the secret image that is very useful for military applications. Mathematical computation uses boolean techniques for creating the shares that leads to lossless recovery of the secret newlineimages. This is used effectively for applications where minute details of the newlineimages take precedence over bandwidth requirements such as in satellite images. VC with a share hiding technique is proposed to achieve better security. newlineThis technique is helpful in today s internet usage scenarios. Collaborative VC is proposed as an application of VC in the banking sector. Collaborative VC enriches the application scenarios wherein the same participant in different groups can use a single key as a share for retrieving more than one secret image. newline","Engineering, Engineering and Technology",Sapna B K,K L Sudha,Dayananda Sagar College of Engineering,2021,False,452450,,https://shodhganga.inflibnet.ac.in/handle/10603/452450,Shodhganga,Bengaluru,efficient visual cryptographic technique gray scale colour image emerge internet technology transfer multimedia file inevitable cyberspace extremely essential day provide datum security especially era increase cyber crime world visual cryptography vc encrypt scheme image transmit recipient utmost confidentiality secrecy visual cryptography prototype call share form split inputimage input image rebuild receiving end assemble prototype secret sharing schemes evaluate parameter storage requirement computational complexity reconstruction precision security research work effort design new methodology vc technique achieve betterment objective efficient visual cryptographic technique grayscale color image propose work improve security transmission well precision retrieve secret image vc technique propose base randomization method generation share mathematical computation collaborative technique multiple secret sharing randomized vc deal share creation randomly disintegrate secret image useful military application mathematical computation use boolean technique create share lead lossless recovery secret image effectively application minute detail image precedence bandwidth requirement satellite image vc share hiding technique propose achieve well security technique helpful today internet usage scenario collaborative vc propose application vc banking sector collaborative vc enrich application scenario participant different group use single key share retrieve secret image,en
108,Measurement of Corneal Oxygen Consumption based on Fluorescence Lifetime Spectroscopy using Multichannel Scalar,"Oxygen (O2) is necessary for the energy metabolism of all cells. This research is focused on sensing O2 across the cornea, which is the main refracting component of an eye. Corneal transparency is critical for the unobstructed transmission of light to the retina. It is dependent on its O2 metabolism. Thus, measurement of O2 in in vivo by noninvasive techniques is imperative for studying its physiology. The recent developments in approaches to measure corneal O2 justify an overview of this research work and their contribution to our knowledge of oxygenation in the eye. This work presents an in-depth understanding of biochemical processes in endothelial cells, which is dysfunctional in Fuchs endothelial corneal dystrophy (FECD). O2 sensing with fluorescent core-shell nanoparticles is a helpful means for in vivo monitoring of endothelial cells in real-time. It can assess local O2 concentration (pO2) and thereby shed light on endothelial mitochondrial function. Being a non-invasive approach fluorescence methods would be applicable for in vivo models of FECD. newline","Engineering, Engineering and Technology, Instruments and Instrumentation","Sushma, T",Amutha S and Srinivas S P,Dayananda Sagar College of Engineering,2021,False,452567,,https://shodhganga.inflibnet.ac.in/handle/10603/452567,Shodhganga,Bengaluru,measurement corneal oxygen consumption base fluorescence lifetime spectroscopy multichannel scalar oxygen o2 necessary energy metabolism cell research focus sense o2 cornea main refracting component eye corneal transparency critical unobstructed transmission light retina dependent o2 metabolism measurement o2 vivo noninvasive technique imperative study physiology recent development approach measure corneal o2 justify overview research work contribution knowledge oxygenation eye work present depth understanding biochemical process endothelial cell dysfunctional fuchs endothelial corneal dystrophy fecd o2 sense fluorescent core shell nanoparticle helpful mean vivo monitoring endothelial cell real time assess local o2 concentration po2 shed light endothelial mitochondrial function non invasive approach fluorescence method applicable vivo model fecd,en
109,Device Modeling and Design of CNTFET Based Logic Circuits for SoC Design,,"Computer Science, Engineering and Technology, Telecommunications",Balaji Ramakrishnan,Aswatha A R,Dayananda Sagar College of Engineering,2021,False,454865,,https://shodhganga.inflibnet.ac.in/handle/10603/454865,Shodhganga,Bengaluru,device modeling design cntfet base logic circuits soc design,en
110,An empirical study on consumer adoption of mobile payment services in Bangalore urban,,"Economics and Business, Management, Social Sciences",Roshny N Kurup,Lakshmi Jagannathan,Dayananda Sagar College of Engineering,2021,False,454932,,https://shodhganga.inflibnet.ac.in/handle/10603/454932,Shodhganga,Bengaluru,empirical study consumer adoption mobile payment service bangalore urban,en
111,Numerical integration over oscillating functions for finite element analysis,"Over a period of time, a highly oscillating function has a large number of local peaks and minima. One of the most significant issues in numericall analysis is computing integrals of highly oscillating functions, which has applications in many fields of Mathematics as well as other sciences such as qquantum physics, fluid dynamics, and electromagnetics. Highly oscillatory integrands can be found in a variety of transformations, including the Fourierr transformm and the Fourier Bessell transform. Numerical integration methods that are often used need too much computing work and cannot be applied successfully. As a result, there are a huge newlinevariety of useful specific techniques for integrals of highly oscillating functions. newline newlineWe discuss previous work on oscillatory integrals and their quadrature in this thesis. The development and foundation of non-oscillatory quadrature differs significantly from that of oscillatory quadrature. Unlike classic quadrature methods, which explore accuracy as the number of sample points or step size declines, oscillatory quadrature has particularly focused on the asymptotic as the frequency approaches infinity. As a result, asymptotic expansions, complex analysis, partial integration, and collocation take precedence over the study of zeros of orthogonal polynomials and Taylorr series. newline","Mathematics, Physical Sciences",Prakasha H T,Shivaram .K.T.,Dayananda Sagar College of Engineering,2022,False,452447,,https://shodhganga.inflibnet.ac.in/handle/10603/452447,Shodhganga,Bengaluru,numerical integration oscillate function finite element analysis period time highly oscillate function large number local peak minima significant issue numericall analysis compute integral highly oscillate function application field mathematics science qquantum physics fluid dynamic electromagnetic highly oscillatory integrand find variety transformation include fourierr transformm fourier bessell transform numerical integration method need computing work apply successfully result huge variety useful specific technique integral highly oscillate function discuss previous work oscillatory integral quadrature thesis development foundation non oscillatory quadrature differ significantly oscillatory quadrature unlike classic quadrature method explore accuracy number sample point step size decline oscillatory quadrature particularly focus asymptotic frequency approach infinity result asymptotic expansion complex analysis partial integration collocation precedence study zero orthogonal polynomial taylorr series,en
112,Two Dimensional Finte Element Mesh Generation And Its Applications,,"Mathematics, Physical Sciences",Jyothi H R,Shivaram .K.T.,Dayananda Sagar College of Engineering,2022,False,452448,,https://shodhganga.inflibnet.ac.in/handle/10603/452448,Shodhganga,Bengaluru,dimensional finte element mesh generation applications,en
113,Automatic generation control for grid stabilization in coordination with integrated renewable energy sources,"The power systems ensure stable and safe operation by keeping a consistent equilibrium between power generation and load demands. The equilibrium, as mentioned earlier described has to be kept up to hold the frequency of the network within the appropriate limits as defined by the grid codes. In real-time operation, a constant variation in the load demand frequently produces a relative balance between the load and generation. This relative balance always influences the system frequency and subsequently affects the security of the power system operation. The power systems integrate increasing levels of variable renewable energy assets, particularly solar and wind energy, in the electric power mix. Many winds and solar power systems exist throughout the world and supply a significant portion of energy to the networks. Because variable renewable energy generation is variable and uncertain, power systems with increasing allocates of unpredictable renewable energy require more flexibility to balance electricity supply and demand at all timescales. One measure of power grid reliability is the stability of a system s frequency at the desired level. This research also addresses the impact of wind and solar power production on the Automatic Generation Control (AGC) system of a two-area multi-source restructured power system. newline","Engineering, Engineering and Technology, Engineering Electrical and Electronic","Suresh Babu, V","Shanmukha Sundar, K",Dayananda Sagar College of Engineering,2022,False,452449,,https://shodhganga.inflibnet.ac.in/handle/10603/452449,Shodhganga,Bengaluru,automatic generation control grid stabilization coordination integrate renewable energy source power system ensure stable safe operation keep consistent equilibrium power generation load demand equilibrium mention early describe keep hold frequency network appropriate limit define grid code real time operation constant variation load demand frequently produce relative balance load generation relative balance influence system frequency subsequently affect security power system operation power system integrate increase level variable renewable energy asset particularly solar wind energy electric power mix wind solar power system exist world supply significant portion energy network variable renewable energy generation variable uncertain power system increase allocate unpredictable renewable energy require flexibility balance electricity supply demand timescale measure power grid reliability stability system frequency desire level research address impact wind solar power production automatic generation control agc system area multi source restructure power system,en
114,Wireless channel modelling for Intra Inter chip communications,,"Engineering, Engineering and Technology",Deepa N P,K L Sudha,Dayananda Sagar College of Engineering,2022,False,452451,,https://shodhganga.inflibnet.ac.in/handle/10603/452451,Shodhganga,Bengaluru,wireless channel modelling intra inter chip communication,en
115,Development and implementation of techniques for dynamic contrast enhancement MRI,"Magnetic Resonance Imaging (MRI) has been recognized as a non-ionizing imaging newline newlinemodality used in clinical diagnosis and prognosis. Usage of MR Contrast Agent (CA) in MRI has proven its ability in improvisation of image visualization. The most commonly used CAs are Gadolinium (Gd) - based to interpret microcirculatory properties of the tissues. Dynamic Contrast Enhancement Magnetic Resonance Imaging (DCE-MRI) is a well-established technique for non-invasive diagnosis and therapeutic monitoring of pathologies by administering intravenous CA. DCE-MRI devises a prospective to create images of physiological quantities such as blood vessel volume fraction, blood flow and blood vessel permeability which are extensively used in areas such as oncology. newline newline newlineQuantifying PharmacoKinetic (PK) maps can be accomplished by applying compartmental newline newlinemodels appropriate to the pathophysiology of tissue to be examined. This method is time-consuming because of the post-processing of a large amount of data. Therefore there is a need to accelerate the determination of PK maps accurately compared to the conventional methods. newline newline newlineFirstly, this work aims at a new frequency domain-based approach applied to the newline newlineconventional Tofts Model in Time-domain (TM-TD) to accelerate the determination of PK maps. This method has been demonstrated in silico and in vivo DCE-MRI data. Determining PK parameters consist of fitting time concentration data to these models. Tofts Model in Frequency Domain (TM-FD) is applied to an uncertainly vascularized tissue such as the breast. It results as a convolution-free model from a conventional TM-TD, which in turn reduces the complexity of the curve fitting problem from 2 dimensions (surface fit) to 1 dimension (curve fit). This technique not only reduces computation time but also increases robustness due to the reduced complexity of the fitting process. newline","Computer Science, Computer Science Software Engineering, Engineering and Technology",Nithin V N,Sairam Geethanath,Dayananda Sagar College of Engineering,2022,False,453490,,https://shodhganga.inflibnet.ac.in/handle/10603/453490,Shodhganga,Bengaluru,development implementation technique dynamic contrast enhancement mri magnetic resonance imaging mri recognize non ionizing imaging modality clinical diagnosis prognosis usage mr contrast agent mri prove ability improvisation image visualization commonly ca gadolinium gd base interpret microcirculatory property tissue dynamic contrast enhancement magnetic resonance imaging dce mri establish technique non invasive diagnosis therapeutic monitoring pathology administer intravenous dce mri devise prospective create image physiological quantity blood vessel volume fraction blood flow blood vessel permeability extensively area oncology quantifying pharmacokinetic pk map accomplish apply compartmental model appropriate pathophysiology tissue examine method time consume post processing large datum need accelerate determination pk map accurately compare conventional method firstly work aim new frequency domain base approach apply conventional tofts model time domain tm td accelerate determination pk map method demonstrate silico vivo dce mri datum determine pk parameter consist fitting time concentration datum model tofts model frequency domain tm fd apply uncertainly vascularize tissue breast result convolution free model conventional tm td turn reduce complexity curve fitting problem dimension surface fit dimension curve fit technique reduce computation time increase robustness reduced complexity fitting process,en
116,Efficient Task Scheduling and Resource Allocation in Virtualized Cloud Computing Environment,,"Computer Science, Computer Science Information Systems, Engineering and Technology",Vaidehi M,Gopalakrishnan Nair T.R.,Dayananda Sagar College of Engineering,2022,False,454859,,https://shodhganga.inflibnet.ac.in/handle/10603/454859,Shodhganga,Bengaluru,efficient task scheduling resource allocation virtualized cloud computing environment,en
117,Experimental Approaches of Authentication Schemes and Privacy Policies for Effective Data Management of Objects in IoT Infrastructure,,"Computer Science, Computer Science Software Engineering, Engineering and Technology",Harish Kumar N,Deepak G,Dayananda Sagar College of Engineering,2022,False,454936,,https://shodhganga.inflibnet.ac.in/handle/10603/454936,Shodhganga,Bengaluru,experimental approaches authentication schemes privacy policies effective data management objects iot infrastructure,en
118,Development of a low modulus Ti Nb Ta O alloy for orthopedic applications,"Ti-Nb-Ta-Zr based and#946;-Titanium alloys are currently projected as potential candidates for use in orthopaedic implants owing to their low elastic modulus and use of non-toxic elements. However, most of these alloys contain large amount of Ta and Zr, which increase the cost of these alloys. Moreover, bulk properties such as mechanical strength and surface properties such as wear resistance, fatigue resistance and osseointegration, for these alloys are still unsatisfactory. In the first part of this study, the microstructure and crystallographic texture evolution in and#946;-annealed conditions and their effect on the mechanical and functional response of a new and#946; Ti-34Nb-2Ta-0.5O (wt.%) alloy has been first studied and compared with those of a more popular Ti-34Nb-2Ta-3Zr-0.5O alloy (wt.%). The compositional differences, along with alterations in processing route, were found to affect the texture evolution by changing the slip activities in the two alloys. In the annealed condition, Ti-34Nb-2Ta-0.5O exhibits a low elastic modulus of 63 GPa, owing to its single and#946;-phase microstructure. The presence of interstitial oxygen also imparts substantial solid solution strengthening. The mechanical and electrochemical properties were found to be affected by changes in composition and crystallographic texture. The Ti-34Nb-2Ta-0.5O alloy was further strengthened via aging treatment. A schedule for aging was developed in the present study where 30% increase in strength was obtained by formation of ultrafine and#945;-precipitates in and#946;-matrix. However, presence of and#945; increased the modulus to 87 GPa. Moreover, after aging, the fretting wear resistance showed unexpected decrease due to lower ductility aided by accelerated tribocorrosion of the two-phase microstructure. Finally, the response of the Ti-34Nb-2Ta-0.5O alloy to surface processing was investigated by performing surface mechanical attrition treatment (SMAT) of the and#946;-annealed and and#945;+and#946; aged microstructures. SMAT considerably increased the surface hardness of and#946;-annealed material by forming d...",Engineering and Technology,"Acharya, Srijan","Chatterjee, Kaushik and 	Suwas, Satyam",Indian Institute of Science Bangalore,2019,False,426407,Materials Engineering,https://shodhganga.inflibnet.ac.in/handle/10603/426407,Shodhganga,Bengaluru,development low modulus ti nb ta alloy orthopedic application ti nb ta zr base and#946;-titanium alloy currently project potential candidate use orthopaedic implant owe low elastic modulus use non toxic element alloy contain large ta zr increase cost alloy bulk property mechanical strength surface property wear resistance fatigue resistance osseointegration alloy unsatisfactory study microstructure crystallographic texture evolution and#946;-annealed condition effect mechanical functional response new and#946 ti-34nb-2ta-0.5o wt.% alloy study compare popular ti-34nb-2ta-3zr-0.5o alloy wt.% compositional difference alteration processing route find affect texture evolution change slip activity alloy anneal condition ti-34nb-2ta-0.5o exhibit low elastic modulus 63 gpa owe single and#946;-phase microstructure presence interstitial oxygen impart substantial solid solution strengthening mechanical electrochemical property find affect change composition crystallographic texture ti-34nb-2ta-0.5o alloy strengthen age treatment schedule aging develop present study 30 increase strength obtain formation ultrafine and#945;-precipitates and#946;-matrix presence and#945 increase modulus 87 gpa age fret wear resistance show unexpected decrease low ductility aid accelerate tribocorrosion phase microstructure finally response ti-34nb-2ta-0.5o alloy surface processing investigate perform surface mechanical attrition treatment smat and#946;-annealed and#945;+and#946 aged microstructure smat considerably increase surface hardness and#946;-annealed material form,en
119,Structural acoustics of perforated panels,"In this work, radiation and transmission of sound through flexible perforated panels set in infinite rigid baffles are investigated. The treatment is largely analytical using Fourier transforms and contour integrations. Numerical calculations are only used occasionally. The work is largely divided into three parts: the first part involves radiation and transmission studies using the one-way coupled formulation, the second part investigates the same problems using the two-way coupled (or the fully-coupled) formulation and the third part involves derivations of closed form expressions for the modal coupling coefficient using contour integration. In the first part, the panel with perforations is placed in a baffle that is perforated or unperforated. Having an unperforated or a differently perforated baffle presents challenges. It causes a certain coupling of wavenumbers leading to an integral equation. In the literature so far, the baffle has been taken to be similarly perforated, thus, simplifying the situation. The perforations are arrays of circular holes and are mathematically modeled using a perforation ratio...												
newline","Engineering, Engineering and Technology, Engineering Mechanical","Anoop, A M","Sonti, Venkata R",Indian Institute of Science Bangalore,2019,False,429335,Mechanical Engineering,https://shodhganga.inflibnet.ac.in/handle/10603/429335,Shodhganga,Bengaluru,structural acoustic perforate panel work radiation transmission sound flexible perforate panel set infinite rigid baffle investigate treatment largely analytical fourier transform contour integration numerical calculation occasionally work largely divide part involve radiation transmission study way couple formulation second investigate problem way couple fully couple formulation involve derivation close form expression modal couple coefficient contour integration panel perforation place baffle perforate unperforate have unperforated differently perforate baffle present challenge cause certain coupling wavenumber lead integral equation literature far baffle take similarly perforate simplify situation perforation array circular hole mathematically model perforation ratio,en
120,Devanagari Online Handwritten Character Recognition,"In this thesis, a classifier based on local sub-unit level and global character level representations of a character, using stroke direction and order variations independent features, is developed for recognition of Devanagari online handwritten characters. It is shown that online character corresponding to Devanagari ideal character can be analyzed and uniquely represented in terms of homogeneous sub-structures called the sub-units. These sub-units can be extracted using direction property of online strokes in an ideal character. A method for extraction of sub-units from a handwritten character is developed, such that the extracted sub-units are similar to the sub-units of the corresponding ideal character. Features are developed that are independent of variations in order and direction of strokes in characters. The features are called histograms of points, orientations, and dynamics of orientations (HPOD) features. The method for extraction of these features spatially maps co-ordinates of points and orientations and dynamics of orientations of strokes at these points. Histograms of these mapped features are computed in di erent regions into which the spatial map is divided. HPOD features extracted from the sub-units represent the character locally; and those extracted from the character as a whole represent it globally. A classifier is developed that models handwritten characters in terms of the joint distribution of the local and global HPOD features of the characters and the number of sub-units in the characters. The classifier uses latent variables to model the structure of the the sub-units. The parameters of the model are estimated using the maximum likelihood method. The use of HPOD features and the assumption of independent generation of the sub-units given the number of sub-units, make the classifier independent of variations in the direction and order of strokes in characters. This sub-unit based classifier is called SUB classifier. Datasets for training and testing the classifiers consist of handwr...","Engineering and Technology, Engineering Electrical and Electronic","Sharma, Anand","Ramakrishnan, A G",Indian Institute of Science Bangalore,2019,False,426390,Electrical Engineering,https://shodhganga.inflibnet.ac.in/handle/10603/426390,Shodhganga,Bengaluru,devanagari online handwritten character recognition thesis classifier base local sub unit level global character level representation character stroke direction order variation independent feature develop recognition devanagari online handwritten character show online character correspond devanagari ideal character analyze uniquely represent term homogeneous sub structure call sub unit sub unit extract direction property online stroke ideal character method extraction sub unit handwritten character develop extract sub unit similar sub unit correspond ideal character feature develop independent variation order direction stroke character feature call histogram point orientation dynamic orientation hpod feature method extraction feature spatially map co ordinate point orientation dynamic orientation stroke point histogram map feature compute di erent region spatial map divide hpod feature extract sub unit represent character locally extract character represent globally classifier develop model handwritten character term joint distribution local global hpod feature character number sub unit character classifier use latent variable model structure sub unit parameter model estimate maximum likelihood method use hpod feature assumption independent generation sub unit give number sub unit classifi independent variation direction order stroke character sub unit base classifier call sub classifier dataset training test classifier consist handwr,en
121,Development of Support for Assessment of Creativity Novelty and Requirement Satisfaction in Designing,"The topic of this research in this thesis is creativity assessment of solutions developed in the engineering design process as a means of aiding designers to focus their creative effort during the process. Both engineering design process and creative process are planned, and occur, together in practice. Engineering design is a complex process involving both problem finding and problem solving, broadly divided into four stages: task clarification, conceptual design, embodiment design and detailed design. Literature on design models, theories and approaches is studied to understand the nature of design models developed in literature and to find the various characteristics of the design process, such as design stages, inputs and outputs of the stages, etc., leading to a detailed understanding of the current models of the design process, and summarised using an extended, integrated model of designing. In particular, a detailed characterization of the design stages is carried out using the extended-integrated model of designing. The method of mapping is used to extract the underlying common constructs in the steps within task clarification, conceptual and embodiment design stages of the design process, so that these can be used in the evaluation of creativity consistently across the design stages. The results of this characterization are discussed and summarized with a focus on creativity assessment methods. It is found from the characterization that requirements and solutions are important constructs of designing. Further, it is found that pairing of requirement and solution is necessary for evaluation of creativity during the design process. It is also found that level of abstraction is important, as requirement-solution pairs belong to various levels of abstraction. The concept of creativity, and major indicators of creativity, are reviewed through a study of literature. Current methods for assessing creativity are also reviewed, and their shortcomings identified. It is found that, novelty and usefulness are the...","Engineering, Engineering and Technology, Engineering Multidisciplinary","Ranjan, B S C","Chakrabarti, Amaresh",Indian Institute of Science Bangalore,2019,False,426519,Centre for Product Design and Manufacturing,https://shodhganga.inflibnet.ac.in/handle/10603/426519,Shodhganga,Bengaluru,development support assessment creativity novelty requirement satisfaction design topic research thesis creativity assessment solution develop engineering design process means aid designer focus creative effort process engineering design process creative process plan occur practice engineering design complex process involve problem finding problem solving broadly divide stage task clarification conceptual design embodiment design detailed design literature design model theory approach study understand nature design model develop literature find characteristic design process design stage input output stage etc lead detailed understanding current model design process summarise extend integrated model designing particular detailed characterization design stage carry extend integrate model designing method mapping extract underlie common construct step task clarification conceptual embodiment design stage design process evaluation creativity consistently design stage result characterization discuss summarize focus creativity assessment method find characterization requirement solution important construct designing find pair requirement solution necessary evaluation creativity design process find level abstraction important requirement solution pair belong level abstraction concept creativity major indicator creativity review study literature current method assess creativity review shortcoming identify find novelty usefulness,en
122,Shaking Table Studies on Seismic Response of Unreinforced and Geosynthetic Reinforced Soil Slopes,"Experiences from recent earthquake records all over the world suggest that reinforced soil slopes provide better resistance to the seismic forces and possess higher yield accelerations compared to unreinforced slopes. While the design and practice of geosynthetic reinforced soil slopes has reached a level where the basics are well established and the procedures are standardized, the seismic designs still lack complete understanding of concepts and principles that alter the performance of the slope during seismic episodes. This thesis presents results from shaking table tests on geosynthetic reinforced soil slopes subjected to cyclic base shaking to understand the influence of various parameters that govern the performance of these slopes during seismic events. A uniaxial shaking table was used in the study and reduced scale model slopes were built in a laminar box and were subjected to sinusoidal base shaking, varying the frequency and acceleration of base shaking in different tests. Various series of shaking table tests were carried out to study the effects of shaking acceleration, frequency of shaking, fines content in soil, type and quantity of reinforcement and slope inclination on the response of model slopes in terms of acceleration amplifications and horizontal displacements. Acceleration of shaking was varied between 0.1g - 0.3g and frequency was varied between 1Hz - 16Hz in different tests. The frequency of testing was much below the natural frequency of the slopes. Two soils, a clayey sand with 44% fines content and a poorly graded sand with no fines were used to study the effect of fines content on the slope response. A geotextile and a biaxial geogrid were used to study the effect of type of reinforcement and reinforcement was placed in single, two and three layers in different tests to study the effect of quantity of reinforcement. Slope inclination was varied as 45and#61616;, 60and#61616; and 75and#61616;...","Engineering, Engineering and Technology, Engineering Civil","Srilatha, N","Madhavi Latha, G",Indian Institute of Science Bangalore,2019,False,428618,Civil Engineering,https://shodhganga.inflibnet.ac.in/handle/10603/428618,Shodhganga,Bengaluru,shake table studies seismic response unreinforced geosynthetic reinforced soil slopes experiences recent earthquake record world suggest reinforce soil slope provide well resistance seismic force possess high yield acceleration compare unreinforced slope design practice geosynthetic reinforce soil slope reach level basic establish procedure standardize seismic design lack complete understanding concept principle alter performance slope seismic episode thesis present result shake table test geosynthetic reinforce soil slope subject cyclic base shake understand influence parameter govern performance slope seismic event uniaxial shake table study reduced scale model slope build laminar box subject sinusoidal base shake vary frequency acceleration base shake different test series shake table test carry study effect shake acceleration frequency shake fine content soil type quantity reinforcement slope inclination response model slope term acceleration amplification horizontal displacement acceleration shake varied 0.1 0.3 frequency varied 1hz 16hz different test frequency testing natural frequency slope soil clayey sand 44 fine content poorly grade sand fine study effect fine content slope response geotextile biaxial geogrid study effect type reinforcement reinforcement place single layer different test study effect quantity reinforcement slope inclination varied 45and#61616 60and#61616 75and#61616,en
