id,title,abstract,keywords,researcher,guide,institution,year,processed,thesis_id,department,source_url,source,location,clean_text,detected_language
407,FLIPP NAAT A paper based LAMP assay for point of care TB detection,"Molecular diagnostic techniques like polymerase chain reaction (PCR) revolutionized the world of healthcare. Instead of waiting for infectious agents to physically grow as in conventional culture-based tests, genetic material of pathogens could be used as a biomarker to detect their presence. Though PCR has deeply penetrated and greatly benefited the field of disease diagnosis, infrastructure required to perform PCR testing makes it unaffordable and hence inaccessible for majority of world population. The COVID-19 pandemic has strongly highlighted many such grave limitations of existing molecular diagnostic systems, which are rampant in all kinds of healthcare settings. More importantly, obstacles in timely, accurate, and affordable diagnosis of infections make infectious diseases the leading cause of mortality in low-income economies. The aim of my research has been to develop an ASSURED (affordable, sensitive, specific, user-friendly, rapid and robust, equipment free and deliverable to end users) molecular diagnostic tool for infectious disease diagnosis that fits well in the purview of WHO prescribed criteria for developing point-of-care (POC) diagnostic tools. While the diagnostic tool is a platform technology, adaptable to different infectious diseases, the first application has been demonstrated for tuberculosis (TB) diagnosis because it is the deadliest infectious disease today. The developed prototype called fluorescent isothermal paper-and-plastic nucleic acid amplification test (FLIPP-NAAT) uses loop-mediated isothermal amplification (LAMP) for DNA amplification and the only ancillary equipment required for testing is a laboratory incubator. A very low-cost imaging box for filter-free end-point fluorescence detection of amplified DNA using a cell phone has also been developed. To best of our knowledge, this work is the first demonstration of a paper-based NAAT for TB starting from gDNA as template and for testing clinical patient samples using a paper-based NAAT...","Engineering, Engineering and Technology, Engineering Chemical","Kaur, Navjot","Toley, Bhushan J",Indian Institute of Science Bangalore,2021,False,430428,Chemical Engineering,https://shodhganga.inflibnet.ac.in/handle/10603/430428,Shodhganga,Bengaluru,flipp naat paper base lamp assay point care tb detection molecular diagnostic technique like polymerase chain reaction pcr revolutionize world healthcare instead wait infectious agent physically grow conventional culture base test genetic material pathogen biomarker detect presence pcr deeply penetrate greatly benefit field disease diagnosis infrastructure require perform pcr testing make unaffordable inaccessible majority world population covid-19 pandemic strongly highlight grave limitation exist molecular diagnostic system rampant kind healthcare setting importantly obstacle timely accurate affordable diagnosis infection infectious disease lead cause mortality low income economy aim research develop assured affordable sensitive specific user friendly rapid robust equipment free deliverable end user molecular diagnostic tool infectious disease diagnosis fit purview prescribe criterion develop point care poc diagnostic tool diagnostic tool platform technology adaptable different infectious disease application demonstrate tuberculosis tb diagnosis deadly infectious disease today developed prototype call fluorescent isothermal paper plastic nucleic acid amplification test flipp naat use loop mediate isothermal amplification lamp dna amplification ancillary equipment require testing laboratory incubator low cost imaging box filter free end point fluorescence detection amplified dna cell phone develop good knowledge work demonstration paper base naat tb start gdna template test clinical patient sample paper base naat,en
408,Physical insights into unstart dynamics of a hypersonic mixed compression intake,"Hypersonic air-breathing cruise vehicles powered by supersonic combustion ramjet engines are the potential candidate for future space and defense applications. The air intake of the scramjet engine is a vital component that uses shock waves to compress the air to pressure and temperatures suitable for supersonic combustion. Understanding the unstart dynamics of such intakes is of prime importance for the seamless operation of scramjet intakes. While the unstart dynamics in supersonic intakes are studied widely by various researchers, only a few such studies are reported in hypersonic intakes. The mechanisms associated with the same are not clearly understood. In the current work, a design optimization framework is established by coupling (a) oblique-shock theory and Non-dominated Sorting Genetic Algorithm II (NSGA-II) and (b) Computational fluid dynamics (CFD) and NSGA - II to minimize total pressure loss and maximize intake exit temperature of planar mixed compression intake at a design Mach number of 6. The ramp and cowl angles constitute the design space. The intake with maximum exit temperature is chosen to study its unstart dynamics using a combination of experiments in a hypersonic wind tunnel (M = 6 and Re = 8.86 × 106/m) and unsteady numerical investigations using the open-source suite SU2. The intake model is equipped with a movable cowl and flap to study the internal contraction and throttling induced unstart. Simultaneous pressure measurements and schlieren flow visualization are carried out to study unsteady flow physics associated with intake unstart. The dynamic content in the flow is analyzed using Fast Fourier Transform (FFT) and spectrogram of the unsteady pressure signal and Dynamic Mode Decomposition (DMD) of the schlieren images and density contours. In this work, two different modes of shock oscillation during unstart are observed when the flap is moved while the cowl is held stationary. At ICR = 1.19, the intake shows started behavior for throttling ratio up to 0.31, and a dual behavior,...","Engineering, Engineering Aerospace, Engineering and Technology","Devaraj, Manoj Kumar K","Srisha Rao, M V and Anavardham, Ganesh T K",Indian Institute of Science Bangalore,2021,False,429847,Aerospace Engineering,https://shodhganga.inflibnet.ac.in/handle/10603/429847,Shodhganga,Bengaluru,physical insight unstart dynamic hypersonic mixed compression intake hypersonic air breathing cruise vehicle power supersonic combustion ramjet engine potential candidate future space defense application air intake scramjet engine vital component use shock wave compress air pressure temperature suitable supersonic combustion understand unstart dynamic intake prime importance seamless operation scramjet intake unstart dynamic supersonic intake study widely researcher study report hypersonic intake mechanism associate clearly understand current work design optimization framework establish couple oblique shock theory non dominate sort genetic algorithm ii nsga ii computational fluid dynamic cfd nsga ii minimize total pressure loss maximize intake exit temperature planar mixed compression intake design mach number ramp cowl angle constitute design space intake maximum exit temperature choose study unstart dynamic combination experiment hypersonic wind tunnel 8.86 106 unsteady numerical investigation open source suite su2 intake model equip movable cowl flap study internal contraction throttle induce unstart simultaneous pressure measurement schlieren flow visualization carry study unsteady flow physics associate intake unstart dynamic content flow analyze fast fourier transform fft spectrogram unsteady pressure signal dynamic mode decomposition dmd schlieren image density contour work different mode shock oscillation unstart observe flap move cowl hold stationary icr 1.19 intake show start behavior throttle ratio 0.31 dual behavior,en
409,Mechanical and curing behavior of tetra functional epoxy reinforced with nano fillers,"Synopsis Tetra-functional epoxy resins are used as a matrix for aerospace composites owing to their excellent mechanical, adhesive, corrosion resistance and thermal properties. Although epoxy is a high-performance thermosetting polymer, it is brittle due to its highly cross-linked network. This limitation must be addressed to make epoxy fit for aerospace applications. Plenty of potential filler materials such as organic and inorganic nano-particles, CNTs, two-dimensional nanomaterials such as graphene and its derivatives have been studied as reinforcing agents for epoxy composites. The high aspect ratio and active surface area of these nano-fillers contribute to the improved mechanical performance of the epoxy composites. Moreover, since these nano-fillers have active surface chemistry, it is essential to understand their effect on the epoxy-hardener curing reaction. Chapter 1 of this thesis briefly introduces the types and grades of epoxy resins and curing agents and the various stages of the curing reaction. The literature on the effect of nano-fillers on the curing behaviour of epoxy composites and the literature addressing the mechanical properties of epoxy composites for low loadings of nano-fillers was reviewed. It was found that studies on inorganic two-dimensional nano-fillers as toughening agents for epoxy composites are limited and have scope. Also, the curing behaviour of tetra-functional epoxy in the presence of nano-fillers is not very widely reported. Chapter 2 of the thesis lists all the materials, characterization methods and protocols used in this work. The models and equations used for the evaluation of curing kinetics have been explained in detail. The standard testing procedures used to calculate the mechanical properties of the epoxy composites have been explained in detail in this chapter. This thesis contains three works on the curing and mechanical behaviour of tetra-functional epoxy composites reinforced with nano-fillers. In the first work (chapter 3), ....","Engineering and Technology, Material Science, Materials Science Composites","Wazalwar, Radhika","Raichur, Ashok M",Indian Institute of Science Bangalore,2021,False,429852,Materials Engineering,https://shodhganga.inflibnet.ac.in/handle/10603/429852,Shodhganga,Bengaluru,mechanical cure behavior tetra functional epoxy reinforce nano filler synopsis tetra functional epoxy resin matrix aerospace composite owe excellent mechanical adhesive corrosion resistance thermal property epoxy high performance thermosetting polymer brittle highly cross link network limitation address epoxy fit aerospace application plenty potential filler material organic inorganic nano particle cnts dimensional nanomaterial graphene derivative study reinforce agent epoxy composite high aspect ratio active surface area nano filler contribute improved mechanical performance epoxy composite nano filler active surface chemistry essential understand effect epoxy hardener curing reaction chapter thesis briefly introduce type grade epoxy resin cure agent stage cure reaction literature effect nano filler cure behaviour epoxy composite literature address mechanical property epoxy composite low loading nano filler review find study inorganic dimensional nano filler toughen agent epoxy composite limited scope cure behaviour tetra functional epoxy presence nano filler widely report chapter thesis list material characterization method protocol work model equation evaluation cure kinetic explain detail standard testing procedure calculate mechanical property epoxy composite explain detail chapter thesis contain work cure mechanical behaviour tetra functional epoxy composite reinforce nano filler work chapter,en
410,Simulation and Characterization of Streamflow Time Series,"Streamflow can be partitioned into distinct time scales to better understand the underlying governing processes: fast flow, representing surface runoff controlled mainly by meteorological processes that operate over relatively shorter time scales and slow flow, representing the baseflow through groundwater flow and subsurface flow that occur at a slower rate. Because of the significant differences between fast and slow process controls, each may be used to explain streamflow variability independently. The thesis considers this concept by including seasonal (timing) streamflow variability in a regional context. In order to isolate the effects of these drivers on the observed Flow Duration Curves (FDCs), a modeling framework is developed that comprises of partitioning streamflow in multiple ways: seasons/months in the time domain, east-west/north-south directions in the space domain, fast/slow flows in the process domain, and small to large catchments to account for the size of the catchment in a basin. This modeling framework is demonstrated through the Peninsular Indian river system, in which the hydrology is primarily governed by the monsoon rains. The framework of stratifying streamflow variability consists of three independent elements: (i) process partitioning: partitioning of the total streamflow into the fast flow and slow flow, each of which is impacted differently by climate and landscape properties, (ii) time scale partitioning: stratifying the temporal streamflow variability into distinct seasons namely-South-West monsoon, North-East monsoon, and Non-monsoon, and (iii) investigating the directional aspects of west-east and north-south gradients in the space domain. Findings of the study showed that South-West monsoon and fast flows are the major contributors to mean annual flow and total flow respectively, in these river systems. The spatially increasing mean rainfall towards the northern part and favourable geology compounded by seasonal rainfall pattern in the southern parts of the Peninsular regio...","Engineering, Engineering and Technology, Engineering Civil","Mathai, Jeenu","Mujumdar, P P",Indian Institute of Science Bangalore,2021,False,429861,Civil Engineering,https://shodhganga.inflibnet.ac.in/handle/10603/429861,Shodhganga,Bengaluru,simulation characterization streamflow time series streamflow partition distinct time scale well understand underlying governing process fast flow represent surface runoff control mainly meteorological process operate relatively short time scale slow flow represent baseflow groundwater flow subsurface flow occur slow rate significant difference fast slow process control explain streamflow variability independently thesis consider concept include seasonal timing streamflow variability regional context order isolate effect driver observed flow duration curves fdcs modeling framework develop comprise partition streamflow multiple way season month time domain east west north south direction space domain fast slow flow process domain small large catchment account size catchment basin modeling framework demonstrate peninsular indian river system hydrology primarily govern monsoon rain framework stratify streamflow variability consist independent element process partition partition total streamflow fast flow slow flow impact differently climate landscape property ii time scale partitioning stratify temporal streamflow variability distinct season south west monsoon north east monsoon non monsoon iii investigate directional aspect west east north south gradient space domain finding study show south west monsoon fast flow major contributor mean annual flow total flow respectively river system spatially increase mean rainfall northern favourable geology compound seasonal rainfall pattern southern part peninsular regio,en
411,Lignin and Extractive Tracing  an Alternative approach to Assess and Predict Biogas Yields and Production Rates among Tropical Biomass Feedstocks,"Predicting biogas yields from the composition of biomass feedstocks has been difficult primarily due to the variations found in their chemical composition and structure of lignocellulosics. This study aims at understanding, assessing and predicting biogas yields from the chemical composition cutting across different types of biomass feedstocks: fruit peels and rinds, cereal straws, crop stalks, husks, leaves and conifers. A wide range of substrates were chosen to account for the variation in composition by choosing these feedstocks with large variations in the lignin (range, type and steric arrangement). This research answers a few fundamental questions pertaining to predicting biogas yields, the role played by extractives and lignin and also the arrangement of the constituents. A classical Biochemical Methane Potential (BMP) approach was taken up to understand the fermentation behavior of various feedstocks and understand the issues/ problems in a systematic manner. The first part of this study deals with predicting the pattern of biogas production. The results show that the biogas yield is a strong function of extractive , i.e., pectins, soluble carbohydrates that leach out into the water during the hot water extraction, content in the biomass species. The feedstocks with high concentration of extractives produced higher amount of biogas and at higher rates. As the lignin concentration rises the extent and rates of gas production falls down. Based on the preliminary results and prior understanding, a new methodology was developed where the gas production can be ascribed to sequential/ semi-sequential degradation of biomass components. The sequential decomposition leading to biogas production can be explained by a two-component fit, wherein the first stage of gas production is ascribed predominantly to the breakdown of the easily accessible extractives and hemicellulose (unbound). In the second stage the gas production is slower and can be ascribed to the conversion of difficult to degrade hemicellulose...","Engineering, Engineering and Technology, Engineering Biomedical","Ravi Kumar, D","Chanakya, H N and Dasappa, S",Indian Institute of Science Bangalore,2021,False,429870,Centre for Sustainable Technology,https://shodhganga.inflibnet.ac.in/handle/10603/429870,Shodhganga,Bengaluru,lignin extractive tracing alternative approach assess predict biogas yields production rates tropical biomass feedstocks predict biogas yield composition biomass feedstock difficult primarily variation find chemical composition structure lignocellulosic study aim understanding assess predict biogas yield chemical composition cut different type biomass feedstock fruit peel rind cereal straw crop stalk husk leaf conifer wide range substrate choose account variation composition choose feedstock large variation lignin range type steric arrangement research answer fundamental question pertain predict biogas yield role play extractive lignin arrangement constituent classical biochemical methane potential bmp approach take understand fermentation behavior feedstock understand issues/ problem systematic manner study deal predict pattern biogas production result biogas yield strong function extractive i.e. pectin soluble carbohydrate leach water hot water extraction content biomass specie feedstock high concentration extractive produce high biogas high rate lignin concentration rise extent rate gas production fall base preliminary result prior understanding new methodology develop gas production ascribe sequential/ semi sequential degradation biomass component sequential decomposition lead biogas production explain component fit stage gas production ascribe predominantly breakdown easily accessible extractive hemicellulose unbound second stage gas production slow ascribe conversion difficult degrade hemicellulose,en
412,Sequential Controlled Sensing to Detect an Anomalous Process,"In this thesis, we study the problem of identifying an anomalous arm in a multi-armed bandit as quickly as possible, subject to an upper bound on the error probability. Also known as odd arm identification, this problem falls within the class of optimal stopping problems in decision theory and can be embedded within the framework of active sequential hypothesis testing. Prior works on odd arm identification dealt with independent and identically distributed observations from each arm. We provide the first known extension to the case of Markov observations from each arm. Our analysis and results are in the asymptotic regime of vanishing error probability. We associate with each arm an ergodic discrete time Markov process that evolves on a common, finite state space. The notion of anomaly is that the transition probability matrix (TPM) of the Markov process of one of the arms (the {\em odd arm}) is some $P_{1}$, and that of each non-odd arm is a different $P_{2}$, $P_{2}\neq P_{1}$. A learning agent whose goal it is to find the odd arm samples the arms sequentially, one at any given time, and observes the state of the Markov process of the sampled arm. The Markov processes of the unobserved arms may either remain frozen at their last observed states until their next sampling instant ({\em rested arms}) or continue to undergo state evolution ({\em restless arms}). The TPMs $P_{1}$ and $P_{2}$ may be known to the learning agent beforehand or unknown. We analyse the following cases: (a) rested arms with TPMs unknown, (b) restless arms with TPMs known, and (c) restless arms with TPMs unknown. For each of these cases, we first present an asymptotic lower bound on the {\color{black} growth rate of the }expected time required to find the odd arm, and subsequently devise a sequential arm selection policy which we show achieves the lower bound and is therefore asymptotically optimal. A key ingredient in our analysis of the setting of rested arms is the observation that for the Markov process of each arm, the long term fr...","Engineering, Engineering and Technology, Engineering Electrical and Electronic","Narayanaprasad, Karthik Periyapattana","Sundaresan, Rajesh",Indian Institute of Science Bangalore,2021,False,429856,Electrical Communication Engineering,https://shodhganga.inflibnet.ac.in/handle/10603/429856,Shodhganga,Bengaluru,sequential controlled sensing detect anomalous process thesis study problem identify anomalous arm multi armed bandit quickly possible subject upper bound error probability know odd arm identification problem fall class optimal stopping problem decision theory embed framework active sequential hypothesis testing prior work odd arm identification deal independent identically distribute observation arm provide know extension case markov observation arm analysis result asymptotic regime vanish error probability associate arm ergodic discrete time markov process evolve common finite state space notion anomaly transition probability matrix tpm markov process arm \em odd arm p_{1}$ non odd arm different p_{2}$ p_{2}\neq p_{1}$. learn agent goal find odd arm sample arm sequentially give time observe state markov process sample arm markov process unobserved arm remain frozen observed state sampling instant \em rest arm continue undergo state evolution \em restless arm tpm p_{1}$ p_{2}$ know learn agent unknown analyse follow case rest arm tpm unknown restless arm tpm know restless arm tpm unknown case present asymptotic lower bind \color{black growth rate expect time require find odd arm subsequently devise sequential arm selection policy achieve lower bound asymptotically optimal key ingredient analysis setting rest arm observation markov process arm long term fr,en
413,Influence of Surface Topography and Roughness on Lubrication Friction and Scuffing in High Hardness Steels,,"Engineering, Engineering and Technology, Engineering Mechanical","Edachery, Vimal","Kailas, Satish V",Indian Institute of Science Bangalore,2021,False,429869,Mechanical Engineering,https://shodhganga.inflibnet.ac.in/handle/10603/429869,Shodhganga,Bengaluru,influence surface topography roughness lubrication friction scuffing high hardness steel,en
414,Mid Air Collision Avoidance of Unmanned Aerial Vehicles,"Autonomy is an essential feature of any robotic system. Aerial robots, commonly known as Unmanned Aerial Vehicles (UAVs), are being integrated into airspace and various trials towards achieving higher levels of autonomy are in progress. When multiple UAVs share the same airspace, safety from inter-UAV conflict is of utmost importance. Collision avoidance is an unavoidable feature of any UAV, and diverse methods addressing this problem are available in the literature. This thesis presents avoidance maps, a collision avoidance algorithm for fixed-wing UAVs. Avoidance of fixed-wing UAVs is challenging because of their inability to hover in contrast to their rotary-wing counterpart. Further, physical constraints like minimum turn radius make the process less flexible. The proposed avoidance map partitions the control input space of the UAVs into those leading to collision (red region) and avoidance (green region). Here, the control input used is constant lateral acceleration. Various versions of this are developed, which improves its computational cost. The algorithm could be implemented for cooperative, non-cooperative, and multiple UAVs and is demonstrated by suitable examples. In the next part of this thesis, precision UAV collision avoidance is discussed. This method is characterized by a gradual reduction of applied lateral acceleration during the avoidance process. Precision-control based avoidance optimizes the energy expenditure of the UAVs. The UAVs get away from their initial course while maneuvering. They are brought back to the initial direction of motion using Dubins curves, which joins two points via the shortest distance. The return to the course is achieved by Dubins path, where the necessary maneuvers are chosen from the avoidance map. An avoidance map can be used for realistic systems also. This utility is demonstrated by simulations using guidance models and six-degree-of-freedom UAV models. The avoidance map is further extended to few versions in the subsequent chapter. A time-graded version is...","Engineering, Engineering Aerospace, Engineering and Technology","Tony, Lima Agnel","Ghose, Debasish",Indian Institute of Science Bangalore,2021,False,427799,Aerospace Engineering,https://shodhganga.inflibnet.ac.in/handle/10603/427799,Shodhganga,Bengaluru,mid air collision avoidance unmanned aerial vehicles autonomy essential feature robotic system aerial robot commonly know unmanned aerial vehicles uavs integrate airspace trial achieve high level autonomy progress multiple uav share airspace safety inter uav conflict utmost importance collision avoidance unavoidable feature uav diverse method address problem available literature thesis present avoidance map collision avoidance algorithm fix wing uav avoidance fix wing uav challenging inability hover contrast rotary wing counterpart physical constraint like minimum turn radius process flexible propose avoidance map partition control input space uav lead collision red region avoidance green region control input constant lateral acceleration version develop improve computational cost algorithm implement cooperative non cooperative multiple uav demonstrate suitable example thesis precision uav collision avoidance discuss method characterize gradual reduction applied lateral acceleration avoidance process precision control base avoidance optimize energy expenditure uav uav away initial course maneuver bring initial direction motion dubins curve join point short distance return course achieve dubins path necessary maneuver choose avoidance map avoidance map realistic system utility demonstrate simulation guidance model degree freedom uav model avoidance map extend version subsequent chapter time grade version,en
415,Hybrid Model for Micro channel Heat Exchangers used in sCO2 Brayton Power Blocks,"Studies have shown that Micro-channel Heat Exchangers (MCHEs) commonly referred to as Printed Circuit Heat Exchangers (PCHEs) are suitable candidates for recuperators and gas coolers used in sCO2 power blocks. CFD and 1-d unit-cell-based models have been proposed in the literature for the design and analysis of MCHEs. To estimate the heat exchanger size and arrive at an optimum channel configuration, CFD models are found to be computationally expensive and time-consuming, especially when full-scale MCHEs are to be modelled. On the other hand, 1-d models are inadequate for correctly predicting the performance. The thesis aims to address this gap by proposing a hybrid model. The hybrid model incorporates a Thermal Resistance Network (TRN) framework combined with a unit-cell CFD model to investigate the thermo-hydraulic performance of the complete MCHE stack. CFD-based unit-cell models are developed for straight and non-straight flow paths to obtain the variation of local heat transfer coefficient and Fanning factor along the channel length. A stack optimization scheme based on the rate of heat loss from the external surfaces of the MCHE core is proposed and incorporated in the hybrid model to arrive at the optimum stack width, height, and number of rows. Additionally, the hybrid model also includes a model for the inlet and exit manifolds utilizing the concept of flow resistance balance to obtain optimum pressure drop across the entry and exit manifolds. The proposed manifold pressure balance scheme facilitates uniform flow distribution among the channels in the MCHE stack. The efficacy of the hybrid model is presented for MCHE based recuperator and a gas cooler used in a 1-MW scale sCO2 Brayton power block. For the recuperator, optimum stack volume and corresponding pressure drop are presented for a 5and#730;C pinch temperature differential. The improvement over the straight channel is demonstrated by using sinusoidal and zigzag flow path configurations...","Engineering, Engineering and Technology, Engineering Mechanical","Pandey, Vivek","Kumar, Pramod",Indian Institute of Science Bangalore,2021,False,427797,Mechanical Engineering,https://shodhganga.inflibnet.ac.in/handle/10603/427797,Shodhganga,Bengaluru,hybrid model micro channel heat exchangers sco2 brayton power blocks studies show micro channel heat exchangers mche commonly refer printed circuit heat exchangers pche suitable candidate recuperator gas cooler sco2 power block cfd unit cell base model propose literature design analysis mche estimate heat exchanger size arrive optimum channel configuration cfd model find computationally expensive time consume especially scale mche model hand model inadequate correctly predict performance thesis aim address gap propose hybrid model hybrid model incorporate thermal resistance network trn framework combine unit cell cfd model investigate thermo hydraulic performance complete mche stack cfd base unit cell model develop straight non straight flow path obtain variation local heat transfer coefficient fanning factor channel length stack optimization scheme base rate heat loss external surface mche core propose incorporate hybrid model arrive optimum stack width height number row additionally hybrid model include model inlet exit manifold utilize concept flow resistance balance obtain optimum pressure drop entry exit manifold propose manifold pressure balance scheme facilitate uniform flow distribution channel mche stack efficacy hybrid model present mche base recuperator gas cooler mw scale sco2 brayton power block recuperator optimum stack volume correspond pressure drop present 5and#730;c pinch temperature differential improvement straight channel demonstrate sinusoidal zigzag flow path configuration,en
416,Subsonic turbulent round and plane twin jets,"Multiple jets appear in many engineering applications such as engines of launch vehicles and aircraft, fuel injectors and other mixing devices. Twin jets are models to understand the differences from single jets that can aid the design of multiple jet configurations. This thesis is a study of two canonical configurations, round and plane twin jets. Flow are subsonic and turbulent. The study investigates the flow-field and interactions of the twin jets with different flow parameters. The investigation was carried out using a computational tool, specifically large eddy simulation (LES), which has been demonstrated to be sufficient/adequate to capture the development of such flows and scaling that depend on large scale dynamics. The LES employs explicit filtering as its subgrid scale model. Although there is a lack of authoritative and comprehensive studies of such flow interactions, especially subsonic twin round jets, in the existing literature, suitable experiments exist for twin round jets and twin plane jets for comparisons. LES of seven different flow configurations; four twin round jets and three twin plane jets were carried out. The jets emerge from round or slot nozzles normal to a wall into the ambient. The new parameter is S/d, which is the initial separation between the two jets and#119878; scaled with d, the initial diameter (round jets), or width (plane jets). In addition, LES of single round and plane jets were also performed for comparison. LES was employed to compute the unsteady flow-field evolution of the interactions between the jets. For both configurations, stationary turbulent flows were obtained, from which statistics were collected. Profiles of velocity and fluctuations, pressure, spectra and correlations were examined. Close quantitative agreement with all experiments were examined. In both flows, after merging into a single jet, profiles collapse on local scales (configuration centerline velocity and half widths)...","Engineering, Engineering Aerospace, Engineering and Technology","Taddesse, Taye Melaku","Mathew, Joseph",Indian Institute of Science Bangalore,2021,False,425726,Aerospace Engineering,https://shodhganga.inflibnet.ac.in/handle/10603/425726,Shodhganga,Bengaluru,subsonic turbulent round plane twin jet multiple jet appear engineering application engine launch vehicle aircraft fuel injector mixing device twin jet model understand difference single jet aid design multiple jet configuration thesis study canonical configuration round plane twin jet flow subsonic turbulent study investigate flow field interaction twin jet different flow parameter investigation carry computational tool specifically large eddy simulation les demonstrate sufficient adequate capture development flow scale depend large scale dynamic les employ explicit filtering subgrid scale model lack authoritative comprehensive study flow interaction especially subsonic twin round jet exist literature suitable experiment exist twin round jet twin plane jet comparison les seven different flow configuration twin round jet twin plane jet carry jet emerge round slot nozzle normal wall ambient new parameter initial separation jet and#119878 scale initial diameter round jet width plane jet addition les single round plane jet perform comparison les employ compute unsteady flow field evolution interaction jet configuration stationary turbulent flow obtain statistic collect profile velocity fluctuation pressure spectra correlation examine close quantitative agreement experiment examine flow merge single jet profile collapse local scale configuration centerline velocity half width,en
417,Design of Non Cartesian k space Trajectories for Reduced Scan Time in Magnetic Resonance Imaging Systems,"Magnetic resonance imaging (MRI) is a non-invasive and safe medical imaging technique. This imaging modality collects samples in the Fourier domain, called as the k-space. The k-space is traversed along continuous trajectories using varying magnetic gradients. Scan times in MRI are generally limited by either signal-to-noise ratio (SNR) or the gradient amplitude and slew rate. SNR limitations are met by advances in higher-field systems as well as improved design for receive coils. Further hardware improvements in gradient sys- tem switching times enable rapid imaging with higher resolution. The k-space is usually traversed in multiple shots, especially for higher resolution images. Scan time reduction in MRI is important to improve patient comfort, reduce image artifacts related to motion, improve dynamic imaging. With the development of the theory of compressed sensing and recent advances in deep learning-based image reconstruction methods, it is possible to reconstruct MRI images with an undersampled k-space data. For practical implemen- tation of compressed sensing in MRI, a variable density (VD) sampling is utilized. In the recent years, many methods have been proposed to undersample Cartesian trajectory to reduce scan time, however, the non-Cartesian trajectories have been observed to be more advantageous in terms of better utilization of gradients and benign artifacts. In this the- sis, we focus on the design non-Cartesian k-space trajectories that result in a good image reconstruction with shorter read-out times. PSNR and SSIM are used as metrics to com- pare image reconstruction quality and the sensitivity of the trajectories to system-related effects such as off-resonance and gradient imperfection are also studied. In the first part of the thesis, two types of deterministic trajectories based on sinusoids and space-filling curves (SFCs) are designed. For sinusoids-based trajectories, sinusoidal curves are used to traverse the k-space...","Engineering, Engineering and Technology, Engineering Electrical and Electronic","Sharma, Shubham","Hari, K V S and Leus, Geert",Indian Institute of Science Bangalore,2021,False,427795,Electrical Communication Engineering,https://shodhganga.inflibnet.ac.in/handle/10603/427795,Shodhganga,Bengaluru,design non cartesian space trajectories reduced scan time magnetic resonance imaging systems magnetic resonance imaging mri non invasive safe medical imaging technique imaging modality collect sample fourier domain call space space traverse continuous trajectory vary magnetic gradient scan time mri generally limit signal noise ratio snr gradient amplitude slew rate snr limitation meet advance high field system improve design receive coil hardware improvement gradient sys- tem switch time enable rapid imaging high resolution space usually traverse multiple shot especially high resolution image scan time reduction mri important improve patient comfort reduce image artifact relate motion improve dynamic imaging development theory compress sensing recent advance deep learning base image reconstruction method possible reconstruct mri image undersampled space datum practical implemen- tation compress sensing mri variable density vd sampling utilize recent year method propose undersample cartesian trajectory reduce scan time non cartesian trajectory observe advantageous term well utilization gradient benign artifact the- sis focus design non cartesian space trajectory result good image reconstruction short read time psnr ssim metric com- pare image reconstruction quality sensitivity trajectory system relate effect resonance gradient imperfection study thesis type deterministic trajectory base sinusoid space fill curve sfcs design sinusoid base trajectory sinusoidal curve traverse space,en
418,Hypothesis Testing under Communication Constraints Theory and an Application in IoT,"Applications in the Internet of Things (IoT) often demand enabling low-compute devices to perform distributed inference and testing by communicating over a low bandwidth link. This gives rise to a plethora of new problems which may broadly be termed resource-constrained statistical inference problems. In this thesis, we consider two such problems. In the first part of the thesis, we study the following distributed hypothesis testing problem. Two parties observing sequences of uniformly distributed bits want to determine if their bits were generated independently or not. To that end, the first party communicates to the second. A simple communication scheme involves taking as few sample bits as determined by the sample complexity of independence testing and sending it to the second party. But is there a scheme that uses fewer bits of communication than the sample complexity, perhaps by observing more sample bits? We show that the answer to this question is in the affirmative. More generally, for any given joint distribution, we present a distributed independence test that uses linear correlation between functions of the observed random variables. Furthermore, we provide lower bounds for the general setting that use hypercontractivity and reverse hypercontractivity to obtain a measure change bound between the joint and the independent distributions. The resulting bounds are tight for both a binary symmetric source and a Gaussian symmetric source. The proposed scheme is then extended to handle high dimensional correlation testing with interactive communication, wherein one party observes a Gaussian vector X and the other party observes a jointly Gaussian scalar Y, and we seek to test if the norm of the vector of correlation between X and Y exceeds a given value or is it 0. We provide corresponding lower bounds to establish the optimality of the proposed scheme. Furthermore...","Engineering, Engineering and Technology, Engineering Electrical and Electronic","Sahasranand, K R","Tyagi, Himanshu",Indian Institute of Science Bangalore,2021,False,427793,Electrical Communication Engineering,https://shodhganga.inflibnet.ac.in/handle/10603/427793,Shodhganga,Bengaluru,hypothesis testing communication constraints theory application iot applications internet thing iot demand enable low compute device perform distribute inference testing communicate low bandwidth link give rise plethora new problem broadly term resource constrain statistical inference problem thesis consider problem thesis study follow distribute hypothesis testing problem party observe sequence uniformly distribute bit want determine bit generate independently end party communicate second simple communication scheme involve take sample bit determine sample complexity independence testing send second party scheme use few bit communication sample complexity observe sample bit answer question affirmative generally give joint distribution present distribute independence test use linear correlation function observe random variable furthermore provide low bound general setting use hypercontractivity reverse hypercontractivity obtain measure change bind joint independent distribution result bound tight binary symmetric source gaussian symmetric source propose scheme extend handle high dimensional correlation testing interactive communication party observe gaussian vector party observe jointly gaussian scalar seek test norm vector correlation exceed give value provide correspond low bound establish optimality propose scheme furthermore,en
