rank,researcher,institution,publications,theses,citations,research_score
13326,I T Sooryanath,PES University,2,0,1,4.05
13327,Tanya Sharma,PES University,2,0,1,4.05
13328,A Santhanavijayan,PES University,2,0,1,4.05
13329,Pradeep Kumar,PES University,2,0,1,4.05
13330,K N Anjan Kumar,International Institute of Information Technology Bangalore,2,0,1,4.05
13331,Shanthi Mahesh,International Institute of Information Technology Bangalore,2,0,1,4.05
13332,B Priyanka,PES University,2,0,1,4.05
13333,Atharva Anil Chanda,PES University,2,0,1,4.05
13334,Madhava Krishna,Indian Institute of Science Bangalore,2,0,1,4.05
13335,Manivannan,CMR Institute of Technology,2,0,1,4.05
13336,KSA,CMR Institute of Technology,2,0,1,4.05
13337,Aruul Mozhi Varman S,Indian Institute of Science Bangalore,2,0,1,4.05
13338,Subbaraya Mohan Kumar,International Institute of Information Technology Bangalore,2,0,1,4.05
13339,H K Varuni,PES University,2,0,1,4.05
13340,Satyavati Komaragiri,Indian Institute of Science Bangalore,2,0,1,4.05
13341,N R G Sreevani,Indian Institute of Science Bangalore,2,0,1,4.05
13342,Y H Gangadharaiah,International Institute of Information Technology Bangalore,2,0,1,4.05
13343,Basavaraj Dhannur,PES University,2,0,1,4.05
13344,S R Pruthviraj,PES University,2,0,1,4.05
13345,Lamba,CMR Institute of Technology,2,0,1,4.05
13346,B S Prashanth,PES University,2,0,1,4.05
13347,B Renuka Prasad,R V College of Engineering,2,0,1,4.05
13348,Ranjita Kumari Dash,PES University,2,0,1,4.05
13349,Prabhas Reddy Onteru,Indian Institute of Science Bangalore,2,0,1,4.05
13350,Siddharth D Jaiswal,Indian Institute of Science Bangalore,2,0,1,4.05
13351,Saptarshi Ghosh,Indian Institute of Science Bangalore,2,0,1,4.05
13352,Somanshu Bhattacharyya,PES University,2,0,1,4.05
13353,Rahul Raychaudhury,Indian Institute of Science Bangalore,2,0,1,4.05
13354,A Sampathkumar,International Institute of Information Technology Bangalore,1,0,41,4.05
13355,N G Sushmitha,PES University,2,0,1,4.05
13356,Rohit Hunashikatti,PES University,2,0,1,4.05
13357,Peerzada Danish,Indian Institute of Science Bangalore,2,0,1,4.05
13358,Kumar Sachin,R V College of Engineering,2,0,1,4.05
13359,G Priyanka,Indian Institute of Science Bangalore,2,0,1,4.05
13360,BK Venkatesha,International Institute of Information Technology Bangalore,2,0,1,4.05
13361,Roopa K M,International Institute of Information Technology Bangalore,2,0,1,4.05
13362,B K Rajithkumar,R V College of Engineering,2,0,1,4.05
13363,M Kempanna,International Institute of Information Technology Bangalore,2,0,1,4.05
13364,Swasti Shreya Mishra,International Institute of Information Technology Bangalore,2,0,1,4.05
13365,Gourab Banerjee,Indian Institute of Science Bangalore,2,0,1,4.05
13366,Arya Vinod,R V College of Engineering,2,0,1,4.05
13367,Vijaya Krishna,CMR Institute of Technology,2,0,1,4.05
13368,D S Ivan Jebakumar,Indian Institute of Science Bangalore,2,0,1,4.05
13369,Nayoni Yadav,R V College of Engineering,2,0,1,4.05
13370,Wiebke Ohm,Indian Institute of Science Bangalore,1,0,41,4.05
13371,Abhinav R Nair,R V College of Engineering,2,0,1,4.05
13372,Thierry Blu,Indian Institute of Science Bangalore,2,0,1,4.05
13373,Sandhya Vidyashankar,PES University,2,0,1,4.05
13374,Nikhil Khobragade,Indian Institute of Science Bangalore,2,0,1,4.05
13375,D Narasimha Reddy,Indian Institute of Science Bangalore,2,0,1,4.05
13376,Prateek Kumar Vishwakarma,Indian Institute of Science Bangalore,2,0,1,4.05
13377,Upendra Shetty D R,R V College of Engineering,1,0,41,4.05
13378,Sudipta Goswami,Indian Institute of Science Bangalore,2,0,1,4.05
13379,Indrani Choudhury,Indian Institute of Science Bangalore,2,0,1,4.05
13380,Hemansh Alkesh Shah,Indian Institute of Science Bangalore,2,0,1,4.05
13381,Arjun R P Reddy,International Institute of Information Technology Bangalore,2,0,1,4.05
13382,Madeva Nagaral,Dayananda Sagar College of Engineering,2,0,1,4.05
13383,Rahul Roshan G,PES University,2,0,1,4.05
13384,G Raghavendra,International Institute of Information Technology Bangalore,2,0,1,4.05
13385,G Ravindranath,International Institute of Information Technology Bangalore,2,0,1,4.05
13386,A Srikanth,PES University,2,0,1,4.05
13387,Abdelkawy,CMR Institute of Technology,2,0,1,4.05
13388,H ABBAS,Indian Institute of Science Bangalore,2,0,1,4.05
13389,Nityanand Bandekar,PES University,2,0,1,4.05
13390,G Abhilash,Dayananda Sagar College of Engineering,2,0,1,4.05
13391,G Roshni,PES University,2,0,1,4.05
13392,Mahesh Hosur,Indian Institute of Science Bangalore,2,0,1,4.05
13393,D Saravana Bhavan,Dayananda Sagar College of Engineering,2,0,1,4.05
13394,Ratnakar Maller,PES University,2,0,1,4.05
13395,Ayes Chinmay,PES University,2,0,1,4.05
13396,Nidhi Muralikrishnan,Indian Institute of Science Bangalore,2,0,1,4.05
13397,C Suresh Raju,Indian Institute of Science Bangalore,2,0,1,4.05
13398,Varnitha Venkatesh,International Institute of Information Technology Bangalore,2,0,1,4.05
13399,Anwesha Roy,Indian Institute of Science Bangalore,2,0,1,4.05
13400,Murthy SVN,International Institute of Information Technology Bangalore,2,0,1,4.05
13401,V Srinivasa Murthy,PES University,2,0,1,4.05
13402,A Ashwini,International Institute of Information Technology Bangalore,2,0,1,4.05
13403,Ankit Priya,Indian Institute of Science Bangalore,2,0,1,4.05
13404,G Rajalakshmy,PES University,2,0,1,4.05
13405,Roopa Ashwath,Indian Institute of Science Bangalore,2,0,1,4.05
13406,Meghana Holla,PES University,2,0,1,4.05
13407,Kenji Watanbe,Indian Institute of Science Bangalore,1,0,41,4.05
13408,N Srilatha,International Institute of Information Technology Bangalore,2,0,1,4.05
13409,Vallabha Rao Rikka,Indian Institute of Science Bangalore,2,0,1,4.05
13410,Gowtham Venkatesan,Indian Institute of Science Bangalore,2,0,1,4.05
13411,S R Nagalakshmi,International Institute of Information Technology Bangalore,2,0,1,4.05
13412,Joji Joseph,Indian Institute of Science Bangalore,2,0,1,4.05
13413,Noor Sehgal,Indian Institute of Science Bangalore,2,0,1,4.05
13414,Malathy Nagalakshmi,PES University,2,0,1,4.05
13415,Mala,CMR Institute of Technology,2,0,1,4.05
13416,H M Yajnodbhavi,PES University,2,0,1,4.05
13417,Seema Singh,International Institute of Information Technology Bangalore,2,0,1,4.05
13418,Selvakanmani,CMR Institute of Technology,2,0,1,4.05
13419,Arkavo Hait,Indian Institute of Science Bangalore,2,0,1,4.05
13420,Ashwith Kumar Reddy Penubadi,R V College of Engineering,2,0,1,4.05
13421,Ahana Patil,R V College of Engineering,2,0,1,4.05
13422,Z G Soos,Indian Institute of Science Bangalore,2,0,1,4.05
13423,Riddhika Mahalanabis,International Institute of Information Technology Bangalore,2,0,1,4.05
13424,Arman Singh Bhati,R V College of Engineering,2,0,1,4.05
13425,Ishita Bansal,Indian Institute of Science Bangalore,2,0,1,4.05
13426,HK,CMR Institute of Technology,2,0,1,4.05
13427,Gulista Bano,Indian Institute of Science Bangalore,1,0,41,4.05
13428,Sai Prasanthi,CMR Institute of Technology,2,0,1,4.05
13429,YV Venkatesh,Indian Institute of Science Bangalore,2,0,1,4.05
13430,Kavyashree Dalawai,Dayananda Sagar College of Engineering,2,0,1,4.05
13431,Pooja Jonnalagadda,Indian Institute of Science Bangalore,2,0,1,4.05
13432,Jonathan Spreer,Indian Institute of Science Bangalore,2,0,1,4.05
13433,Josh Maitra,PES University,2,0,1,4.05
13434,Kruthika,CMR Institute of Technology,2,0,1,4.05
13435,D M Arvind Mallik,PES University,2,0,1,4.05
13436,Derlin Davis Pulikkottil,Indian Institute of Science Bangalore,2,0,1,4.05
13437,Ankit Singh,Indian Institute of Science Bangalore,2,0,1,4.05
13438,K Tarunkumar,International Institute of Information Technology Bangalore,2,0,1,4.05
13439,H N Naveen,Indian Institute of Science Bangalore,2,0,1,4.05
13440,G Uma,Indian Institute of Science Bangalore,2,0,1,4.05
13441,G Swetha,International Institute of Information Technology Bangalore,2,0,1,4.05
13442,Nikhil Kodali,Indian Institute of Science Bangalore,2,0,1,4.05
13443,Kshitija Joshi,Indian Institute of Science Bangalore,2,0,1,4.05
13444,Venkata Kalyan Tavva,R V College of Engineering,2,0,1,4.05
13445,S C Singh,International Institute of Information Technology Bangalore,2,0,1,4.05
13446,Laxman Singh,International Institute of Information Technology Bangalore,1,0,41,4.05
13447,Subodh M Joshi,Indian Institute of Science Bangalore,2,0,1,4.05
13448,S P Murugan,Indian Institute of Science Bangalore,2,0,1,4.05
13449,Dipanwita Biswas,Indian Institute of Science Bangalore,2,0,1,4.05
13450,G Sasikala,Indian Institute of Science Bangalore,2,0,1,4.05
13451,G Saritha,Dayananda Sagar College of Engineering,2,0,1,4.05
13452,Gerard Deepak,PES University,2,0,1,4.05
13453,Saxena,CMR Institute of Technology,2,0,1,4.05
13454,SM Satav,Indian Institute of Science Bangalore,2,0,1,4.05
13455,Anantha Chukka,Indian Institute of Science Bangalore,2,0,1,4.05
13456,S Mahalingam,Indian Institute of Science Bangalore,2,0,1,4.05
13457,Shweta P Hegde,PES University,2,0,1,4.05
13458,K Manjula,International Institute of Information Technology Bangalore,2,0,1,4.05
13459,Naren Sundaravaradan,Indian Institute of Science Bangalore,2,0,1,4.05
13460,Anusree Nalladiyil,Indian Institute of Science Bangalore,2,0,1,4.05
13461,Nishanth Paramesh,R V College of Engineering,2,0,1,4.05
13462,Insha Andrabi,Indian Institute of Science Bangalore,2,0,1,4.05
13463,Aditya Umesh,International Institute of Information Technology Bangalore,2,0,1,4.05
13464,Geethashree,PES University,2,0,1,4.05
13465,S Sushmitha,PES University,2,0,1,4.05
13466,B Ashok,International Institute of Information Technology Bangalore,2,0,1,4.05
13467,Skanda S Shetty,PES University,2,0,1,4.05
13468,S Sheela,International Institute of Information Technology Bangalore,2,0,1,4.05
13469,N Shirisha,R V College of Engineering,2,0,1,4.05
13470,Abhilasha P Kumar,International Institute of Information Technology Bangalore,2,0,1,4.05
13471,Nikitha K S,International Institute of Information Technology Bangalore,2,0,1,4.05
13472,Swati Midha,Indian Institute of Science Bangalore,1,0,41,4.05
13473,Hannah Alex,PES University,2,0,1,4.05
13474,Blanca Ayuso de Dios,Indian Institute of Science Bangalore,2,0,1,4.05
13475,Vaibhav R Chate,PES University,1,0,41,4.05
13476,Grace Mary Kanaga,CMR Institute of Technology,2,0,1,4.05
13477,N Sindhu,PES University,2,0,1,4.05
13478,Sudhir K Vempati,Indian Institute of Science Bangalore,2,0,1,4.05
13479,Sunita K Srivastava,PES University,2,0,1,4.05
13480,Sannidhi V Hebbar,Indian Institute of Science Bangalore,2,0,1,4.05
13481,Vinay V Hegde,R V College of Engineering,2,0,1,4.05
13482,HJ No,Indian Institute of Science Bangalore,2,0,1,4.05
13483,Sathya,CMR Institute of Technology,2,0,1,4.05
13484,Bisheshwar Haorongbam,Indian Institute of Science Bangalore,2,0,1,4.05
13485,Aakaash Suman Suresh,International Institute of Information Technology Bangalore,1,0,41,4.05
13486,Louie Corpe,PES University,1,0,41,4.05
13487,Himanshu Jain,PES University,2,0,1,4.05
13488,Arnab Chatterjee,Indian Institute of Science Bangalore,2,0,1,4.05
13489,Magdum,CMR Institute of Technology,2,0,1,4.05
13490,Meet Gandhi,Indian Institute of Science Bangalore,2,0,1,4.05
13491,Kalburgi,CMR Institute of Technology,2,0,1,4.05
13492,Alexander V Morozkin,Indian Institute of Science Bangalore,2,0,1,4.05
13493,DG Jyothi,International Institute of Information Technology Bangalore,2,0,1,4.05
13494,Nimisha Pahuja,Indian Institute of Science Bangalore,2,0,1,4.05
13495,Srikanth Chandar,PES University,2,0,1,4.05
13496,Himanshu Rai,International Institute of Information Technology Bangalore,2,0,1,4.05
13497,Himnish Nadaminti,PES University,2,0,1,4.05
13498,Sunil Raghavendra,International Institute of Information Technology Bangalore,2,0,1,4.05
13499,S Raghavendra,PES University,2,0,1,4.05
13500,Malika Somanath,Indian Institute of Science Bangalore,2,0,1,4.05
13501,Anita Arora,Indian Institute of Science Bangalore,2,0,1,4.05
13502,Goutami Sooda,R V College of Engineering,2,0,1,4.05
13503,Sonali Rawat,Indian Institute of Science Bangalore,1,0,41,4.05
13504,Suraj Ravindran,Indian Institute of Science Bangalore,1,0,41,4.05
13505,Govind Swarup,Indian Institute of Science Bangalore,2,0,1,4.05
13506,Preethi R Krishnamurthy,Indian Institute of Science Bangalore,2,0,1,4.05
13507,Mallikarjuna Gowda,International Institute of Information Technology Bangalore,2,0,1,4.05
13508,R Bharathi,R V College of Engineering,2,0,1,4.05
13509,Matthew Alexander,Indian Institute of Science Bangalore,2,0,1,4.05
13510,Nikunj Sharma,International Institute of Information Technology Bangalore,2,0,1,4.05
13511,Nikitha Rao,PES University,2,0,1,4.05
13512,Sumitra Devi,CMR Institute of Technology,2,0,1,4.05
13513,Kush Kumar Dewangan,Indian Institute of Science Bangalore,2,0,1,4.05
13514,Afrash Ejigu A,Indian Institute of Science Bangalore,2,0,1,4.05
13515,Bidyut Baran Saha,Indian Institute of Science Bangalore,2,0,1,4.05
13516,Sabysachi Chatterjee,Indian Institute of Science Bangalore,2,0,1,4.05
13517,Gajanan Thakare,Indian Institute of Science Bangalore,2,0,1,4.05
13518,Pratibha Deshmukh,Indian Institute of Science Bangalore,2,0,1,4.05
13519,A A Shklyaev,Indian Institute of Science Bangalore,2,0,1,4.05
13520,Kayan K Katrak,PES University,2,0,1,4.05
13521,Sayyed Arif Ali,PES University,2,0,1,4.05
13522,Amit Kumar Pathy,Indian Institute of Science Bangalore,1,0,41,4.05
13523,S Thejaswini,International Institute of Information Technology Bangalore,2,0,1,4.05
13524,D Siddalinga Swamy,PES University,2,0,1,4.05
13525,R Ujwal,PES University,2,0,1,4.05
13526,R Vivek,PES University,2,0,1,4.05
13527,Umesh Gandhi,Indian Institute of Science Bangalore,2,0,1,4.05
13528,Anusha Jain,R V College of Engineering,2,0,1,4.05
13529,Md Hasan Ali Biswas,Indian Institute of Science Bangalore,2,0,1,4.05
13530,N Sanketh Reddy,PES University,2,0,1,4.05
13531,Preethi Anantharaman,PES University,2,0,1,4.05
13532,Khalid Umar,Indian Institute of Science Bangalore,2,0,1,4.05
13533,S Preethi,International Institute of Information Technology Bangalore,2,0,1,4.05
13534,Subbarayappa,CMR Institute of Technology,2,0,1,4.05
13535,Manjunath G Avalappa,International Institute of Information Technology Bangalore,2,0,1,4.05
13536,Satish V Motammanavar,R V College of Engineering,2,0,1,4.05
13537,Anagha M Anil Kumar,PES University,2,0,1,4.05
13538,Justine K Antony,Indian Institute of Science Bangalore,2,0,1,4.05
13539,Subramanya,CMR Institute of Technology,2,0,1,4.05
13540,Lalit Kumar,International Institute of Information Technology Bangalore,2,0,1,4.05
13541,Saumya Adhikari,PES University,2,0,1,4.05
13542,A Guruprasad,Indian Institute of Science Bangalore,2,0,1,4.05
13543,Sharma Akash,PES University,2,0,1,4.05
13544,KV Manjunath,International Institute of Information Technology Bangalore,2,0,1,4.05
13545,Sahil Singh,Indian Institute of Science Bangalore,2,0,1,4.05
13546,M P Hariprasad,Indian Institute of Science Bangalore,2,0,1,4.05
13547,Santhosh Aedelli,Indian Institute of Science Bangalore,2,0,1,4.05
13548,Yash Chauhan,International Institute of Information Technology Bangalore,2,0,1,4.05
13549,Rashmita Sahoo,Dayananda Sagar College of Engineering,2,0,1,4.05
13550,海丽 朱,Indian Institute of Science Bangalore,2,0,0,4.0
13551,3 Archana HR,B.M.S. College of Engineering,2,0,0,4.0
13552,2 Ramanamma Parepalli,B.M.S. College of Engineering,2,0,0,4.0
13553,Амрит Пузари,Indian Institute of Science Bangalore,1,0,40,4.0
13554,А Н Романов,Indian Institute of Science Bangalore,2,0,0,4.0
13555,Н А Махутов,Indian Institute of Science Bangalore,2,0,0,4.0
13556,Chih‐Peng Fan,International Institute of Information Technology Bangalore,2,0,0,4.0
13557,RS Chidhananda,PES University,2,0,0,4.0
13558,Rui M Castro,Indian Institute of Science Bangalore,2,0,0,4.0
13559,Prakash Desayi,Indian Institute of Science Bangalore,2,0,0,4.0
13560,Pavan Deshpande,B.M.S. College of Engineering,2,0,0,4.0
13561,Meena Deshpande,B.M.S. College of Engineering,2,0,0,4.0
13562,Devanth Mallikarjunaiah,PES University,2,0,0,4.0
13563,Devaraju Ramakrishna,Dayananda Sagar College of Engineering,2,0,0,4.0
13564,Venkatesh,B.M.S. College of Engineering,2,0,0,4.0
13565,VChampa,B.M.S. College of Engineering,2,0,0,4.0
13566,Vedashree,CMR Institute of Technology,2,0,0,4.0
13567,Varad Vaidya,Indian Institute of Science Bangalore,2,0,0,4.0
13568,Visakh Vaikuntanathan,Indian Institute of Science Bangalore,2,0,0,4.0
13569,V Viswarupa,Indian Institute of Science Bangalore,2,0,0,4.0
13570,UmaM,M.S. Ramaiah Institute of Technology,2,0,0,4.0
13571,UmavathiM,B.M.S. College of Engineering,2,0,0,4.0
13572,I A Banday,B.M.S. College of Engineering,2,0,0,4.0
13573,Thejas V,R V College of Engineering,2,0,0,4.0
13574,A C,B.M.S. College of Engineering,2,0,0,4.0
13575,A C Maharudresh,PES University,2,0,0,4.0
13576,A C Pavan,PES University,2,0,0,4.0
13577,Dr R Ch A Naidu,B.M.S. College of Engineering,2,0,0,4.0
13578,R Ch A Naidu,B.M.S. College of Engineering,2,0,0,4.0
13579,A Sai Chaithanya,PES University,2,0,0,4.0
13580,C K Ramesha,R V College of Engineering,2,0,0,4.0
13581,Disha N,B.M.S. College of Engineering,2,0,0,4.0
13582,Dipendra Gupta,Indian Institute of Science Bangalore,2,0,0,4.0
13583,Dipesh Kumar,B.M.S. College of Engineering,2,0,0,4.0
13584,Diptendu Sinha Roy,B.M.S. College of Engineering,2,0,0,4.0
13585,Kiran C Nayak,B.M.S. College of Engineering,2,0,0,4.0
13586,Sudha Deepthi Kotaru,Dayananda Sagar College of Engineering,2,0,0,4.0
13587,SAruna Deepthi,B.M.S. College of Engineering,2,0,0,4.0
13588,CG Raghavendra,M.S. Ramaiah Institute of Technology,2,0,0,4.0
13589,Dinu Thomas,PES University,2,0,0,4.0
13590,Dinesh Rathod,Indian Institute of Science Bangalore,2,0,0,4.0
13591,G DineshRam,Indian Institute of Science Bangalore,2,0,0,4.0
13592,J Dinesh Reddy,B.M.S. College of Engineering,2,0,0,4.0
13593,Manjunatha Swamy C,PES University,2,0,0,4.0
13594,Digbijaya Palai,Indian Institute of Science Bangalore,2,0,0,4.0
13595,Dhvani Katkoria,International Institute of Information Technology Bangalore,2,0,0,4.0
13596,C Dhanasekhar,Indian Institute of Science Bangalore,2,0,0,4.0
13597,DS Suresh,B.M.S. College of Engineering,2,0,0,4.0
13598,Maruthi H C Poornima G,B.M.S. College of Engineering,2,0,0,4.0
13599,Dr Latha N R,B.M.S. College of Engineering,2,0,0,4.0
13600,Dr Saravana,B.M.S. College of Engineering,2,0,0,4.0
13601,Dr Venkatesh,B.M.S. College of Engineering,2,0,0,4.0
13602,DN Deepika,M.S. Ramaiah Institute of Technology,2,0,0,4.0
13603,Sushant S Chachadi,B.M.S. College of Engineering,2,0,0,4.0
13604,Deepika Nayak,International Institute of Information Technology Bangalore,2,0,0,4.0
13605,Deepika Pitliya,R V College of Engineering,2,0,0,4.0
13606,Diya M Hande,PES University,2,0,0,4.0
13607,Divya Shekar,PES University,2,0,0,4.0
13608,C Jagadish,Indian Institute of Science Bangalore,2,0,0,4.0
13609,Jyothika C N,B.M.S. College of Engineering,2,0,0,4.0
13610,Divakar Harekal,M.S. Ramaiah Institute of Technology,2,0,0,4.0
13611,C K Raghavendra,B.M.S. College of Engineering,2,0,0,4.0
13612,Eleanor Prashamshini,B.M.S. College of Engineering,2,0,0,4.0
13613,Rajeshwari BS,B.M.S. College of Engineering,2,0,0,4.0
13614,Suresh S Ekambe,B.M.S. College of Engineering,2,0,0,4.0
13615,Mahipal Bukya,International Institute of Information Technology Bangalore,2,0,0,4.0
13616,S S Krishna Chaitanya Bulusu,International Institute of Information Technology Bangalore,2,0,0,4.0
13617,G Krishna Chaitanya,M.S. Ramaiah Institute of Technology,2,0,0,4.0
13618,Deepali Koppad,M.S. Ramaiah Institute of Technology,2,0,0,4.0
13619,Deepasree S Kumar,International Institute of Information Technology Bangalore,2,0,0,4.0
13620,Deepika,B.M.S. College of Engineering,2,0,0,4.0
13621,E Fantin Irudaya Raj,International Institute of Information Technology Bangalore,1,0,40,4.0
13622,E K,Indian Institute of Science Bangalore,2,0,0,4.0
13623,D’Souza,B.M.S. College of Engineering,2,0,0,4.0
13624,BV Nagesh,M.S. Ramaiah Institute of Technology,2,0,0,4.0
13625,Chaluvanarayana H C,B.M.S. College of Engineering,2,0,0,4.0
13626,D C Joshi,B.M.S. College of Engineering,2,0,0,4.0
13627,Jyothi Kiran G C,B.M.S. College of Engineering,2,0,0,4.0
13628,Mike Fitzsimmons,Indian Institute of Science Bangalore,2,0,0,4.0
13629,Pradeep Kumar BP,B.M.S. College of Engineering,2,0,0,4.0
13630,Feng Zhu,Indian Institute of Science Bangalore,2,0,0,4.0
13631,Jean Maria Fernandes,M.S. Ramaiah Institute of Technology,2,0,0,4.0
13632,Chethan BR,PES University,2,0,0,4.0
13633,Deepak Putrevu,Indian Institute of Science Bangalore,2,0,0,4.0
13634,Deepak Ram,International Institute of Information Technology Bangalore,2,0,0,4.0
13635,Faiz Rahman,B.M.S. College of Engineering,2,0,0,4.0
13636,K Ezhilarasan,International Institute of Information Technology Bangalore,2,0,0,4.0
13637,Lakshmi F Savanoor,B.M.S. College of Engineering,2,0,0,4.0
13638,Ethadi Sushma,PES University,2,0,0,4.0
13639,Marcos Leal Brioschi,B.M.S. College of Engineering,2,0,0,4.0
13640,Nicolas Broutin,Indian Institute of Science Bangalore,2,0,0,4.0
13641,Elise Moers,B.M.S. College of Engineering,2,0,0,4.0
13642,Harsha BS,PES University,2,0,0,4.0
13643,BS Raghavendra,B.M.S. College of Engineering,2,0,0,4.0
13644,G Pavithra,International Institute of Information Technology Bangalore,2,0,0,4.0
13645,Vikranth BM,B.M.S. College of Engineering,2,0,0,4.0
13646,Naganna Shankar Sollapure Poornima G,B.M.S. College of Engineering,2,0,0,4.0
13647,G Mohan Rao,B.M.S. College of Engineering,2,0,0,4.0
13648,Boddapati V,B.M.S. College of Engineering,2,0,0,4.0
13649,G N,B.M.S. College of Engineering,2,0,0,4.0
13650,Deepak R Kasai,B.M.S. College of Engineering,2,0,0,4.0
13651,Sai Sreeshanth Bogi,Indian Institute of Science Bangalore,2,0,0,4.0
13652,Krishnamurthy G N,B.M.S. College of Engineering,2,0,0,4.0
13653,Syam G Krishnan,B.M.S. College of Engineering,2,0,0,4.0
13654,G K Sanjana,R V College of Engineering,2,0,0,4.0
13655,Gulothungan G,B.M.S. College of Engineering,2,0,0,4.0
13656,Mohammad Furqan,Indian Institute of Science Bangalore,2,0,0,4.0
13657,Yashas G Goutham,Dayananda Sagar College of Engineering,2,0,0,4.0
13658,Fredie,Indian Institute of Science Bangalore,2,0,0,4.0
13659,Utsav Bose,B.M.S. College of Engineering,2,0,0,4.0
13660,Prashant M Gade,Indian Institute of Science Bangalore,2,0,0,4.0
13661,Kiran Gadekar,PES University,1,0,40,4.0
13662,M Gagan,B.M.S. College of Engineering,2,0,0,4.0
13663,Gabriele Gradoni,B.M.S. College of Engineering,2,0,0,4.0
13664,Shruthi G,B.M.S. College of Engineering,2,0,0,4.0
13665,Vivek G Sindagi,B.M.S. College of Engineering,2,0,0,4.0
13666,ChaitanyaL,B.M.S. College of Engineering,2,0,0,4.0
13667,Veena G S,M.S. Ramaiah Institute of Technology,2,0,0,4.0
13668,G Rithvik,PES University,2,0,0,4.0
13669,Bitan De,International Institute of Information Technology Bangalore,2,0,0,4.0
13670,Rakshitha R G,B.M.S. College of Engineering,2,0,0,4.0
13671,G Pradyumna,International Institute of Information Technology Bangalore,2,0,0,4.0
13672,Prakash G,B.M.S. College of Engineering,2,0,0,4.0
13673,HS Sumantha BL Suresha,B.M.S. College of Engineering,2,0,0,4.0
13674,BM Nagabhushana,B.M.S. College of Engineering,2,0,0,4.0
13675,Pallavi G,B.M.S. College of Engineering,2,0,0,4.0
13676,Pranav Bijapur,B.M.S. College of Engineering,2,0,0,4.0
13677,Mahaveer Siddagoni Bikshapathi,Indian Institute of Science Bangalore,2,0,0,4.0
13678,Neelesh Gangopadhyay,B.M.S. College of Engineering,2,0,0,4.0
13679,Biju T Kuzhiveli,PES University,2,0,0,4.0
13680,Ganeshayya Shidaganti,M.S. Ramaiah Institute of Technology,2,0,0,4.0
13681,Gangambe,B.M.S. College of Engineering,2,0,0,4.0
13682,Bikram Pal,Indian Institute of Science Bangalore,2,0,0,4.0
13683,M Deekshitha,Dayananda Sagar College of Engineering,2,0,0,4.0
13684,Chaithra,CMR Institute of Technology,2,0,0,4.0
13685,Ganesh Ghalme,Indian Institute of Science Bangalore,2,0,0,4.0
13686,Ganesh Vaidyanathan K,PES University,2,0,0,4.0
13687,Bindushree V,B.M.S. College of Engineering,2,0,0,4.0
13688,Ramesh Ganduri,Indian Institute of Science Bangalore,2,0,0,4.0
13689,Kushagra Galundia,B.M.S. College of Engineering,2,0,0,4.0
13690,K Gajalakshmi,R V College of Engineering,2,0,0,4.0
13691,Sharanabasappa Biradar,B.M.S. College of Engineering,2,0,0,4.0
13692,Pallavi GB,B.M.S. College of Engineering,2,0,0,4.0
13693,MS Gayathri,B.M.S. College of Engineering,2,0,0,4.0
13694,R Gayathri,International Institute of Information Technology Bangalore,2,0,0,4.0
13695,Gautham Vishal,B.M.S. College of Engineering,2,0,0,4.0
13696,Vikram Gavini,Indian Institute of Science Bangalore,2,0,0,4.0
13697,DEEKSHA P,B.M.S. College of Engineering,2,0,0,4.0
13698,Chaitra Jayaram Manjunath,PES University,2,0,0,4.0
13699,Gautam Rituraj,Indian Institute of Science Bangalore,2,0,0,4.0
13700,Gautam Hegde,B.M.S. College of Engineering,2,0,0,4.0
13701,Gauravesh Sharma,B.M.S. College of Engineering,2,0,0,4.0
13702,GAURI KARTHIKA H S,B.M.S. College of Engineering,2,0,0,4.0
13703,Bhushith Gagan,B.M.S. College of Engineering,2,0,0,4.0
13704,Bhuvankumar P,B.M.S. College of Engineering,2,0,0,4.0
13705,Gaurav Kumavat,Dayananda Sagar College of Engineering,2,0,0,4.0
13706,Bhuvan G,B.M.S. College of Engineering,2,0,0,4.0
13707,Sonali Garje,Indian Institute of Science Bangalore,1,0,40,4.0
13708,Sourodip Ghoshdastidar,Indian Institute of Science Bangalore,2,0,0,4.0
13709,Nishant Bhattacharya,Indian Institute of Science Bangalore,2,0,0,4.0
13710,Soumen Ghosh,Indian Institute of Science Bangalore,2,0,0,4.0
13711,K Bhavani,B.M.S. College of Engineering,2,0,0,4.0
13712,Tapas Ghorui,Indian Institute of Science Bangalore,2,0,0,4.0
13713,N Bhaviksha,PES University,2,0,0,4.0
13714,R Chaitra Rao,PES University,2,0,0,4.0
13715,N P Bhavya,B.M.S. College of Engineering,2,0,0,4.0
13716,Vanita Ghatti,B.M.S. College of Engineering,2,0,0,4.0
13717,Neeti Ghiya,R V College of Engineering,2,0,0,4.0
13718,George,Indian Institute of Science Bangalore,2,0,0,4.0
13719,Geethanjali,CMR Institute of Technology,2,0,0,4.0
13720,Virat Bhola,Indian Institute of Science Bangalore,2,0,0,4.0
13721,J Geetha,M.S. Ramaiah Institute of Technology,2,0,0,4.0
13722,V Bhoomika,PES University,2,0,0,4.0
13723,GB,B.M.S. College of Engineering,2,0,0,4.0
13724,Gopalan Oppiliappan,B.M.S. College of Engineering,2,0,0,4.0
13725,Gopinath Nagarajan Kirupakaran,Indian Institute of Science Bangalore,2,0,0,4.0
13726,Pannaga R Bhat,B.M.S. College of Engineering,2,0,0,4.0
