rank,researcher,institution,publications,theses,citations,research_score
18416,K Sivaprasad,Indian Institute of Science Bangalore,1,0,13,2.65
18417,C S Sundar Ganesh,International Institute of Information Technology Bangalore,1,0,13,2.65
18418,Jeffrey S Urbach,Indian Institute of Science Bangalore,1,0,13,2.65
18419,Sanjay Chintakindi,International Institute of Information Technology Bangalore,1,0,13,2.65
18420,Shakti Mishra,International Institute of Information Technology Bangalore,1,0,13,2.65
18421,Vijay Bhooshan Kumar,Indian Institute of Science Bangalore,1,0,13,2.65
18422,Siddhartha Gupta,Indian Institute of Science Bangalore,1,0,13,2.65
18423,Soumya Prakash Rath,PES University,1,0,13,2.65
18424,Jai Singh,Indian Institute of Science Bangalore,1,0,13,2.65
18425,LK Dhananjaya Kumar,PES University,1,0,13,2.65
18426,Jitendra Kumar Pradhan,Indian Institute of Science Bangalore,1,0,13,2.65
18427,Magdalena Chmielewska,Indian Institute of Science Bangalore,1,0,13,2.65
18428,Virdee,CMR Institute of Technology,1,0,13,2.65
18429,M Dhandapani,Indian Institute of Science Bangalore,1,0,13,2.65
18430,Makam Adithya,R V College of Engineering,1,0,13,2.65
18431,Daniel Dominic,PES University,1,0,13,2.65
18432,Husna Tabasum,International Institute of Information Technology Bangalore,1,0,13,2.65
18433,Piyush Singhal,Indian Institute of Science Bangalore,1,0,13,2.65
18434,P Banerji,Indian Institute of Science Bangalore,1,0,13,2.65
18435,Daniel V Oliveira,Indian Institute of Science Bangalore,1,0,13,2.65
18436,A V L Narayana Rao,R V College of Engineering,1,0,13,2.65
18437,K Annapurna,Indian Institute of Science Bangalore,1,0,13,2.65
18438,Nikunj Kumar Jain,PES University,1,0,13,2.65
18439,Mahesh Basavaraj,R V College of Engineering,1,0,13,2.65
18440,Prasad S Upasani,Indian Institute of Science Bangalore,1,0,13,2.65
18441,K Sivaprakash,PES University,1,0,13,2.65
18442,Jingxuan Li,Indian Institute of Science Bangalore,1,0,13,2.65
18443,Susanne Leitherer,Indian Institute of Science Bangalore,1,0,13,2.65
18444,Kanthala Uma Reddy,Indian Institute of Science Bangalore,1,0,13,2.65
18445,Sridevi Gamini,R V College of Engineering,1,0,13,2.65
18446,Vishal Chandrasekhar,Dayananda Sagar College of Engineering,1,0,13,2.65
18447,Hasna Sabreen H,Indian Institute of Science Bangalore,1,0,13,2.65
18448,Bhatt,CMR Institute of Technology,1,0,13,2.65
18449,Yee Hui Lee,Indian Institute of Science Bangalore,1,0,13,2.65
18450,Rakshanda S Kudchi,R V College of Engineering,1,0,13,2.65
18451,Sandeep Krishna,Indian Institute of Science Bangalore,1,0,13,2.65
18452,Vladimir Kachinskiy,Dayananda Sagar College of Engineering,1,0,13,2.65
18453,C Meghana,Dayananda Sagar College of Engineering,1,0,13,2.65
18454,Tajunnisa,Dayananda Sagar College of Engineering,1,0,13,2.65
18455,Katherine Kokmanian,Indian Institute of Science Bangalore,1,0,13,2.65
18456,Rakheeba Taseen,International Institute of Information Technology Bangalore,1,0,13,2.65
18457,Bachu Deb,Indian Institute of Science Bangalore,1,0,13,2.65
18458,Mohammad Adil,Indian Institute of Science Bangalore,1,0,13,2.65
18459,Ramamohana Reddy Bellum,R V College of Engineering,1,0,13,2.65
18460,Navya Bhat,Indian Institute of Science Bangalore,1,0,13,2.65
18461,Sivasaravanan,CMR Institute of Technology,1,0,13,2.65
18462,Sivaraman,CMR Institute of Technology,1,0,13,2.65
18463,Bandugula Venkata Reddy,Indian Institute of Science Bangalore,1,0,13,2.65
18464,Shang‐Lin Hsu,Indian Institute of Science Bangalore,1,0,13,2.65
18465,Radhakrishna G Pillai,Indian Institute of Science Bangalore,1,0,13,2.65
18466,Dhruv Raj Kashyap,PES University,1,0,13,2.65
18467,Nithyakani,CMR Institute of Technology,1,0,13,2.65
18468,Krishnamohan Reddy Kunduru,International Institute of Information Technology Bangalore,1,0,13,2.65
18469,Ahmed Mahdi Rheima,Indian Institute of Science Bangalore,1,0,13,2.65
18470,Taksh Jain,Indian Institute of Science Bangalore,1,0,13,2.65
18471,Anshu Kumari,Indian Institute of Science Bangalore,1,0,13,2.65
18472,Yunye Liang,Indian Institute of Science Bangalore,1,0,13,2.65
18473,Libor Novák,Indian Institute of Science Bangalore,1,0,13,2.65
18474,Dhibar,CMR Institute of Technology,1,0,13,2.65
18475,Arya Kannathvalappil,Indian Institute of Science Bangalore,1,0,13,2.65
18476,Kannan Srikanth,Indian Institute of Science Bangalore,1,0,13,2.65
18477,Vijaykumar S Biradar,Dayananda Sagar College of Engineering,1,0,13,2.65
18478,Su‐in Yi,Indian Institute of Science Bangalore,1,0,13,2.65
18479,Sharfuddin Ahmed Khan,PES University,1,0,13,2.65
18480,Daniel L Blair,Indian Institute of Science Bangalore,1,0,13,2.65
18481,A Krishna,International Institute of Information Technology Bangalore,1,0,13,2.65
18482,Hrithika Nikam,International Institute of Information Technology Bangalore,1,0,13,2.65
18483,Arya Vijayan,International Institute of Information Technology Bangalore,1,0,13,2.65
18484,Shishir Muralidhara,International Institute of Information Technology Bangalore,1,0,13,2.65
18485,Rakshith Shetty,PES University,1,0,13,2.65
18486,Bagrecha Aman,R V College of Engineering,1,0,13,2.65
18487,K Robinston Jeyasingh Swikker,PES University,1,0,13,2.65
18488,Bhanu Prasad,International Institute of Information Technology Bangalore,1,0,13,2.65
18489,Divya Tripathi,Indian Institute of Science Bangalore,1,0,13,2.65
18490,Shakeel Javaid,Indian Institute of Science Bangalore,1,0,13,2.65
18491,Anujith Muraleedharan,Indian Institute of Science Bangalore,1,0,13,2.65
18492,Naila Nousheen,Indian Institute of Science Bangalore,1,0,13,2.65
18493,Anant D Kulkarni,Indian Institute of Science Bangalore,1,0,13,2.65
18494,Vikram Rathee,Indian Institute of Science Bangalore,1,0,13,2.65
18495,Divya Prakash Gnanadhas,Indian Institute of Science Bangalore,1,0,13,2.65
18496,Alok Kumar Srivastava,PES University,1,0,13,2.65
18497,Atasi Chakraborty,Indian Institute of Science Bangalore,1,0,13,2.65
18498,Atharva Harshawardhan Ladole,Indian Institute of Science Bangalore,1,0,13,2.65
18499,Chilumkuri Hareesh,R V College of Engineering,1,0,12,2.6
18500,N S Saba Farheen,R V College of Engineering,1,0,12,2.6
18501,G Chayran,Indian Institute of Science Bangalore,1,0,12,2.6
18502,Ranga Srinivas Gunti,Indian Institute of Science Bangalore,1,0,12,2.6
18503,djamel missoum benziane,Indian Institute of Science Bangalore,1,0,12,2.6
18504,Mrinmay Sahu,Indian Institute of Science Bangalore,1,0,12,2.6
18505,Mrinal R Shetkar,International Institute of Information Technology Bangalore,1,0,12,2.6
18506,Caterina Bartomeu Garcia,Indian Institute of Science Bangalore,1,0,12,2.6
18507,Aarthi Saminathan,Indian Institute of Science Bangalore,1,0,12,2.6
18508,Sindhu R Rajendran,R V College of Engineering,1,0,12,2.6
18509,Itziar Oyarzabal,Indian Institute of Science Bangalore,1,0,12,2.6
18510,Karn Dubey,International Institute of Information Technology Bangalore,1,0,12,2.6
18511,Saranyo Moitra,Indian Institute of Science Bangalore,1,0,12,2.6
18512,Venkata Krishnaiah Kummara,Indian Institute of Science Bangalore,1,0,12,2.6
18513,Yani Hou,Indian Institute of Science Bangalore,1,0,12,2.6
18514,Vinay Arya,Indian Institute of Science Bangalore,1,0,12,2.6
18515,Ravinder Dahiya,Indian Institute of Science Bangalore,1,0,12,2.6
18516,Alain Köster,Indian Institute of Science Bangalore,1,0,12,2.6
18517,Sagr Alamri,International Institute of Information Technology Bangalore,1,0,12,2.6
18518,Prajakta Katti,Indian Institute of Science Bangalore,1,0,12,2.6
18519,Murat Işık,Indian Institute of Science Bangalore,1,0,12,2.6
18520,Huanle Fang,Indian Institute of Science Bangalore,1,0,12,2.6
18521,Daniel M Bear,Indian Institute of Science Bangalore,1,0,12,2.6
18522,MN Babitha,International Institute of Information Technology Bangalore,1,0,12,2.6
18523,Pavan Sai Diwakar Nutheti,R V College of Engineering,1,0,12,2.6
18524,Ranjana Yadav,Indian Institute of Science Bangalore,1,0,12,2.6
18525,Divya Kumar Garg,Indian Institute of Science Bangalore,1,0,12,2.6
18526,Anup K Sutar,Indian Institute of Science Bangalore,1,0,12,2.6
18527,Sandeep Howlader,Indian Institute of Science Bangalore,1,0,12,2.6
18528,Y Anusooya Pati,Indian Institute of Science Bangalore,1,0,12,2.6
18529,Jia Mao,R V College of Engineering,1,0,12,2.6
18530,Gulab C Dewangan,Indian Institute of Science Bangalore,1,0,12,2.6
18531,Abhishek K Prasad,International Institute of Information Technology Bangalore,1,0,12,2.6
18532,HS Savithri,Indian Institute of Science Bangalore,1,0,12,2.6
18533,A Khan,Indian Institute of Science Bangalore,1,0,12,2.6
18534,Yogesh Dahiya,Indian Institute of Science Bangalore,1,0,12,2.6
18535,Sonthi,CMR Institute of Technology,1,0,12,2.6
18536,Anjali Thomas,Indian Institute of Science Bangalore,1,0,12,2.6
18537,Vignesh K Manivasagam,Indian Institute of Science Bangalore,1,0,12,2.6
18538,Main Pal,Indian Institute of Science Bangalore,1,0,12,2.6
18539,B N Mohan Kumar,International Institute of Information Technology Bangalore,1,0,12,2.6
18540,Deepak Mishra,PES University,1,0,12,2.6
18541,Sri Saravana Konganapuram Narasimma Bharathi,Indian Institute of Science Bangalore,1,0,12,2.6
18542,Pranshoo Upadhyay,Indian Institute of Science Bangalore,1,0,12,2.6
18543,Surya Abhishek Singaraju,Indian Institute of Science Bangalore,1,0,12,2.6
18544,Dac‐Nhuong Le,Indian Institute of Science Bangalore,1,0,12,2.6
18545,KV Dabre,Indian Institute of Science Bangalore,1,0,12,2.6
18546,Sujatha Krishnamoorthy,R V College of Engineering,1,0,12,2.6
18547,Mudasir Ahmed Memon,Indian Institute of Science Bangalore,1,0,12,2.6
18548,Satendra Kumar,Indian Institute of Science Bangalore,1,0,12,2.6
18549,AV Rajath,PES University,1,0,12,2.6
18550,P Vijaya Karthick,Dayananda Sagar College of Engineering,1,0,12,2.6
18551,V Umadevi,R V College of Engineering,1,0,12,2.6
18552,Amit Sharma,International Institute of Information Technology Bangalore,1,0,12,2.6
18553,Malavika Shaji,Indian Institute of Science Bangalore,1,0,12,2.6
18554,Abrar Ahamad,International Institute of Information Technology Bangalore,1,0,12,2.6
18555,Ranganathan Sathishkumar,Indian Institute of Science Bangalore,1,0,12,2.6
18556,Palash Gupta,International Institute of Information Technology Bangalore,1,0,12,2.6
18557,Yadavalli,CMR Institute of Technology,1,0,12,2.6
18558,Geetanjali Giri,Indian Institute of Science Bangalore,1,0,12,2.6
18559,Ritu Dudhmal,PES University,1,0,12,2.6
18560,Adil Sarwar,Indian Institute of Science Bangalore,1,0,12,2.6
18561,Shabbah Begum,Indian Institute of Science Bangalore,1,0,12,2.6
18562,Dhinakaran Vinayagamurthy,Indian Institute of Science Bangalore,1,0,12,2.6
18563,Julie L Aspden,Indian Institute of Science Bangalore,1,0,12,2.6
18564,Srinivas Godavarthi,Indian Institute of Science Bangalore,1,0,12,2.6
18565,Tessy Theres Baby,Indian Institute of Science Bangalore,1,0,12,2.6
18566,B Raviteja,R V College of Engineering,1,0,12,2.6
18567,SJ Dhoble,Indian Institute of Science Bangalore,1,0,12,2.6
18568,Monica Aiswarya Ankireddy,PES University,1,0,12,2.6
18569,Damian Mrowca,Indian Institute of Science Bangalore,1,0,12,2.6
18570,Anand Gurupatham,Indian Institute of Science Bangalore,1,0,12,2.6
18571,Vishnu G Nath,Indian Institute of Science Bangalore,1,0,12,2.6
18572,Sarawadekar Kishor,Dayananda Sagar College of Engineering,1,0,12,2.6
18573,Maya Sharma,Indian Institute of Science Bangalore,1,0,12,2.6
18574,Voulligonda Dheeraj,R V College of Engineering,1,0,12,2.6
18575,M Sankar,Indian Institute of Science Bangalore,1,0,12,2.6
18576,M Sajida,Indian Institute of Science Bangalore,1,0,12,2.6
18577,Chethan S Badiger,R V College of Engineering,1,0,12,2.6
18578,Shane Harstad,Indian Institute of Science Bangalore,1,0,12,2.6
18579,SV Prabhakar Vattikuti,Indian Institute of Science Bangalore,1,0,12,2.6
18580,Potharaju Raju,Indian Institute of Science Bangalore,1,0,12,2.6
18581,Murat Isik,Indian Institute of Science Bangalore,1,0,12,2.6
18582,K Narayan Kumar,International Institute of Information Technology Bangalore,1,0,12,2.6
18583,Erfan Abbasian,Dayananda Sagar College of Engineering,1,0,12,2.6
18584,R S Shalakha,PES University,1,0,12,2.6
18585,T S Mahesh,Indian Institute of Science Bangalore,1,0,12,2.6
18586,Mahesh S Raisinghani,R V College of Engineering,1,0,12,2.6
18587,Sofia Sandhu,Indian Institute of Science Bangalore,1,0,12,2.6
18588,J Chakraborty,Indian Institute of Science Bangalore,1,0,12,2.6
18589,K Murugesan,PES University,1,0,12,2.6
18590,Basha Anon,International Institute of Information Technology Bangalore,1,0,12,2.6
18591,Sachin Kadam,PES University,1,0,12,2.6
18592,Ram Thapa,Indian Institute of Science Bangalore,1,0,12,2.6
18593,Anshuman Mondal,Indian Institute of Science Bangalore,1,0,12,2.6
18594,Sukanya Ramachandran,Indian Institute of Science Bangalore,1,0,12,2.6
18595,Anusha Mysore Keerthi,R V College of Engineering,1,0,12,2.6
18596,Santosh Kumar Jha,International Institute of Information Technology Bangalore,1,0,12,2.6
18597,Maqsood R Waikar,Indian Institute of Science Bangalore,1,0,12,2.6
18598,Qi Sun,R V College of Engineering,1,0,12,2.6
18599,A Vishaka,Indian Institute of Science Bangalore,1,0,12,2.6
18600,Ravi Tejraj Mehta,Indian Institute of Science Bangalore,1,0,12,2.6
18601,S Prasad Jones Christydass,PES University,1,0,12,2.6
18602,Govardhana Poojari,Indian Institute of Science Bangalore,1,0,12,2.6
18603,Nick Vallo,Indian Institute of Science Bangalore,1,0,12,2.6
18604,Felix Neuper,Indian Institute of Science Bangalore,1,0,12,2.6
18605,Lyliat Ferhat,Indian Institute of Science Bangalore,1,0,12,2.6
18606,V Vicki Wanatasanappan,Dayananda Sagar College of Engineering,1,0,12,2.6
18607,M Shamitha,Indian Institute of Science Bangalore,1,0,12,2.6
18608,Shabari Dutta,Indian Institute of Science Bangalore,1,0,12,2.6
18609,Dharanish Rajendra,Indian Institute of Science Bangalore,1,0,12,2.6
18610,K Srinivas,International Institute of Information Technology Bangalore,1,0,12,2.6
18611,Avudaiappan,CMR Institute of Technology,1,0,12,2.6
18612,C S P Ojha,Indian Institute of Science Bangalore,1,0,12,2.6
18613,Subhajit Roy,Indian Institute of Science Bangalore,1,0,12,2.6
18614,Koundal Anon,International Institute of Information Technology Bangalore,1,0,12,2.6
18615,Kethan Anon,International Institute of Information Technology Bangalore,1,0,12,2.6
18616,Christian Fendt,Indian Institute of Science Bangalore,1,0,12,2.6
18617,Protik Paul,Indian Institute of Science Bangalore,1,0,12,2.6
18618,Udupa,CMR Institute of Technology,1,0,12,2.6
18619,Puneet Kumar,Indian Institute of Science Bangalore,1,0,12,2.6
18620,Sudheer Poojary,Indian Institute of Science Bangalore,1,0,12,2.6
18621,Bishnu Prasad Rayaguru,Indian Institute of Science Bangalore,1,0,12,2.6
18622,J Dippel,Indian Institute of Science Bangalore,1,0,12,2.6
18623,Suprakas Sinha Ray,Indian Institute of Science Bangalore,1,0,12,2.6
18624,NT,CMR Institute of Technology,1,0,12,2.6
18625,R M Umayal,PES University,1,0,12,2.6
18626,Ramakrishnan Rashmi,Dayananda Sagar College of Engineering,1,0,12,2.6
18627,Sourav Kanti Addya,PES University,1,0,12,2.6
18628,M V Dorogov,International Institute of Information Technology Bangalore,1,0,12,2.6
18629,Gaurav Niraj Rachh,Indian Institute of Science Bangalore,1,0,12,2.6
18630,Hemalatha Chandrasekaran,PES University,1,0,12,2.6
18631,N Sivakumar,PES University,1,0,12,2.6
18632,Huaifen Ma,Indian Institute of Science Bangalore,1,0,12,2.6
18633,Mrityunjaya V Latte,R V College of Engineering,1,0,12,2.6
18634,S Naveen,Indian Institute of Science Bangalore,1,0,12,2.6
18635,G Mountrichas,Indian Institute of Science Bangalore,1,0,12,2.6
18636,Danish Danish,Indian Institute of Science Bangalore,1,0,12,2.6
18637,Ashok Pogu,Indian Institute of Science Bangalore,1,0,12,2.6
18638,Srastika,PES University,1,0,12,2.6
18639,SR Yashodha,Indian Institute of Science Bangalore,1,0,12,2.6
18640,Hosur,CMR Institute of Technology,1,0,12,2.6
18641,Ranjani G Sundaram,Indian Institute of Science Bangalore,1,0,12,2.6
18642,Shuai Yi Liu,Indian Institute of Science Bangalore,1,0,12,2.6
18643,B Sundarakannan,Indian Institute of Science Bangalore,1,0,12,2.6
18644,Vasundhara Gadiyaram,Indian Institute of Science Bangalore,1,0,12,2.6
18645,Aybars Yunusoglu,Indian Institute of Science Bangalore,1,0,12,2.6
18646,Neel Kolhe,Indian Institute of Science Bangalore,1,0,12,2.6
18647,S Narendranath,Indian Institute of Science Bangalore,1,0,12,2.6
18648,Shalini Roy Koneru,Indian Institute of Science Bangalore,1,0,12,2.6
18649,Suman Kalyan Samanta,Indian Institute of Science Bangalore,1,0,12,2.6
18650,Srijani Chakraborty,R V College of Engineering,1,0,12,2.6
18651,F Grandoni,Indian Institute of Science Bangalore,1,0,12,2.6
18652,K Sankaranarayanasamy,Dayananda Sagar College of Engineering,1,0,12,2.6
18653,Sree Madhuri Aovuthu,R V College of Engineering,1,0,12,2.6
18654,Dweepa Honnavalli,PES University,1,0,12,2.6
18655,JN Kalyani,Indian Institute of Science Bangalore,1,0,12,2.6
18656,Kasper S Pedersen,Indian Institute of Science Bangalore,1,0,12,2.6
18657,M Selvi,PES University,1,0,12,2.6
18658,S Sampreeth,Indian Institute of Science Bangalore,1,0,12,2.6
18659,Abdolreza Darabi,Dayananda Sagar College of Engineering,1,0,12,2.6
18660,Choodarathnakara AL,PES University,1,0,12,2.6
18661,Seema Seema,Indian Institute of Science Bangalore,1,0,12,2.6
18662,V Sekkar,Indian Institute of Science Bangalore,1,0,12,2.6
18663,Ravi Raj Purohit Purushottam Raj Purohit,Indian Institute of Science Bangalore,1,0,12,2.6
18664,Debasis De,Dayananda Sagar College of Engineering,1,0,12,2.6
18665,Janaki Dehury,Indian Institute of Science Bangalore,1,0,12,2.6
18666,Gerhard Dehm,Indian Institute of Science Bangalore,1,0,12,2.6
18667,Narasimha Srinivasa,R V College of Engineering,1,0,12,2.6
18668,Pallavi Sabharwal,Indian Institute of Science Bangalore,1,0,12,2.6
18669,Abdul Raheem,PES University,1,0,12,2.6
18670,S Mazumdar,Indian Institute of Science Bangalore,1,0,12,2.6
18671,Mayuresh Surnis,Indian Institute of Science Bangalore,1,0,12,2.6
18672,Bipin Kumar,Indian Institute of Science Bangalore,1,0,12,2.6
18673,Arup Mukherjee,Indian Institute of Science Bangalore,1,0,12,2.6
18674,Manmeet Singh,Indian Institute of Science Bangalore,1,0,12,2.6
18675,M Amarlingam,Indian Institute of Science Bangalore,1,0,12,2.6
18676,Amandeep Kaur,PES University,1,0,12,2.6
18677,Aman Srivastava,Indian Institute of Science Bangalore,1,0,12,2.6
18678,Samuel M Greer,Indian Institute of Science Bangalore,1,0,12,2.6
18679,Prajwal Shivanna,Indian Institute of Science Bangalore,1,0,12,2.6
18680,R Padmavathy,PES University,1,0,12,2.6
18681,Kuldeep S Meel,Indian Institute of Science Bangalore,1,0,12,2.6
18682,Sylvain Dépinoy,Indian Institute of Science Bangalore,1,0,12,2.6
18683,Shivakumar Jagadish Shetty,Indian Institute of Science Bangalore,1,0,12,2.6
18684,GK Murthy,International Institute of Information Technology Bangalore,1,0,12,2.6
18685,Shams Ul Haq,Dayananda Sagar College of Engineering,1,0,12,2.6
18686,S Savitha,Dayananda Sagar College of Engineering,1,0,12,2.6
18687,Hun‐Seong Kim,Indian Institute of Science Bangalore,1,0,12,2.6
18688,Sayon Ghosh,Indian Institute of Science Bangalore,1,0,12,2.6
18689,Sambit Ghosh,Indian Institute of Science Bangalore,1,0,12,2.6
18690,Praveen Kumar Kanti,Dayananda Sagar College of Engineering,1,0,12,2.6
18691,T Kiran,Indian Institute of Science Bangalore,1,0,12,2.6
18692,Abhinav Kumar,Dayananda Sagar College of Engineering,1,0,12,2.6
18693,MK Supreeth,Indian Institute of Science Bangalore,1,0,12,2.6
18694,Vineet Kumar,Indian Institute of Science Bangalore,1,0,12,2.6
18695,G Deka,Indian Institute of Science Bangalore,1,0,12,2.6
18696,P Rajalakshmi,Indian Institute of Science Bangalore,1,0,12,2.6
18697,Swati Pujar,Indian Institute of Science Bangalore,1,0,12,2.6
18698,Puneet Sharma,Indian Institute of Science Bangalore,1,0,12,2.6
18699,M Natarajan,Indian Institute of Science Bangalore,1,0,12,2.6
18700,Bapan Adak,Indian Institute of Science Bangalore,1,0,12,2.6
18701,Uma Rani,Indian Institute of Science Bangalore,1,0,12,2.6
18702,Abu Bakar Siddique,Indian Institute of Science Bangalore,1,0,12,2.6
18703,Arunachalam Parthipan,R V College of Engineering,1,0,12,2.6
18704,Lenin W Kum,Indian Institute of Science Bangalore,1,0,12,2.6
18705,Melkamu Biyana Regasa,Dayananda Sagar College of Engineering,1,0,12,2.6
18706,S Nithya,International Institute of Information Technology Bangalore,1,0,12,2.6
18707,T Nivethitha,International Institute of Information Technology Bangalore,1,0,12,2.6
18708,Abijith Trichur Ramachandran,R V College of Engineering,1,0,12,2.6
18709,Tobias Oellers,Indian Institute of Science Bangalore,1,0,12,2.6
18710,Ashish Gogia,Indian Institute of Science Bangalore,1,0,12,2.6
18711,Ashish Kumar Singha Deb,Indian Institute of Science Bangalore,1,0,12,2.6
18712,Rajib Chattopadhyay,Indian Institute of Science Bangalore,1,0,12,2.6
18713,Punarbasu Roy,Indian Institute of Science Bangalore,1,0,12,2.6
18714,Hsiau-Yu Fish Tung,Indian Institute of Science Bangalore,1,0,12,2.6
18715,Irfan Khatik,PES University,1,0,12,2.6
18716,Saleem Iqbal,Indian Institute of Science Bangalore,1,0,12,2.6
18717,Rinku Paul,Indian Institute of Science Bangalore,1,0,12,2.6
18718,Neethu Christudas Dargily,Indian Institute of Science Bangalore,1,0,12,2.6
18719,M Bala Theja,PES University,1,0,12,2.6
18720,Rajkishor Rai,Indian Institute of Science Bangalore,1,0,12,2.6
18721,Dina Anna John,Indian Institute of Science Bangalore,1,0,12,2.6
18722,Kulvir Singh,Indian Institute of Science Bangalore,1,0,12,2.6
18723,M Madhava Kumar,Indian Institute of Science Bangalore,1,0,12,2.6
18724,Shuchita Tomar,Indian Institute of Science Bangalore,1,0,12,2.6
18725,K S Shamala,R V College of Engineering,1,0,12,2.6
18726,M Sridevi,Indian Institute of Science Bangalore,1,0,12,2.6
18727,J Cheriyan,Indian Institute of Science Bangalore,1,0,12,2.6
18728,Vishal Anand,Indian Institute of Science Bangalore,1,0,12,2.6
18729,C Ahamed Saleel,International Institute of Information Technology Bangalore,1,0,12,2.6
18730,V Nagpal,Indian Institute of Science Bangalore,1,0,12,2.6
18731,S Sindhu,Dayananda Sagar College of Engineering,1,0,12,2.6
18732,R Lakshmi Narayan,Dayananda Sagar College of Engineering,1,0,12,2.6
18733,A K Kapoor,Indian Institute of Science Bangalore,1,0,12,2.6
18734,Laasya Bangalore,Indian Institute of Science Bangalore,1,0,12,2.6
18735,Prahlada Thippeswamy,Indian Institute of Science Bangalore,1,0,12,2.6
18736,L T Kishore,R V College of Engineering,1,0,12,2.6
18737,Maxime Pelerin,Indian Institute of Science Bangalore,1,0,12,2.6
18738,V S Anjusha,Indian Institute of Science Bangalore,1,0,12,2.6
18739,Subhan Shaik,Indian Institute of Science Bangalore,1,0,12,2.6
18740,Kapil S Ingle,Indian Institute of Science Bangalore,1,0,12,2.6
18741,Madhuparna Bose,Indian Institute of Science Bangalore,1,0,12,2.6
18742,Anasuya Dighe,Indian Institute of Science Bangalore,1,0,12,2.6
18743,Pramod Pawar,Indian Institute of Science Bangalore,1,0,12,2.6
18744,P Esther Rubavathi,Indian Institute of Science Bangalore,1,0,12,2.6
18745,Mélanie Prost,Indian Institute of Science Bangalore,1,0,12,2.6
18746,Bharat Bhushan,Indian Institute of Science Bangalore,1,0,12,2.6
18747,Felix J Binder,Indian Institute of Science Bangalore,1,0,12,2.6
18748,G Kalaiarasi,PES University,1,0,12,2.6
18749,Naveen Kumar Majji,R V College of Engineering,1,0,12,2.6
18750,E Vimal,Indian Institute of Science Bangalore,1,0,12,2.6
18751,BalaSubrahmanyam Kuchibhatla,Indian Institute of Science Bangalore,1,0,12,2.6
18752,G Arthanareeswaran,R V College of Engineering,1,0,12,2.6
18753,Deep Chowdhury,Indian Institute of Science Bangalore,1,0,12,2.6
18754,MT Rahul,Indian Institute of Science Bangalore,1,0,12,2.6
18755,Alfred Ludwig,Indian Institute of Science Bangalore,1,0,12,2.6
18756,Preshita Sanjay Dave,R V College of Engineering,1,0,12,2.6
18757,K Parthiban,Dayananda Sagar College of Engineering,1,0,12,2.6
18758,A Shivaraj,International Institute of Information Technology Bangalore,1,0,12,2.6
18759,Balasundaram Kumar,International Institute of Information Technology Bangalore,1,0,12,2.6
18760,Saheb Bera,Indian Institute of Science Bangalore,1,0,12,2.6
18761,Amit Kumar Choudhary,Indian Institute of Science Bangalore,1,0,12,2.6
18762,Aditya Venkataraman,PES University,1,0,12,2.6
18763,Mübariz Garayev,Indian Institute of Science Bangalore,1,0,12,2.6
18764,Kalisetti Purushotham Prasad,Indian Institute of Science Bangalore,1,0,12,2.6
18765,Toni Kotnik,Indian Institute of Science Bangalore,1,0,12,2.6
18766,Adam L Pilchak,Indian Institute of Science Bangalore,1,0,12,2.6
18767,Vaibhav Gupta,Indian Institute of Science Bangalore,1,0,12,2.6
18768,S Sumanth,PES University,1,0,12,2.6
18769,Jonathan Tersur Orasugh,Indian Institute of Science Bangalore,1,0,12,2.6
18770,SB Rai,Indian Institute of Science Bangalore,1,0,12,2.6
18771,Athreya Sreekantha,Dayananda Sagar College of Engineering,1,0,12,2.6
18772,Venkateshaiah Chirag,R V College of Engineering,1,0,12,2.6
18773,M Mar Albà,Indian Institute of Science Bangalore,1,0,12,2.6
18774,S C Gupta,Indian Institute of Science Bangalore,1,0,12,2.6
18775,Donghua Gu,R V College of Engineering,1,0,12,2.6
18776,Muhammed Burak Eryilmaz,Indian Institute of Science Bangalore,1,0,12,2.6
18777,KR Ravi,Dayananda Sagar College of Engineering,1,0,12,2.6
18778,S Chandra,Indian Institute of Science Bangalore,1,0,12,2.6
18779,Ramin Rahmani,Indian Institute of Science Bangalore,1,0,12,2.6
18780,Syed Rahman,Indian Institute of Science Bangalore,1,0,12,2.6
18781,Mangala Joshi,Indian Institute of Science Bangalore,1,0,12,2.6
18782,R Mukherjee,Indian Institute of Science Bangalore,1,0,12,2.6
18783,Kesarla Mohan Kumar,Indian Institute of Science Bangalore,1,0,12,2.6
18784,Vibha Chopra,Indian Institute of Science Bangalore,1,0,12,2.6
18785,Bhagavathi Kannu Uma Anu Barathi,PES University,1,0,12,2.6
18786,Somu Chinnusamy,International Institute of Information Technology Bangalore,1,0,12,2.6
18787,Nanditha Bhandary,PES University,1,0,12,2.6
18788,H Eranjaneya,Dayananda Sagar College of Engineering,1,0,12,2.6
18789,Bryon W Larson,Indian Institute of Science Bangalore,1,0,12,2.6
18790,Jyotirmaya Kar,Indian Institute of Science Bangalore,1,0,12,2.6
18791,Jyoti Swarup Thakur,Indian Institute of Science Bangalore,1,0,12,2.6
18792,B M Shilpa,Dayananda Sagar College of Engineering,1,0,12,2.6
18793,Fathima Benazir Jahangir,Indian Institute of Science Bangalore,1,0,12,2.6
18794,Suprith Balasubramanian,Indian Institute of Science Bangalore,1,0,12,2.6
18795,M R Coop,Indian Institute of Science Bangalore,1,0,12,2.6
18796,M Ruthwik Ganesh,PES University,1,0,12,2.6
18797,Arasambattu K Mohanakrishnan,Indian Institute of Science Bangalore,1,0,12,2.6
