Thesis_ID,Title,Year,Abstract,Source,Source_URL
475826,Studies on natural cubic splines to boundary value problems of differential equation,2023,"Boundary value problems (BVPs) of differential equations can be found in many newlinebranches of science, engineering and industries. It has numerous applications in a newlinevarious field. Computing the solutions of BVPs is a fundamental challenge to the newlineresearchers. Numerous numerical approaches are developed to approximatively solve newlinevarious differential equations. newline newlineIn this thesis, natural cubic spline method (NCS) has been developed to solve two-point newlineBVPs of second order1 differential equation. The solution of the BVPs is initially newlineapproximated by cubic splines and derived a recurrence relation with natural spline newlineconstraints. Replacing this recurrence relation and respective cubic spline newlineapproximation in BVPs, obtained a tri-diagonal system of equation. An efficient newlineThomas algorithm is used to find the solution and represents the results graphically. The famous differential equations from bessels equation, Lane-Emden equation, Thomas- newlineFermi equation, isothermal gas sphere, porous catalyst pellet and etc has been newlineconsidered to check the developed NCS method. NCS method is also applied to linear1 newlineand non-linear ODE. Quasi-linearization method (QLM) is used to linearize the nonlinear newlineODE. To know the advantage of the NCS method, its solutions are compared with newlineanalytical solutions, and also the results produced by shooting technique and spectral newlinemethod. It is observed from these examples that NCS method is more accurate for newlinesolving singular boundary value problems. NCS results are also compared with existing newlinepublished results and observed a very good agreement. Further, error analysis has been newlinedone using L norms and observed that NCS method is more efficient than other newlinenumerical techniques. newline newline",Shodhganga,https://shodhganga.inflibnet.ac.in/handle/10603/475826
511261,Studies on Natural Cubic splines to boundary value problems of differential equation,2023,"Boundary value problems (BVPs) of differential equations can be found in many branches of science, engineering and industries. It has numerous applications in a various field. Computing the solutions of BVPs is a fundamental challenge to the researchers. Numerous numerical approaches are developed to approximatively solve various differential equations. newlineIn this thesis, natural cubic spline method (NCS) has been developed to solve two-point BVPs of second order1 differential equation. The solution of the BVPs is initially approximated by cubic splines and derived a recurrence relation with natural spline constraints. Replacing this recurrence relation and respective cubic spline approximation in BVPs, obtained a tri-diagonal system of equation. An efficient Thomas algorithm is used to find the solution and represents the results graphically. The famous differential equations from Bessel s equation, Lane-Emden equation, Thomas-Fermi equation, isothermal gas sphere, porous catalyst pellet and etc has been considered to check the developed NCS method. NCS method is also applied to linear1 and non-linear ODE. Quasi-linearization method (QLM) is used to linearize the non-linear ODE. To know the advantage of the NCS method, its solutions are compared with analytical solutions, and also the results produced by shooting technique and spectral method. It is observed from these examples that NCS method is more accurate for solving singular boundary value problems. NCS results are also compared with existing published results and observed a very good agreement. Further, error analysis has been done using Land#8734; norms and observed that NCS method is more efficient than other numerical techniques. newlineThe procedure for NCS method is also developed to solve PDEs. In this thesis, it is restricted to consider parabolic and hyperbolic partial differential equations for the brevity of the thesis. For this time derivatives are replaced by forward finite difference operator and space derivatives are replaced by derivatives of cubic spline po",Shodhganga,https://shodhganga.inflibnet.ac.in/handle/10603/511261
515978,Oscillatory Convection and Heat Transport in Ferromagnetic Fluids,2023,,Shodhganga,https://shodhganga.inflibnet.ac.in/handle/10603/515978
516317,Studies on Lime Pozzolana Cement Based Geopolymer Binders And Blocks,2023,"newline The quest for alternative binding materials in construction has been an ongoing process, ever since the first application of lime, one of the oldest cementitious materials. With advent of ordinary Portland cement (OPC), direct use of lime has significantly declined. The cement industry has grown steadily to cater to the need for high strength and high performance sought for by modern construction industry. On the other hand, of late, serious concern has been raised regarding excessive production and sub-optimal usage of OPC in the backdrop of environmental issues (energy and emission). This has led to renewed pursuit seeking alternatives to OPC. The present research finds its genesis in this backdrop, looking at possible ways of development of alternative binders. The focus has been end-application of such products. One such application is the use of alternate lime-based binders, especially in masonry applications, which seldom require the high strength rendered by conventional cement. Indeed, lime pozzolana cement (LPC) is one such binder that is ideally suited for masonry construction. This thesis relooks at lime-based binders as possible alternatives. newlineAnother issue of concern in the current context is effective bulk utilization of industrial by-products as possible value-added additives with relatively low-strength, lime-based products. Some good pozzolanic materials are flyash, ground granulated blast furnace slag (GGBS), ultrafine slag, etc. The present research attempts to exploit them in variety of combinations along with geopolymer (GP) approach. Broadly, this research is focused towards trying to understand and develop a variety of lime-pozzolana-geopolymer-industrial by-product-based masonry mortars and units. These masonry units and mortars have tested for their strength and elastic properties. The other aspect kept in mind was the ease of production and application. newline newline",Shodhganga,https://shodhganga.inflibnet.ac.in/handle/10603/516317
516318,Prediction of characteristic compressive strength of masonry and its influence in design,2023,"The present National Building Code published in the year 2016 has included the design newlineprovisions for promoting the construction activities of reinforced brick masonry whilst newlinecontinuing the guidelines of design of unreinforced brick masonry according to IS 1905 newline 1987. The Indian based design philosophy of unreinforced and reinforced brick newlinemasonry continues to be based on permissible stresses, assimilation of statistical newlinesignificance in latter is noteworthy and needs more attention. In design of reinforced newlineconcrete elements based on limit state designs, the ultimate stress in concrete is newlinecomputed as a function of characteristic compressive strength of concrete which is newlineregarded as an important stress block parameter. The application of a similar design newlinephilosophy to structural masonry requires more probabilistic approach and holistically newlinearriving at the characteristic compressive strength for masonry would serve as a newlinedominant factor. Also, some of the leading international masonry codes of practice such newlineas British Standards, European Standards and Australian Standards have adopted the newlinepractice of limit state designs for unreinforced and reinforced masonry encompassing newlineseveral masonry units. The design of masonry structures in compression based on limit newlinestates as practiced by western codes involves three main components - the characteristic newlinecompressive strength of masonry, stress (or capacity) reduction factors and the design newlinevertical load resistance of masonry. This research investigation primarily focuses on newlineunreinforced brick masonry by determining these three key factors with a backdrop of newlinelimit state methods and evaluates its influence in the design. The characteristic newlinecompressive strength of brick masonry has been predicted based on the significant newlineimpact of co-efficient of variation present in the data and incorporating the importance newlineof regression analysis and correlation. The design vertical load resistance of brick newlinemasonry are computed based on these results of predicted characteristic compressive newlinestrengt",Shodhganga,https://shodhganga.inflibnet.ac.in/handle/10603/516318
516626,Syntactic and Semantic Analysis for Kannada Sentences with an Insight to Word Sense Disambiguation,2023,,Shodhganga,https://shodhganga.inflibnet.ac.in/handle/10603/516626
536358,Efficient Methodologies For Virtualization Security In Cloud Computing,2023,"Cloud computing is a computing paradigm where services (e.g., networks, servers, storage, applications, and services) are delivered and accessed over a network in a distributed environment. It enables ubiquitous, convenient, on-demand network access to a shared pool of configurable computing resources that can be rapidly provisioned and released with minimal management effort or service provider s interaction. Cloud users host the applications and store data in cloud provider s domain. Cloud has been essential technology for millions of users to provide and utilize the services through virtual machines. Virtual Machine provide the facilities of actual machine such as computation power and storage. Storage and processing of sensitive information using Virtual Machines need to be secured to overcome the threats. Hence the proposed research work explores and implements efficient methodologies for providing security to virtual machines in the cloud. Security is the major concern in the cloud environment to take care of security parameters Integrity, Confidentiality, Reliability and Availability. In this thesis, we propose various techniques to achieve Security for Virtual Machines. These techniques include Trust based Methods, Software Defined Network Framework and cryptographic algorithms. We show through simulations that our approach is able to mitigate to the various threats. The efficiency of the various methods is demonstrated and compared with the existing methodologies. iii Building trust between Cloud service provider and Cloud user is an essential factor for receiving the secured services during the Virtual machine deployment. Hybrid trust model is proposed, to find the trusted Cloud service providers, so that the users are deployed in secured environment. Virtual machine once registered they need to be authenticated before authorizing the service. Virtual machine access is granted after verification of user s credentials using multistage authentication approach.",Shodhganga,https://shodhganga.inflibnet.ac.in/handle/10603/536358
621398,High Resolution DoA and Fast Convergence Beam Former for Mobile Communication,2023,"Accommodating multiple users in the scarce spectrum resources at a higher frequency and maintaining consistent quality of service (QoS) amongst all the users is a challeng- ing task, and the implementation of the Spatial Division Multiple Accessing Technique (SDMA) resolves this problem. Implementing the SDMA technique in real-time requires the deployment of a smart antenna system. The smart antenna system comprises of two major array signal-processing aspects, one is Direction of Arrival and another is Beam- forming. In DoA detection the desired user is detected amongst other interfering users from the three-dimensional free space and Beamforming operations provide the main lobe of the radiation pattern toward the desired user and place spectral nulls in the di- rection of the jammers. For the DoA detection, both classical and subspace-based meth- ods were analyzed and compared with the proposed Gaussian Triangular Decomposition (GTD) DoA method. Similarly, for the beamforming operation, the gradient-based and conjugate gradient-based methods were analyzed and compared with the proposed 4- Tap beamforming method. The proposed GTD method provided a very high-resolution detection, and it was able to detect the desired user within a short time duration of 0.1732 seconds. The bias rate of the GTD method was also very less around 0.2809, which indicated the degree of deviation of the detected angle with respect to the actual angle. The proposed GTD method imparted the optimal disturbance error values be- cause it was least affected by the different types of disturbances. Similarly, the proposed 4-Tap beamforming method provides a very fast convergence rate of 11 iterations with lower mean square error values of 0.2443. In addition to this, the system response error for fixed antenna and system response error for fixed angle was also computed, where it outperformed the existing methods. newline",Shodhganga,https://shodhganga.inflibnet.ac.in/handle/10603/621398
621401,synthesis and characterization of nanoporous anode for li batteries,2023,"This thesis explores the role of transition metal oxides (TMOs) and hybrid TMOs in the development of anode materials for lithium-ion batteries (LIBs). The TMOs/hybrid TMOs were synthesized using simple, cost-effective, and eco-friendly methods. NiO particles were synthesized via a solid-state combustion method, while Mn3O4 and NiMnO3 were prepared using the solution combustion method. The structural properties of the materials were confirmed by powder X-ray diffraction (XRD), and functional groups were analyzed by FT-IR spectroscopy. Surface morphology was studied using FESEM and HRTEM, and elemental composition was examined through EDAX analysis. UV-Visible spectroscopy was used for optical absorption and bandgap analysis, while BET analysis determined the specific surface area, pore size, and pore structure. newlineElectrochemical studies revealed that the synthesized materials exhibited excellent storage properties, making them promising candidates for LIB anode materials due to their high theoretical capacity, long cycle life, and superior charge-discharge performance. Additionally, the materials displayed eco-friendly photocatalytic properties, effectively degrading organic azo dyes. NiO particles, synthesized at various annealing temperatures, showed improved crystallinity and a decrease in bandgap with increased annealing. These particles demonstrated high capacitance (50.78 F/g) and efficient degradation of methylene blue (MB) dye, showcasing their potential for both energy storage and environmental applications. Mn3O4 particles, synthesized with varying metal-to-fuel ratios, exhibited enhanced charge holding capability and catalytic efficiency for dye degradation. NiMnO3 particles, prepared with tamarind seed powder as fuel, displayed good electrochemical performance and photocatalytic efficiency for Rhodamine-B dye degradation. This study suggests that these TMOs and hybrid TMOs are viable candidates for both energy storage and environmental remediation applications newline newline",Shodhganga,https://shodhganga.inflibnet.ac.in/handle/10603/621401
621402,Studies on radon and radium activity in groundwater and its relation to uranium deposit,2023,,Shodhganga,https://shodhganga.inflibnet.ac.in/handle/10603/621402
621420,vibration and buckling behaviour of laminated composite trapezoidal plates with cutout subjected to hygrothermomechanical loading conditions,2023,"newlineTrapezoidal composite laminates are highly suitable for structural applications in several fields such as aviation, spacecraft, mechanical engineering, and civil engineering. This is primarily attributed to their exceptional stiffness-to-weight ratio and their capacity for versatile design. Trapezoidal laminates have been widely employed in the aircraft and aerospace sectors, in addition to civil engineering applications such as bridge decks, bridge girders, and the reinforcement and retrofitting of pre-existing structures. A comprehensive knowledge of the structural reaction of these materials is necessary due to their intricate usage and practical implications under diverse loading scenarios. This phenomenon is particularly true in the circumstance of vibration and stability response, since the inclusion of in-plane load significantly modifies the natural vibration behavior of structural elements. Indeed, it is assertable for a scenario to arise whereby the fundamental natural frequency of a structural element reaches zero due to a certain magnitude of in-plane stress, thereby leading to instability of said components. Therefore, the issue of dynamic instability holds significant relevance and has been attracting the attention of researcher for a considerable amount of time. newlineThe focusing of this research study is on trapezoidal laminated composite plates with a various cutout sizes and their responses to varied hygrothermal conditions under geometrically (linearly) variable edge loads. To discretized the trapezoidal plate, in this study, a more refined mesh is utilized in proximity to the cutout, while a less refined mesh is employed in regions further faraway from the cutout, a heterosis 9-noded plate elements are used. newlineFree vibrations refer to the natural oscillations or resonances of a structure or material without any external forces applied. Understanding these vibrations is crucial for structural design and stability analysis. Buckling is a failure mode in which a structure",Shodhganga,https://shodhganga.inflibnet.ac.in/handle/10603/621420
621795,Cutting performance and wear characteristics of PVD and CVD coated tools in machining of hard materials,2023,"The advanced machining operations employed in the engineering applications pays attention to achieve superior quality products combined with higher productivity. The term quality of the components encompasses various characteristics such as dimensional accuracy, surface finish, etc. They are dependent on other various characteristics of machining such as cutting force, torque, tool wear, tool temperature and so on. Subsequently, influence on the economy of machining and denotes the machining performance of the product with minimum environmental impact. Surface roughness plays vital role on mechanical properties of a product developed and other related characteristics such as tribological property during its service life. Thus, its evaluation finds great significance in machining industries. Hard machining is the process of machining operation employed on materials of hardness with 15 or greater than 15 HRC. They are considered under the category of difficult-to-cut alloys. The conventional machining of such alloys includes, rough turning, heat treatment and followed by grinding operation. Whereas hard machining operation eliminates the multiple stages of machining and secondary finishing operations before and after heat treatment. Also, products with comparative dimensional accuracy and quality can be produced with hard machining process. newlineThe current research work in the thesis presents an experimental investigation on hard machining characteristics of EN8 steel with different types of tools. The hard machining operations employed in the study are drilling of EN8 steel with different hardness viz. newline15 HRC, 20 HRC and 25 HRC work material and turning of hardened EN8 steel with 25 HRC hardness work material. The PVD coated HSS drills were employed in the study for drilling operations. Whereas CVD coated ceramic and uncoated ceramic tool inserts were employed during hard turning process. The adhesive strength, hardness, EDAX analysis of coating and coating thickness of coated tools were studied to understand their ch",Shodhganga,https://shodhganga.inflibnet.ac.in/handle/10603/621795
621397,Temporal Variation of Atmospheric Particulate Matters Over southern Tropical Megacity Bengaluru,2024,"Abstract newline newlineIn the atmosphere, the particulate matters (PM) and black carbon (BC) are important for processes such as cloud formation, radiative forcing, and climate change. They also affect human health. The sources of PM and BC are both natural and anthropogenic. The PM and BC concentrations are influenced by meteorological variables. The concentrations of PM and BC along with meteorological parameters were monitored using sophisiticated equipmet over tropical station Bengaluru, Karnataka, India as part of the MAPAN (Modeling Atmospheric Pollutants and Networking) project of the Indian Institute of Meteorology, Pune, supported by the Ministry of Earth Sciences, Government of India. The in-situ measurement of concentrations of PM and BC were carried out by an Air Quality Monitoring Station (AQMS) commissioned in the campus of BMSCE under MAPAN project during Jan 2015-Dec 2019. The present study has addressed the temporal variability of PM and BC on various time scales. newlineEventhough PM and BC concentrations show large fluctuations on hourly basis, the average annual PM2.5 concentration is found to be below INAAQS of 40 µg/m3 whereas that of PM10 newlineis in excess of INAAQS threshold of 60 µg/m3. On the diurnal scale both PM and BC show bimodal distribution with two peaks, the first in the morning (8-9 h IST) and the second peak in the evening (20 h IST) and a valley during the mid-day. The peaks coincide with rush hour traffic and the valley to stretching of planetary boundary layer (PBL). The two peak diurnal pattern is observed in all four seasons of summer, winter, monsoon and post-monsoon. The winter concentrations are observed to be higher and that during monsoon are lower. The higher winter concentrations are attributed to formation of inversions and lower monsoon concentrations are due to the washout by rain. PM and BC have mixed correlations with meteorological parameters. BC is found to be strongly correlated with CO showing that they newlinehave common source of emission. In order to identify the sources of PM and BC",Shodhganga,https://shodhganga.inflibnet.ac.in/handle/10603/621397
621791,Investigations on mechanical wear and corrosion properties of re oxides reinforced magnesium alloy AZ91D hybrid,2024,,Shodhganga,https://shodhganga.inflibnet.ac.in/handle/10603/621791
