Thesis_ID,Title,Year,Abstract,Source,Source_URL
426597,A Method of Designing an Intelligent Public Transportation System in Metropolitan Area Using Emergent Intelligence,2019,"Metropolitan area consists of huge population density, one or more urban areas, satellite cities, rural areas and towns. It highly concentrates economic activities to attract people from rural areas and is a complex spatial structures and reached a milestone in the development of road infrastructure to support transportation systems. Due to increase in the number of vehicles, many traffic related problems have arised, such as increase in delays, wastage of resources, high traffic accidents, economic losses, environmental pollution, security, privacy, etc. These problems are solved by using Intelligent Public Transportation System (IPTS), which consists of advanced technologies for transportation engineering including information technology (IT), computational intelligence, system control technology and system engineering. These advanced technologies play significant role in reducing traffic congestion, traffic accidents, traffic pollution, energy consumption and improving road traffic safety. In this thesis, we have designed IPTS for public transport in a metropolitan area. It consists of 5 major functional units, such as commuters arrival prediction, transport resource allocation, privacy preservation, context-based service management and transport management. We have used Emergent Intelligence (EI) technique with agents, as it is efficiently used, in several applications for collecting, analyzing, monitoring, and sharing information. Also, it takes dynamic decisions to give independence to each agent to take a decision. Some of these features are essential for public transport system. First, we have designed Commuters Arrival Prediction (CAP) scheme, which analyzes and predicts commuters patterns in the bus station using commuters arrival density, resource availability, history, and dynamic arrivals of commuters and vehicles. The proposed scheme provides an accurate analysis and prediction of commuters arrival density pattern at each bus station in the vicinity of transport depot...",Shodhganga,https://shodhganga.inflibnet.ac.in/handle/10603/426597
444775,Cricket Inspired µ Speakers,2019,Abstract is available newline,Shodhganga,https://shodhganga.inflibnet.ac.in/handle/10603/444775
426592,Vector Extrapolation and Guided Filtering Methods for Improving Photoacoustic and Microscopic Images,2019,"Photoacoustic imaging is a noninvasive imaging modality which combines the bene ts of optical contrast and ultrasonic resolution. It is applied widely for monitoring tissue health conditions in the elds of cardiology, ophthalmology, oncology, dermatology, and neurosciences. The photoacoustic tomographic image reconstruction problem is typically ill-posed and requires model-based iterative algorithms. The microscopic image analysis of pathological slides is considered as a gold standard for medical diagnosis. To acquire good quality images, one needs to deploy high-cost microscopes, which becomes prohibitive to have utility low-resource settings. The low-cost microscopic image have low quality due to its inability to acquire focused stack. The thesis deploys methods based on vector extrapolation and guided ltering to improve these photoacoustic and histopathology (microscopic) images. The limited data photoacoustic tomographic image reconstruction problem is known to be ill-posed and hence the iterative reconstruction methods were proven to be effective in terms of providing good quality initial pressure distribution. Often, these iterative methods require a large number of iterations to converge to a solution, in turn making the image reconstruction procedure computationally inefficient. Two variants of vector polynomial extrapolation techniques were proposed to accelerate two standard iterative photoacoustic image reconstruction algorithms, including regularized steepest descent and total variation regularization methods. It was shown using numerical and experimental phantom cases that these extrapolation methods that are proposed in this thesis can provide significant acceleration (as high as 4.7 times) along with added advantage of improving reconstructed image quality. Several algorithms exist to solve the photoacoustic image reconstruction problem depending on the expected reconstructed image features. These reconstruction algorithms promote typically one feature, such as being smooth or sharp, in the out...",Shodhganga,https://shodhganga.inflibnet.ac.in/handle/10603/426592
426590,Unidirectional High Frequency Link DC to Three Phase AC Conversion Topology Modulation and Converter Design,2019,"In recent years, stringent restrictions on greenhouse gas emission due to the present global warming scenario is driving governments and power utilities worldwide behind electricity generation using renewable energy sources. Conventionally, for grid integration of a large scale photovoltaic (PV) system, a three-phase voltage source inverter followed by a line frequency transformer (LFT) is used. The inverter generates line frequency (50/60 Hz) AC from the DC output of PV. The LFT provides galvanic isolation and thus reduces the circulation of leakage current, and ensures safety. Few limitations with the conventional system are a) huge volume as the LFT is bulky, (b) quite expensive due to large amount of iron and copper used in LFT and (c) the inverter is hard switched. The converter topologies with high-frequency galvanic isolation have attractive features like high power density and are less expensive. Hence these converters are promising alternatives to the conventional solution. The three-phase inverter topologies with high-frequency transformer are generally of two types- a) multi-stage and b) single-stage. In multi-stage, interstage DC link is voltage sti as lter capacitor is used. In a single-stage solution, the intermediate DC link is pulsating as lter capacitor is avoided to improve reliability. Though these converters have high power density, they employ large number of active switches on both the sides of the transformer to process power and hence have relatively lower e ciency compared to the conventional solution. The active switch count can be reduced in case of unidirectional applications like grid integration of PV, fuel-cell where the active power ows from DC source to AC grid. The converter e ciency can be further improved by reducing the switching loss. In this work, we have investigated four new unidirectional single-stage three-phase inverter topologies with low or negligible switching loss. To reduce the switching loss, the active switches of the introduced topologies are either line freq...",Shodhganga,https://shodhganga.inflibnet.ac.in/handle/10603/426590
426731,Attention Feedback and Representations in OCR,2019,"A Kannada OCR, named Lipi Gnani, has been designed and developed from scratch, with the motivation of it being able to convert printed text or poetry in Kannada script, without any restriction on vocabulary. The training and test sets have been collected from over 35 books published between the period 1970 to 2002, and this includes books written in Halegannada and pages containing Sanskrit slokas written in Kannada script. The coverage of the OCR is nearly complete in the sense that it recognizes all the punctuation marks, special symbols, Indo-Arabic and Kannada numerals and also the interspersed English words. Several minor and major original contributions have been done in developing this OCR at the different processing stages such as binarization, line and character segmentation, recognition and Unicode mapping. This has created a Kannada OCR that performs as good as, and in some cases, better than the Google s Tesseract OCR, as shown by the results. To the knowledge of the authors, this is the maiden report of a complete Kannada OCR, handling all the issues involved. Currently, there is no dictionary based postprocessing, and the obtained results are due solely to the recognition process. Four benchmark test datasets containing scanned pages from books in Kannada, Sanskrit, Konkani and Tulu languages, but all of them printed in Kannada script, have been created, along with the ground truth in Unicode. The word level recognition accuracy of Lipi Gnani is 5.3% higher on the Kannada dataset than that of Google s Tesseract OCR, 8.5% higher on the Sanskrit dataset, and 23.4% higher on the datasets of Konkani and Tulu. Inspired by the rich feedback that exists in the visual neural pathway that is active during the recognition process, we have proposed the use of feedback from the latter modules in the OCR workflow, such as recognition and Unicode generation, to the earlier stages such as binarization and segmentation, to result in the overall improvement of the performance of the OCR on old documents...",Shodhganga,https://shodhganga.inflibnet.ac.in/handle/10603/426731
428405,Micromechanical modeling of fracture and fatigue behavior of cementitious composites,2019,"The ubiquitous use of concrete as a construction material in the civil engineering industry demands a thorough understanding of its failure process under different types of loading. The composite nature of cementitious materials such as concrete, consisting of multiple phases and defects existing at different length scales, gives rise to complex mechanisms which are responsible for the nonlinear behavior observed at the macroscopic scale. The interaction between phases and the properties of the micro constituents are important aspects that deserve attention while developing models to describe the mechanical response of concrete. Concepts of continuum micromechanics have been effectively used by researchers to predict the overall behavior of composite materials. Compared to the conventional continuum models based on fracture mechanics or damage mechanics, micromechanical approaches have the advantage of being physically more relevant. The models include necessary information about the microstructural attributes of a material and the actual damage mechanisms causing the material to fail. In this thesis, the macroscopic behavior of plain concrete has been modeled under monotonic and fatigue loads by adopting the principles of continuum micromechanics. Damage in concrete has primarily been ascribed to the growth of microcracks. The internal structure of concrete is characterized by the presence of numerous microcracks, even before it is subjected to any external load. Microcracks may also develop in the material due to separation of the coarse aggregate from the surrounding mortar matrix. The aggregatemortar interface is often termed as the weakest link in concrete from where damage begins to propagate. The distributed damage caused by aggregate debonding and the various stages of damage incurred in concrete due to propagation of interface cracks are explicitly simulated by meso scale models. Employing elastic solutions based on fracture mechanics at the lower scale, the resultant nonlinear macroscopic behavior...",Shodhganga,https://shodhganga.inflibnet.ac.in/handle/10603/428405
428407,Modeling Characterization Control and Design of Switched Reluctance Machines,2019,"Switched reluctance machines (SRM) are permanent magnet free, and have a simple rotor construction with no current carrying parts. These are particularly suitable for high-temperature and high-speed applications. However, modeling and control of SRM are challenging on account of both phase inductance and back-emf being dependent on phase current as well as rotor position. This thesis addresses modelling and characterization of SRM, current control for low speed operation, single pulse control for high speed operation, and electromagnetic design of SRM. Further, this thesis is oriented towards providing a solution for a high-speed switched reluctance generation (SRG) system, which is directly coupled with a high-speed thermal turbomachinery. Hence this thesis focuses on modelling of SRG system (inclusive of machine, power converter and control), control techniques for high-speed generation, high-switching frequency SiC MOSFET based power converter, fast fault detection and protection schemes for such converters, and B-H characterization of magnetic materials at high frequencies. On account of direct coupling to the thermal turbine, the generator shaft temperature and consequent expansion are expected to be high. Hence, special rotor constructions utilizing a common material for shaft as well as rotor are considered and evaluated experimentally. Delta modulation and variable gain PI based current control are well known techniques for current control in an SRM. This thesis proposes and validates a fixed gain PI control with back-emf compensation for current control of SRM. A novel model predictive based current control is also proposed, which has better current tracking ability. Then a novel constant current injection based characterization method is proposed, which can yield the flux-linkage characteristics of the SRM without the requirement of blocking the rotor at known positions. The novel current control and characterization techniques are demonstrated and evaluated on a 4-phase, 8 stator pole, 6 rotor poles...",Shodhganga,https://shodhganga.inflibnet.ac.in/handle/10603/428407
428408,Modelling Optimisation and Control of Photovoltaic Energy Conversion Systems,2019,"With growing energy demands of the society and depleting reserves of conventional energy sources, renewable energy is the need of the hour. Out of the various renewable energy sources available, solar photovoltaic (PV) is emerging as one of the most promising energy solution. To utilise the vast potential of solar PV energy using, various aspects of solar photovoltaic energy conversion are considered in this thesis, starting from input and output measurement of PV system to the system modelling and characterisation, partial shading analysis and the maximum power point tracking. Irradiance and temperature form the input to the photovoltaic converters and are measured by using cost-e ective and high performance solar irradiance meter. Output current-voltage measurement for the PV system is made possible by the development of a closed-loop controlled SMPS based characterisation setup designed with a high bandwidth input lter providing high speed characterisation and stable operation under varying ambient conditions. Steady state modelling of PV system is achieved using a novel sequential parameter estimation method that utilises the measured system response and overcomes the numerical convergence problem. To study the dynamic behaviour of PV modules, their capacitance is evaluated experimentally. The e ect of non-uniform irradiance and temperature on PV modules is further studied with the introduction of a novel subcell modelling approach. This subcell model further facilitates the understanding of hotspot formation on healthy PV modules and their e ect on output characteristics. Non-uniform irradiance and temperature input to the series connected PV modules gives rise to multiple peak power-voltage characteristics, which makes the maximum power point tracking (MPPT) a challenge. A majority of the commercial converters are equipped with local MPPT, due to which their energy yields reduce tremendously under shading conditions. In this thesis, a shading factor based global MPPT (GMPPT) is proposed which incorporate...",Shodhganga,https://shodhganga.inflibnet.ac.in/handle/10603/428408
428404,Methylammonium Lead Iodide thin films grown by Pulsed Laser Deposition for Photodetector Applications,2019,"This thesis studies the fabrication and characterization of Methylammonium Lead Iodide perovskite thin films for photodetector applications. Unlike, any other perovskite halide material, Methylammonium Lead Iodide perovskite has long range balanced electron and hole transportation lengths. A major challenge is to use such materials to grow fine quality thin films. We tried to grow these perovskite thin films by the Pulsed laser deposition (PLD) technique, which is well known and successful in areas such as metal oxide-based complex perovskite systems. The unique ability to transfer from the bulk to a film with original Stoichiometry is the main strength of this technique. The first chapter provides a brief overview of the halide Perovskites and their properties such as optoelectronic properties, Ferroelectric property and thermal conductivity. In the second chapter, we describe the Pulsed laser deposition (PLD) technique used for the synthesis of the thin films. The invention of PLD technique has helped the fabrication of high-quality uniform thin films over a large area on the substrate. Understanding the pros/cons of PLD technique helps us in identifying the novelty of the thesis work. The second chapter also describes material growth techniques and all the characterization techniques that provide foundation for the entire thesis. In the third chapter, we describe the application of the CH3NH3PbI3 thin films grown by pulsed laser deposition for photodetection applications. With this method, we obtained good perovskite films coverage on fluorine-doped tin oxide coated substrates and observed well developed grains. The films showed no sign of degradation over several months of testing. We investigated the surface morphology and surface roughness of the films. We carried out a study on the solar and infrared photodetection of CH3NH3PbI3 thin films. In the fourth chapter, we describe the effect of change in annealing temperature and annealing time by keeping the thin film fabrication parameters constant...",Shodhganga,https://shodhganga.inflibnet.ac.in/handle/10603/428404
428398,Multiscale Modeling of Quantum Transport in 2D Material Based MoS Transistors,2019,,Shodhganga,https://shodhganga.inflibnet.ac.in/handle/10603/428398
428399,Multisource Subnetwork Level Transfer in Deep CNNs Using Bank of Weight Filters,2019,"The convolutional neural networks (CNNs) have become the most successful models for many pattern recognition problems in the areas of computer vision, speech, text and others. One concern about CNNs has always been their need for large amount of training data, large computational re- sources and long training time. In this regard the transfer learning is a technique that can address this concern of inefficient CNN training through reuse of pretrained networks (CNNs). In this thesis we discuss transfer learning in CNNs where the transfer is from multiple source CNNs and done at subnetwork levels. The subnetwork multisource transfer is attempted for the fi rst time and hence we begin by showing the effectiveness of such a transfer. We consider subnetworks at various granularities for the transfer. These granularities begin at a whole network-level then pro-ceed to layer-level and further fi lter-level. In order to realize this kind of transfer we create a set called bank of weight fi lters (BWF) which is a repository of the pretrained subnetworks that are used as candidates for transfer. Through extensive simulations we show that subnetwork level transfer, implemented through random selection from a BWF, is elective and is also efficient in terms of training time. We also present experimental results to show that subnetwork level transfer learning is efficient in terms of the amount of training data needed. It is seen that fi lter-level transfer learning is as effective as the whole-network-level transfer which is the conventional transfer learning used with CNNs. We then show the usefulness of the fi lter-level multisource transfer for the cases of transfer from natural to non-natural (hand drawn sketches) image datasets and transfer across different CNN architectures (having different number of layers, fi lter dimensions etc.). We also discuss transfer from CNNs trained on high-resolution images to the CNNs needed for the low-resolution im- ages and vice-versa. In the multisource transfer of prelearnt weights ...",Shodhganga,https://shodhganga.inflibnet.ac.in/handle/10603/428399
428388,Mechanistic Insights for Controlling Electromagnetic Interference Shielding Through Microwave Absorption in Magnetic Composites,2019,"Extensive use of electronic devices in daily communication and information technology causes high (microwave) frequency electromagnetic interference (EMI). This EMI often leads to noise, data misinterpretation or malfunctioning of electronic devices such as medical equipment. To protect the device from this unwanted EMI, a shield layer is essential, which can shield the device from the unwanted radiation via either reflection or absorption. As the reflected microwave may cause further EMI, the later phenomenon is advantageous, because it forbids any further interference with neighboring devices. This absorption-based shielding is also useful in stealth technology to design radar camouflage military aircraft. Metallic shields normally reflect the microwave and are heavy. To address this issue one requires shield layers with lightweight and conducting. In this respect, conducting polymer-based or metallic nanoparticles based composites seems handy. Hence, in this thesis work, we have adopted various strategies to design composites that can address the above limitations of metallic shields. We have demonstrated that the scattering, reflection and absorption of microwave depend upon the micro and macroscopic properties of the filler particles. Such properties include concentration, size, morphology, conductivity, defects and magnetism of the filler materials. We have systematically investigated their effect on EMI shielding to validate our strategies. We used composites of conducting polymer (Polyaniline), hard ferrimagnetic hexaferrites, soft magnetic Yttrium Iron Garnet (YIG), metallic iron particles, metal (Fe/Co/Ni) doped carbonaceous materials along with microwave transparent paraffin wax or PVDF. The effect of concentration, size, morphology, conductivity, defects and magnetic properties of these fillers in these composites on EMI shielding is studied. Furthermore, to understand the atomistic mechanism of shielding through light-matter interactions, complex permittivity and permeability of composites used...",Shodhganga,https://shodhganga.inflibnet.ac.in/handle/10603/428388
428386,Mechanics of Martensitic Phase transformation in shape memory alloys Experiments and modelling,2019,"Thermally activated NiTi based Shape Memory Alloys (SMAs) are of tremendous practical interest as actuators in varied engineering applications owing to its characteristic Martensitic Phase Transformation (MPT). The MPT in thermally activated SMAs from a parent Austenite (A) to a product Martensite (M) structure, can be brought by a change in temperature or stress and is accompanied by reversible strain, typically between 5-8% whichis exploited in commercial applications. In practical applications, due to varied nature of thermomechanical loading, this phase transformation can be partial, incomplete, interrupted or discontinuous. While significant body of literature exists on phase evolution in kinetics, several aspects of kinetics still need focused study. Furthermore, this MPT is also accompanied by several effects like latent heat of transformation, changes in modulii, specific heat, thermal conductivity and electrical resistivity which gives rise to a coupled the thermal mechanical and electrical problem. A better experimental understanding of the kinetics of phase transformation and a modeling framework that can predict the response under realistic application scenarios would facilitate better design and efficient applications. With this motivation, this thesis attempts to highlight the SMA response in general and phase kinetics in particular and develop models with desired predictive capability.Different types of thermal cyclic loads are chosen to induce different types of partial or interrupted transformations. Arbitrary loads leading to partial or incomplete transformation in both forward and reverse loading directions is studied with series of experiments on wire form NiTi based SMAs. Type of loading that involves transformation interrupted or incomplete and the loading does not induce reverse transformation and the transformation resumes upon increased loading in subsequent cycles. As the transformation in such loading are arrested it is referred as Thermal Arrest Memory Effect (TAME)...",Shodhganga,https://shodhganga.inflibnet.ac.in/handle/10603/428386
428402,Methodologies for Risk Assessment of Landslides Induced by Rainfall and Earthquake,2019,"Landslide is one of the greatest natural catastrophes and poses a major threat to lives and property worldwide. As development expands into unstable hill areas under the pressure of increasing population and urbanisation, the risk of landslide has been growing all over the world during the last decades. The present work aims at risk analysis of landslides in an effort to reduce the socio-economic impact of landslides and to mitigate the landslide risk effectively. The risk analysis of landslides is neither simple nor straightforward as the effects of different triggering factors have to be analyzed individually and managed separately. In this view, landslide risk analysis requires a detailed understanding of the physical process of landslides and the development of different methodologies to relate landslide occurrences with the characteristics of triggering factors. Rainfall and earthquakes are considered as the most common triggering factors for landslides. Due to the contrast in the characteristics of rainfall and earthquake loads, and their subsequent effects on the landslide movements, the evaluation of landslide risk by a single methodology becomes difficult, if not impossible. The present study introduces methods for risk analysis of landslides due to rainfall as well as earthquake events. These methods recognize the conditions that caused the slope to become unstable and the processes that triggered the landslide movement. Often landslides occur due to the combination of rainfall and earthquake events as the probability of concurrent rainfall and earthquake event in any area is not rare. Consequently, it is essential to evaluate the landslide risk by considering the unfortunate combination of independent events such as rainfalls and earthquakes, and the effects of their mutual interactions on landslide movements. Therefore, for regions prone to both earthquake and heavy rainfall events, risk analysis should take into consideration multiple processes rather than one single event to avoid underestimation...",Shodhganga,https://shodhganga.inflibnet.ac.in/handle/10603/428402
426766,Towards an Integrated Graphene Nano Opto Electro Mechanical System,2019,"Micro-electromechanical systems (MEMS) have found extensive applications in micromechanical sensing. The scaling of MEMS into nano-electromechanical systems (NEMS) was spurred primarily by the expectation of higher sensitivity . NEMS resonators offer unique attributes like vibrating frequencies in the radio-frequency (RF) and microwave range and vibrating mass in femtograms. They hold promise for ultra-low mass-sensing, force-sensing, charge-sensing, and study of nonlinear dynamics. One of the most exciting materials for NEMS is graphene, the thinnest mechanical membrane till date. The interesting question is, how the mechanics would behave when the size is scaled to a one or two atomic layers? Characterising mechanical property of such materials becomes extremely challenging with the current techniques. While electrical transduction is quite favourable for MEMS, similar techniques are challenging to implement in case of high frequency NEMS devices. Optical transduction techniques are preferable for NEMS. However, most existing optical transduction techniques are based on free-space optics, where the entire system is bulky, susceptible to noise and precise alignment of optical components poses a challenge. A highly sensitive integrated scheme with ultra-low noise characteristics is essential to probe such a system. In this thesis, I shall discuss about the integration of graphene nano-mechanical resonator over integrated-optic platforms operating at near-IR to form an integrated nano-opto-electromechanical system (NOEMS). The interaction of graphene with near-IR, on-chip optical transduction schemes using optical cavities is rst discussed. A displacement-sensitivity of 28 fm= p Hz has been theoretically estimated using a sensitive integrated-optic device (a micro-ring resonator loaded onto a Mach-Zehnder interferometer). Optical actuation schemes are discussed along with possible applications and implementational challenges. ..",Shodhganga,https://shodhganga.inflibnet.ac.in/handle/10603/426766
430602,Probabilistic Analysis of Radionuclide Transport for Radioactive Waste Disposal Systems in Soil and Fractured Rocks,2019,"The safe management of radioactive waste disposal facilities is increasingly becoming a necessary condition for the future development of nuclear industry. To ensure long-term safety of these disposal facilities, performance assessment models need to be developed that can quantitatively estimate the potential impact of disposal on biosphere. These models facilitate in envisioning the extent of safety achieved due to the isolation of waste and estimate the amount of risk caused by the failure of disposal systems by considering various scenarios of release and pathways of intrusion to the geosphere. They also treat the uncertainties associated with input characteristics and quantify them using probabilistic techniques. In this thesis, efficient performance assessment models are developed focusing mainly on understanding the migration process of low and intermediate level radioactive wastes through the geological medium into the biosphere by predictive radionuclide transport models. These models are developed for different geological environments which include soil and fractured rocks. As an intrinsic part of performance assessment, the aleatory (spatial variability due to inherent randomness in soil properties) and epistemic uncertainties (due to parameter and model uncertainties) in the geological and transport properties of the medium and radionuclides are quantified using various probabilistic methods. These methods have been implemented to estimate the limits above which the eventual release of radioactive wastes from disposal facility will pose unacceptably high risks. Also, the critical parameters affecting the radionuclide migration are evaluated using various sensitivity methods. Several algorithms are developed and implemented in PYTHON and MATLAB to add new features that introduce complexity in the numerical models and also, interface the deterministic and probabilistic analyses... newline",Shodhganga,https://shodhganga.inflibnet.ac.in/handle/10603/430602
426763,Thermo Mechanical Processing of Third Generation γ Titanium Aluminides,2019,"The and#947; TiAl based intermetallics are characterized by unique combination of the properties which make these materials amenable for the application in gas turbines. However, due to problems related to limited plasticity and strong solidification texture, the application of these materials is limited to low pressure turbine regions. In order to utilize the full potential of these materials, new chemistries have been developed, which are currently known as the third generation and#947; titanium aluminides. Further it is desirable to optimize the processing conditions of these newly developed materials, and provide a fundamental understanding of processing-microstructure relationship. The present thesis deals with examining the thermo-mechanical processing response of third generation and#61543; titanium aluminides with nominal compositions Ti-45Al-5Nb-0.2B-0.2C and Ti-45Al-10Nb-0.2B-0.2C. The study involves through-processing microstructural modification and characterization. The entire work consists of four parts. In the first part, the solidification microstructure and texture of the cast material and the modification brought due to hot isostatic pressing (HIPping) has been investigated. A clear comparison has been brought out in terms of niobium content of the alloys. Further, these alloys undergo complex phase transformations during heating and cooling. In the second part of the study, the microstructural changes during phase transformation have been investigated for both the alloys along with the oxidation behavior. The difference in terms of Nb content leads to differences in the transformation temperature as well as in oxidation response. In the third part of the study, thermo-mechanical processing (TMP) of the cast plus HIPped alloys has been investigated by plotting strain rate sensitivity maps. The results indicate that processing is easier in the domain of and#945; phase, where in higher deviation from the orientation relationship between the two constituent phases have been observed indicating the occurrence of dynamic recrys",Shodhganga,https://shodhganga.inflibnet.ac.in/handle/10603/426763
428376,Macroscopic modelling of heterogeneous disordered road traffic flow,2019,"The groundwork for much of the existing traffic flow theory was laid in the 1950s and 1960s by researchers from developed economies like the United States. The car-following modelling approach, which is arguably the most popular type of microscopic traffic flow models, and the kinematic wave modelling approach, which is still the basis for much of the macroscopic traffic flow theory, were first introduced during this period. Because the object of this and much of the subsequent research it has spawned is the traffic of developed economies, the classical traffic flow theory deals almost exclusively with this specific kind of traffic: lane-disciplined with relatively homogeneous passenger car traffic. However, the traffic in many developing economies have a significant share of two and three-wheeler motorized vehicles and non-motorized vehicles with different static and dynamic characteristics, resulting in a fundamentally different traffic stream. Because of the differences in sizes and manoeuvrabilities, the vehicles in this traffic stream do not follow the lane-discipline. This kind of traffic has been described in the literature as heterogeneous, disordered (HD) or mixed traffic. These developing economies, mostly from Asia and Africa, are rapidly urbanizing and the need to deal with the challenge of traffic congestion is more urgent than ever. Given that these countries are already struggling to keep pace with the rising urban population for providing the necessary road infrastructure, it may be more effective to make the most efficient use of the existing infrastructure through the use of traffic management solutions like real-time traffic monitoring and signal control. As such solutions cannot be formulated using the traditional traffic flow theory, an alternative theory that explicitly considers the characteristics of the HD traffic is urgently needed. In the present study, HD traffic is characterised by the division of its component vehicle classes into car-following and gap-filling types...",Shodhganga,https://shodhganga.inflibnet.ac.in/handle/10603/428376
428374,Linear Dynamical Systems with Sparsity Constraints Theory and Algorithms,2019,"This thesis develops new mathematical theory and presents novel recovery algorithms for discrete linear dynamical systems (LDS) with sparsity constraints on either control inputs or initial state. The recovery problems in this framework manifest as the problem of reconstructing one or more sparse signals from a set of noisy underdetermined linear measurements. The goal of our work is to design algorithms for sparse signal recovery which can exploit the underlying structure in the measurement matrix and the unknown sparse vectors, and to analyze the impact of these structures on the efficacy of the recovery. We answer three fundamental and interconnected questions on sparse signal recovery problems that arise in the context of LDS. First, what are necessary and sufficient conditions for the existence of a sparse solution? Second, given that a sparse solution exists, what are good low-complexity algorithms that exploit the underlying signal structure? Third, when are these algorithms guaranteed to succeed? These questions are considered in the context of three different sparsity models, as described below. Within the LDS framework, we first consider the simplest sparsity model of a single unknown sparse initial state vector with no additional structure. This problem is known as the observability problem in the control theory literature, and the initial state can be recovered using standard compressed sensing (CS) algorithms. However, the recovery guarantees for this case are different from the classical sparse recovery guarantees because the measurement matrix that arises in LDS is fundamentally different from the matrices that are typically considered in the CS literature. We seek to obtain the conditions for observability of LDS when the initial state is sparse and the observation matrix is random. Taking advantage of randomness in the measurements, we use concentration inequalities to derive an upper bound on the minimum number of measurements that can ensure faithful recovery of the sparse initial state...",Shodhganga,https://shodhganga.inflibnet.ac.in/handle/10603/428374
428371,Kernel Based Image Filtering Fast Algorithms and Applications,2019,"Image filtering is a fundamental preprocessing task in computer vision and image processing. Various linear and nonlinear filters are routinely used for enhancement, upsampling, sharpening, reconstruction, etc. The focus of this thesis is on kernel-based filtering that has received significant attention in recent years. The basic idea of kernel filtering is quite straightforward, namely, each pixel p in the image is replaced by a weighted average of its neighboring pixels q. The weighting is performed using a kernel k(p;q), which is nonnegative and symmetric. The weight assigned to a pair (p;q) is typically given by d(p;q)g( f (p) and#1048576; f (q)), where f (p) and f (q) are some representative features at p and q, g is a kernel acting on the feature space, and d(p;q) is a measure of spatial proximity. A concrete example in this regard is the bilateral filter, where g is a univariate Gaussian and f (p) is simply the intensity at p. A more robust choice is to use the intensities of the spatial neighbors of p as f (p), which is adopted in nonlocal means. While the dominant applications of kernel filtering are enhancement and denoising, it can also be used as a powerful regularizer for image reconstruction. In general, the brute-force implementation of kernel filtering is prohibitively expensive. Unlike convolution filters, they cannot (directly) be implemented efficiently using recursion or the fast Fourier transform. In fact, their brute-force implementation is often too slow for realtime applications. To address this issue, researchers have come up with various approximation algorithms that can significantly speedup the implementation without sacrificing visual quality. Apart from their excellent filtering capacity, it would be fair to say that the popularity of kernel filtering is due to the availability of these fast algorithms. In the first part of the thesis, we propose some fast algorithms for bilateral filtering (BLF) and nonlocal means (NLM), which are by far the most popular forms of kernel filtering...",Shodhganga,https://shodhganga.inflibnet.ac.in/handle/10603/428371
426465,Development of Seismic Design Spectra For Shallow and Deep Soil Sites Considering Region Specific Parameters,2019,"Earthquakes are among the deadliest in all the natural disasters and have affected many people in the last few decades. The efforts to reduce or mitigate the impact of earthquakes have become increasingly focused upon in both developed and developing countries. Theory of plate tectonics and Engineering Seismology have helped to understand the physics of earthquakes and predict the hazards associated with it. Even after the improvement in building codes and level of preparedness, the mortality rate is alarming in the developing counties like India. However, until today the regional scale hazard mapping in terms of return period has been not fully implemented in India. In India, urban centres and cities are more susceptible to high earthquake hazard due to high population density, improper planning, poor land use and substandard construction practices. The first and foremost step to reduce earthquake disaster is to develop the seismic hazard map and arrive at design parameters at the surface due to the presence of deep and shallow soil deposits. The primary objective of the present study is to develop a new design response spectrum for the deep and shallow soil sites of the Indian subcontinent with seismic site classification considering regional parameters. To achieve the objective, the study is divided into four major parts and presented as contributing chapters in this thesis. A significant variation of design spectral values has been observed in four different seismic ground motion bins in shallow and deep soil sites. Design spectrum that accounts soil amplification at shallow and deep sites and seismicity variation in SI and the Himalayan region has been developed for the first time in this study. These spectra may be considered as a replacement of IS 1893 design spectrum, which does not account variation in seismicity and amplification due to shallow and deep soil sites in India. newline",Shodhganga,https://shodhganga.inflibnet.ac.in/handle/10603/426465
427199,Investigation of an Axisymmetric Spiked Body in a Hypersonic Shock Tunnel,2019,"The forefront research in the regime of hypersonic flow is intended to focus on improving the overall performance of the existing aerospace vehicles. A high-speed vehicle experiences a high level of aerodynamic heating and drag. These vehicles are also characterised by shock impingement on the body and shock-shock interaction closer to the body surface, which cause pressure and thermal loading. With the addition of a spike on the main body, the flow field over high-speed vehicles can be changed drastically, which would create an impact on the heat flux and aerodynamic drag at hypersonic speed. The aerospike with a hemispherical blunt body and the sharp tip spike over a flat-faced cylinder are two types of spike configurations with different flow phenomenon that are studied in this investigation. The first part of the study focuses on exploring the possibility of addressing aerodynamic drag and heat transfer on a body by placing an aerospike at the nose (i.e., stagnation region) of the high-speed vehicle and as a result, wave drag of a vehicle is considerably reduced. However, this can lead to an increase in heat transfer at localized spots of the main body. An attempt is made in the current study to reduce these localized high heat transfer spots and evaluate the variation in both heat transfer and drag on the body, by modifying the spike configuration through the addition of a smaller hemisphere midway along length of the aerospike. In this regard, shock tunnel experiments and computational studies are carried out on this modified spike configuration, termed a double-disk spike or double spike. The experimental results show that the heat transfer rate near the localized spot of the blunt body with spike decreases for a double spike in comparison with a single disk spike. The decrease in heat transfer varies from 5% to 30% depending on the double spike configuration (i.e. varying cap radius and length of the spike). To supplement these results, the 3D Finite Volume solver,...",Shodhganga,https://shodhganga.inflibnet.ac.in/handle/10603/427199
