record_id,source_table,entity_text,entity_label,canonical_name,entity_id,start_char,end_char
738,theses,Bengaluru,GPE,Bengaluru,BENGALURU,,
739,theses,Computer Science and Automation,DEPARTMENT,Computer Science and Automation,COMPUTER_SCIENCE_AND_AUTOMATION,,
739,theses,Indian Institute of Science Bangalore,ORG,Indian Institute of Science Bangalore,INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,,
739,theses,Bengaluru,GPE,Bengaluru,BENGALURU,,
740,theses,Mechanical Engineering,DEPARTMENT,Mechanical Engineering,MECHANICAL_ENGINEERING,,
740,theses,Indian Institute of Science Bangalore,ORG,Indian Institute of Science Bangalore,INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,,
740,theses,Bengaluru,GPE,Bengaluru,BENGALURU,,
741,theses,Mechanical Engineering,DEPARTMENT,Mechanical Engineering,MECHANICAL_ENGINEERING,,
741,theses,Indian Institute of Science Bangalore,ORG,Indian Institute of Science Bangalore,INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,,
741,theses,Bengaluru,GPE,Bengaluru,BENGALURU,,
742,theses,India,GPE,India,INDIA,186,191
742,theses,Centre for Earth Sciences,DEPARTMENT,Centre for Earth Sciences,CENTRE_FOR_EARTH_SCIENCES,,
742,theses,Indian Institute of Science Bangalore,ORG,Indian Institute of Science Bangalore,INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,,
742,theses,Bengaluru,GPE,Bengaluru,BENGALURU,,
743,theses,Electrical Communication Engineering,DEPARTMENT,Electrical Communication Engineering,ELECTRICAL_COMMUNICATION_ENGINEERING,,
743,theses,Indian Institute of Science Bangalore,ORG,Indian Institute of Science Bangalore,INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,,
743,theses,Bengaluru,GPE,Bengaluru,BENGALURU,,
744,theses,Centre for BioSystems Science and Engineering,DEPARTMENT,Centre for BioSystems Science and Engineering,CENTRE_FOR_BIOSYSTEMS_SCIENCE_AND_ENGINEERING,,
744,theses,Indian Institute of Science Bangalore,ORG,Indian Institute of Science Bangalore,INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,,
744,theses,Bengaluru,GPE,Bengaluru,BENGALURU,,
745,theses,Electrical Engineering,DEPARTMENT,Electrical Engineering,ELECTRICAL_ENGINEERING,,
745,theses,Indian Institute of Science Bangalore,ORG,Indian Institute of Science Bangalore,INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,,
745,theses,Bengaluru,GPE,Bengaluru,BENGALURU,,
746,theses,Civil Engineering,DEPARTMENT,Civil Engineering,CIVIL_ENGINEERING,,
746,theses,Indian Institute of Science Bangalore,ORG,Indian Institute of Science Bangalore,INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,,
746,theses,Bengaluru,GPE,Bengaluru,BENGALURU,,
