Institution_ID,Patent_ID
INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,PAT_00258
INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,PAT_00259
INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,PAT_00260
INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,PAT_00261
INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,PAT_00262
INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,PAT_00263
INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,PAT_00264
INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,PAT_00265
INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,PAT_00266
INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,PAT_00267
INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,PAT_00268
INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,PAT_00269
INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,PAT_00270
INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,PAT_00271
INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,PAT_00272
INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,PAT_00273
INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,PAT_00274
INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,PAT_00275
INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,PAT_00276
INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,PAT_00277
INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,PAT_00278
INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,PAT_00279
INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,PAT_00280
INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,PAT_00281
INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,PAT_00282
INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,PAT_00283
INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,PAT_00284
INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,PAT_00285
INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,PAT_00286
INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,PAT_00287
INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,PAT_00288
INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,PAT_00289
INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,PAT_00290
INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,PAT_00291
INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,PAT_00292
INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,PAT_00293
INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,PAT_00294
INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,PAT_00295
INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,PAT_00296
INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,PAT_00297
INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,PAT_00298
INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,PAT_00299
INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,PAT_00300
INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,PAT_00301
INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,PAT_00302
INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,PAT_00303
INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,PAT_00304
INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,PAT_00305
INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,PAT_00306
INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,PAT_00307
INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,PAT_00308
INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,PAT_00309
INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,PAT_00310
INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,PAT_00311
INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,PAT_00312
INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,PAT_00313
INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,PAT_00314
INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,PAT_00315
INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,PAT_00316
INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,PAT_00317
INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,PAT_00318
INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,PAT_00319
INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,PAT_00320
INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,PAT_00321
INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,PAT_00322
INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,PAT_00323
INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,PAT_00324
INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,PAT_00325
INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,PAT_00326
INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,PAT_00327
INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,PAT_00328
INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,PAT_00329
INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,PAT_00330
INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,PAT_00331
INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,PAT_00332
INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,PAT_00333
INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,PAT_00334
INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,PAT_00335
INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,PAT_00336
INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,PAT_00337
INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,PAT_00338
