Person_ID,Thesis_ID
GHOSH_PRASANTA_KUMAR_AND_GOPE_DIPANJAN_AND_UMA_MAHESHWARI_K,454144
CHATTERJEE_KAUSHIK,454155
RAO_LAKSHMINARAYANA,454198
MAJUMDAR_KAUSIK,454161
PANDYA_HARDIK_J_AND_RANGARAJAN_ANNAPOORNI,454202
NATARAJAN_VIJAY,454160
SRIVASTAVA_CHANDAN,454183
BASU_KAUSHIK,454158
TYAGI_HIMANSHU,454173
ANBAZHAGAN_P,454189
SEN_PROSENJIT,454197
SREENIVAS_T_V_HARI_K_V_S_AND_SEELAMANTULA_CHANDRA_SEKHAR,456058
SRINIVAS_T,576148
REDDY_SUBBA,456389
ARIGOVINDAN_MUTHUVEL,429790
RAVIKRISHNA_R_V,440464
GURRALA_G,511692
NARAYANAN_G,607051
SINGH_ABHISHEK_K,506858
RAVISHANKAR_N,506865
VADHIYAR_SATHISH,507497
MAJUMDAR_KAUSIK,507495
KARTHIKEYAN_S,507504
SRIVASTAVA_CHANDAN,507506
VENKATESH_BABU_R,507463
GOPALAN_ADITYA,507882
TALUKDAR_PARTHA_PRATIM,507496
RAHA_SOUMYENDU,507884
GOPAKUMAR_K,507881
PANDYA_HARDIK_J,507877
PANDYA_HARDIK_J,507876
SHARMA_VINOD,507490
GHOSH_DEBRAJ,507498
SHARMA_VINOD,507471
ROY_DEBASISH,507493
BASU_SAPTARSHI,507508
BOSE_SURYASARATHI,507873
KUMAR_D_NAGESH,483820
GHOSE_DEBASISH,483822
BANERJEE_GAURAB,511826
RAO_LAKSHMINARAYANA_AND_SEKHAR_M_AND_MOHAN_KUMAR_M_S,511934
BISWAS_PRADIPTA,572903
KAILAS_SATISH_V,573325
VINOY_K_J,573137
BISWAS_PRADIPTA,573327
RAVIKRISHNA_R_V,573329
PRABHAKAR_T_V,573330
RAO_K_KESAVA_AND_KUMARAN_V,572896
SUBRAMANIAN_KARTHIKEYAN,573333
BOSE_SURYASARATHI,573332
CHAKRABORTY_ANIRBAN,573331
ARORA_MANISH,575096
DUTTA_PRADIP,579670
DIWAN_SOURABH_SUHAS,579671
NOTT_PRABHU_R,579226
