Person_ID,Thesis_ID
SHARMA_VINAY_KRISHNA,573327
DOLAI_ATANU,573329
VIJAY_RATHINAMALA,573330
DEBNATH_BHANJAN,572896
MRIDHA_SUBHAM,573333
JAGADESHVARAN_P_L,573332
NAYAK_GAURAV_KUMAR,573331
JAYANT_HEMANG_KUMAR,575096
MADHURI_MANILA_REDDY,579670
JOSEPH_ROBIN,579671
GAUTAM_RAVI,579226
RAJAN_ANUSHREE,579223
KISHORE_H_A_S_SHRI,575841
MAJUMDER_KINGSHUK,575846
MATTU_SANDESH_RAO,644461
RAMESHWAR_V_ARVIND,577947
TRIPATHI_ANANYA,577952
ABHIRAM_B_R,577943
PANDEY_KEERTI,577946
ROY_ANINDO,577945
SREEDURGA_GOGULAPATI,577948
KUMAR_G_PRADEEP,575692
SREEDHAR_S_ARJUN,575681
GAYEN_MEGHABARNA,575683
KULSHRESTHA_AVIJEET,575691
JAGTAP_SURAJ,575695
PRABHU_S_SUMANTH,576007
SHARMA_PALLAVI_RAJ,576006
PAL_ARKAPRAVA,576009
GHOSH_ARCHITA,576003
RAMJI_V,576150
ALEXANDER_ANN_ASHLIN,576149
CHATTERJEE_KUMAR_SUMAN,576147
PRIYANKA_TRIPATHI,576467
KUMAR_KUNDAN,576465
BANDLA_SRI_DIVYA,576469
JAIN_HEMANT,576468
KV_CHAYTHANYA_KRISHNA,576531
GRACIOUS_TONY,576533
NAKKA_RAJESH,576628
VUTUKURI_SRIANISH,576644
JAIN_RITIKA,576643
MALLESWARARAO_KATAMALA,576645
LALA_SAHIBZADA_ROOHAN_FAROOQ,576672
R_KIRAN,576727
RAGHURAM_K_S_GANNENA,576242
DAS_SOUMITRA,576780
SOMAN_AKSHARA,612572
KHAN_RIZWAN,612571
RATNASRI_K,612569
SINGH_PRACHI,613202
CHOUDHURY_SAMLESH,613196
GHULYANI_MANU,613191
PAUL_SAYAN,613194
HIJAZI_FAIZAN,613193
GEREMEW_FEKADU_MIHRET,613192
AGRAWAL_KHANTESH,613195
SHEKAR_SHWETA,613203
SINGH_PRACHI,613197
SRIVASTAVA_SAUMYA,612901
AHMAD_FAHEEM,612899
SASINDRAN_ZITHA,612903
KUMAR_PRASHANT,612888
MUKHOPADHYAY_ANWESHA,612902
KUMAR_PRATIK,612895
BALAJI_LAKKIMSETTI,612898
SAIPANMULUK_NISHAT_KOTI,576764
KHATAVKAR_NIKHIL,576775
YADAV_PARUL,576759
HEBBAR_ARCHANA_P,576765
TRIPATHI_SANDEEP,612478
SHOWKAT_RAKSHANDA,612479
VAIDYA_KANISHAK,613545
HEGDE_GAUTAM,613542
KHAN_MOHAMMED_TABISH,613777
YARAJENA_SAI_SARASWATHI,606448
PATRA_JAYSREE,613902
CHANDRAVANSHI_DHARITA,613843
BISWAS_BIDHAN,507499
KUMAWAT_MAHESH_KUMAR,614030
KUMAR_SAWAN,507872
JINAN_ROOJI,507879
CHANDRAVANSHI_VIVEK_KUMAR,614032
SINGHAL_ROHIT,614034
KAMBLE_SMITA,507484
PAL_BISWAJIT,507875
KUMAR_ASHUTOSH,507883
DAS_DEBASREE,614027
KARTHIKA_P_S,614024
CHAUHAN_AYUSHI,613770
BHATT_APOORV_NARESH,613892
CHHAJER_HARSH,613543
BISWAS_RABINDRA,607050
KANDULA_MUNI_KUMAR,614023
HEGDE_ADITYA,483821
INDRAKUMAR_SUSHMA,613384
VARMA_ADITYA,613386
DEEPA_L,613385
PILLAI_RAJI_R,613389
MISHRA_ARPITA,612242
MISHRA_ARPITA,612247
SONI_SHRUTI,612770
SINGH_ARASHDEEP,612774
GAUR_TUSHAR,620456
HARIBABU_GOWTHAM_NIMMAL,620370
DEY_MANOJ,620369
RAM_RANASHREE,620399
JYOTHSNA_K_M,620458
SHARMA_MOHIT,620453
TELPANDE_SWANAND,620365
KUMAR_MANISH,620398
BHAT_VIGHNESH_S,620457
VIVEK_R_S,620455
DEBNATH_TUTAN,572890
NISHA_A_S,573323
VARMA_VEGESINA_SARATH_CHANDRA,573328
KUMAR_AVNISH,573365
SUTHAR_SUMIT,573364
DUTTA_SUMAN,572894
SAMAD_SHAFEEK_A,572901
SURESH_N_PRIYA,572902
MUAZZAM_USMAN_UL,572895
ROY_DURBAR,573136
RAUTELA_MAHINDRA_SINGH,573322
VIKRAM_RAJA_JOTHI,572889
YADAV_SANGEETA,573139
NARANG_SHIVIKA,573140
DEKA_MANDEEP,573321
GURUDATT_H_M,573326
GANGULY_SOURAV,572893
ABHIJITH_B_N,572885
ALAKESH,572892
DAS_SAYANTAN,572886
ARUN_KALORE_SHUBHAM,573324
ANURENJAN_P_R,574387
RAMOJI_SHREYAS,574379
DUTTA_ANKIT_KUMAR,574384
AYOBAMI_AJISAFE_VICTOR,574933
PALIWAL_AASTHA,574931
ANOOP_C_S,574934
BABU_JANGALA_RAMESH,574953
SHARMA_SHUBHAM,574952
G_PILLAI_ANJALI,574984
BHARDWAJ_MAYANK_RATAN,575097
RADHIKA_V,575098
KHOCHARE_AAKASH,575099
MAHESH_ANJANA_A,575100
SUBBALAKSHMI_A_R,575144
KUMAR_DEEPAK,574389
KRISHNA_ANAND,574930
MONDAL_SOUMITA,574954
ARUNCHAITANYA_GADI_VENKAT,574979
VELHAL_SHRIDHAR,574980
KRISHNA_A_S_LAL,575140
DASH_ANUJ,574982
DHAMI_HARISH_SINGH,575137
KORADA_VIJAYA_SREE,575142
PRADHAN_JYOTI_RANJAN,612234
SURAJ,688263
KIRAN_S,576629
PAUL_NOBIN,576726
