Person_ID,Patent_ID
KUMAR_PAVAN,PAT_00716
MISHRA_DEEPAK,PAT_00716
GARANI_SHAYAN_SRINIVASA,PAT_00716
SAMBANGI_LIKHITHA,PAT_00717
VIDYA_VALSAN,PAT_00717
VINOD_JOHN,PAT_00717
DR_DHIRENDRA_KUMAR_MISHRA,PAT_00718
DR_TAMAL_BANERJEE,PAT_00718
DR_YAGNASENI_ROY,PAT_00718
NIRAPANDIAN_NB,PAT_00719
TELNA_THOMAS,PAT_00719
VAIBHAV_SHARMA,PAT_00719
DEVASHISH_SIVA,PAT_00719
NAGA_PHANI_AETUKURI,PAT_00719
MOHAMMAD_ALI_NOWROOZI,PAT_00719
NEERAJ_RAMPRASAD,PAT_00720
OMKAR_S_N,PAT_00720
HRISHIKESH_GIRISH_HIREMATH,PAT_00720
PRATHAMESH_PRAVIN_KAWTIKWAR,PAT_00720
SARANG_MASHALE,PAT_00721
JYOTI_SAXENA,PAT_00721
ADITYA_SADHANALA,PAT_00721
SARANG_MASHALE,PAT_00722
ADITYA_SADHANALA,PAT_00722
ADITYA_AVINASH_WAGH,PAT_00723
SHWETHA_GOVINDA_BHAT,PAT_00723
ARIJIT_HALDAR,PAT_00723
P_S_ANIL_KUMAR,PAT_00723
RINA_MAITI,PAT_00724
PAWAN_KUMAR_AHIRWAR,PAT_00724
SOMNATH_THANDER,PAT_00724
RINA_MAITI,PAT_00725
GOKUL_GANESH,PAT_00725
BHAVESH_KATARIYA,PAT_00725
MM_NAYAK,PAT_00726
G_NARAYANAN,PAT_00726
PRAMOD_KUMAR,PAT_00726
NITHIN_B,PAT_00726
SHREYAS_SRIVATSA,PAT_00726
ASHUTOSH_PATEL,PAT_00726
NIRAPANDIAN_NB,PAT_00727
TELNA_THOMAS,PAT_00727
VAIBHAV_SHARMA,PAT_00727
DEVASHISH_SIVA,PAT_00727
NAGA_PHANI_AETUKURI,PAT_00727
MOHAMMAD_ALI_NOWROOZI,PAT_00727
PANKAJ_ARORA,PAT_00727
RALF_OSTWALD,PAT_00727
SANDEEP_TRIPATHI,PAT_00728
OM_PRAKASH,PAT_00728
SAMPATH_PARASURAM,PAT_00728
SUPRIYA_H,PAT_00728
SURYASARTHI_BOSE,PAT_00728
ARUP_POLLEY,PAT_00729
KANKANAMPATI_ASHOKA_DEEPTHI,PAT_00729
MANOJ_VARMA,PAT_00729
RAJESH_MANDAL,PAT_00730
A_ARUN_KUMAR,PAT_00730
BHARGAV_M_BALAJI,PAT_00730
BALAJI_JAYAPRAKASH,PAT_00730
NOORAMOL_KARIMPANAKKAL,PAT_00731
BISHWAPA_SANYAL,PAT_00731
VIGNESH_KRISHNAMURTHY,PAT_00731
LAKSHMI_POOLA,PAT_00731
T_V_PRABHAKAR,PAT_00731
SRUTHI_C_S,PAT_00732
UPASHI_GOSWAMI,PAT_00732
PROF_ASHOK_M_RAICHUR,PAT_00732
SRUTHI_C_S,PAT_00733
UPASHI_GOSWAMI,PAT_00733
PROF_ASHOK_M_RAICHUR,PAT_00733
R_R_SENJI_LAXME,PAT_00734
KARTIK_SUNAGAR,PAT_00734
JOSEPH_JARDINE,PAT_00734
NICHOLAS_CASEWELL,PAT_00734
ELISE_LANDAIS,PAT_00734
SHABARI_GIRISHAN_K_V,PAT_00735
SARAVANAN_M,PAT_00735
SREENIVAS_BHASKARA,PAT_00735
HARDIK_J_PANDYA,PAT_00735
SHUKLA_ASHOK_KUMAR,PAT_00736
PATIL_SATISH_AMRUTRAO,PAT_00736
RAVIKUMAR_MUSUWATHI_KRISHNAMOORTHY,PAT_00736
YADAV_SATYA_PRAKASH,PAT_00736
BHUSHAN_J_TOLEY,PAT_00737
VENKATA_SUBRAMANIAN_RAMESAN,PAT_00737
SUNDEEP_PRABHAKAR_CHEPURI,PAT_00738
RS_PRASOBH_SANKAR,PAT_00738
VISHAL_SINGH,PAT_00739
SANIKA_SUBODH_BHIDE,PAT_00739
DIBAKAR_PAUL,PAT_00739
SHASHANK_MISHRA,PAT_00739
IMNATOSHI_JAMIR,PAT_00740
BHEEMA_SANKAR_REDDY_BAPURAM,PAT_00740
PROSENJIT_SEN,PAT_00740
SAICHAND_KASICHEYANULA,PAT_00741
HARISYAM_P_V,PAT_00741
SURJAKANTA_MAZUMDER,PAT_00741
KAUSHIK_BASU,PAT_00741
SHASHIDHAR,PAT_00741
GHOSH_PRADIP,PAT_00742
GOSWAMI_SREEBRATA,PAT_00742
GOSWAMI_SREETOSH,PAT_00742
GHOSH_PRADIP,PAT_00743
RATH_SANTI_PRASAD,PAT_00743
GOSWAMI_SREEBRATA,PAT_00743
GOSWAMI_SREETOSH,PAT_00743
GHOSH_PRADIP,PAT_00744
GOSWAMI_SREEBRATA,PAT_00744
GOSWAMI_SREETOSH,PAT_00744
RUPESH_PAWAR,PAT_00745
TAPAS_CHAKRAVARTY,PAT_00745
VENUGOPAL_SANTHANAM,PAT_00745
SOUMYA_CHAKRAVARTY,PAT_00745
PROSENJIT_SEN,PAT_00746
AKANKSHA_ROHIT,PAT_00746
PARTHIBAN_RAJAN,PAT_00746
LOCHAB_SHUBHAM,PAT_00747
SENTHILKUMAR_BASKAR,PAT_00747
NARAYANAN_KRISHNAMURTHY,PAT_00747
PRAMANIK_MALAY,PAT_00747
BARPANDA_PRABEER,PAT_00747
BARMAN_PUBALI,PAT_00748
JHA_PAWAN_KUMAR,PAT_00748
CHAUPATNAIK_ANSHUMAN,PAT_00748
NARAYANAN_KRISHNAMURTHY,PAT_00748
PRAMANIK_MALAY,PAT_00748
BARPANDA_PRABEER,PAT_00748
BARMAN_PUBALI,PAT_00749
ATIF_SHAHAN,PAT_00749
VERMA_ANKIT_KUMAR,PAT_00749
JHA_PAWAN_KUMAR,PAT_00749
MOHAPATRA_BAPUJI,PAT_00749
RANJAN_CHINMOY,PAT_00749
NARAYANAN_KRISHNAMURTHY,PAT_00749
PRAMANIK_MALAY,PAT_00749
RAJAN_ANANTH_GOVIND,PAT_00749
BARPANDA_PRABEER,PAT_00749
SHARMA_KESHAV_KUMAR,PAT_00750
SHARMA_DEEPAK,PAT_00750
KARUPPANNAN_RAMESH,PAT_00750
A_SHIVASHANKAR_S,PAT_00751
BHAT_NAVAKANTA,PAT_00751
SAI_RANAJIT,PAT_00751
ARACKAL_SARATH,PAT_00751
METI_SUNIL,PAT_00751
MANDAL_DIBYENDU,PAT_00751
VENKATESH_PRABHU,PAT_00752
VENGADARAJAN_ALAGARSWAMI,PAT_00752
VINOD_JOHN,PAT_00752
SHO_TAKEMORI,PAT_00753
YUHEI_UMEDA,PAT_00753
HARSH_RANGWANI,PAT_00753
SHRINIVAS_RAMASUBRAMANIAN,PAT_00753
KUNAL_SAMANTA,PAT_00753
VENKATESH_BABU_RADHAKRISHNAN,PAT_00753
AVIK_CHATTOPADHYAYA,PAT_00754
DEEPAK_KUMAR_SAINIB,PAT_00754
DIPANKAR_NANDI,PAT_00754
PRIYANKA_AGARWAL,PAT_00755
BHUSHAN_JAYANT_TOLEY,PAT_00755
ASHISH_VASANT_JOGLEKAR,PAT_00756
RAJESH_SUNDARESAN,PAT_00756
DEVADATTA_MADHUKAR_KULKARNI,PAT_00756
VIJAYANAND_PARAB_GAONKER,PAT_00756
JEFFREY_TEW,PAT_00756
SAPTARSHI_BASU,PAT_00757
SONU_KUMAR,PAT_00757
RAJEEV_RANJAN,PAT_00758
GOBINDA_DAS_ADHIKARY,PAT_00758
PATIL_DEEPAK_DEELIP,PAT_00759
CHATTERJEE_KAUSHIK,PAT_00759
OVERLAND_MAYA_RAGINI,PAT_00759
STOLLER_MARSHALL,PAT_00759
SAI_RANAJIT,PAT_00760
SHIVSHANKAR_SRINIVASARAO_AJJAMPUR,PAT_00760
MANISH_KUMAR_HOODA,PAT_00760
SHASHANK_TRIPATHI,PAT_00761
ABHIJITH_BIJI,PAT_00761
OYAHIDA_KHATUN,PAT_00761
MEERSHA_ADIL,PAT_00762
KUMAR_PRASHANT,PAT_00762
SHRIVASTAVA_MAYANK,PAT_00762
CHETAN_SINGH_THAKUR,PAT_00763
SHANTANU_CHAKRABARTTY,PAT_00763
PRATIK_KUMAR,PAT_00763
HARDIK_JEETENDRA_PANDYA,PAT_00764
BIKRAMJIT_BASU,PAT_00764
SUDARSHAN_JAGANNATHAN,PAT_00764
ASISH_KUMAR_PANDA,PAT_00764
V_S_N_SITARAMGUPTA_V,PAT_00764
SAUMITRA_DAS,PAT_00765
SG_RAMACHANDRA,PAT_00765
HARSHA_RAHEJA,PAT_00765
SOMA_DAS,PAT_00765
CHANDRAKANTH_ANANTHRAM,PAT_00766
SHIVASHANKAR_RAKESH,PAT_00766
PARASHIVAMURTHY_SURESHA,PAT_00766
CHOCKALINGAM_RANJITH,PAT_00766
FOUQUET_THIBAULT,PAT_00766
T_V_PRABHAKAR,PAT_00766
SINGH_CHANDRAMANI,PAT_00766
DR_SUBHASH_JOSHI_THARAYPARAMBIL_GEORGE,PAT_00767
RAJIV_IYAPPAN,PAT_00767
KIRAN_BABU,PAT_00767
SEENA_S_RAJAN,PAT_00767
JEYASINGH_PACKIARAJ_K,PAT_00767
RENJI_V_CHACKO,PAT_00767
PROF_VINOD_JOHN,PAT_00767
DR_GSVL_NARASIMHAM,PAT_00767
DR_BIJU_SOMAN,PAT_00767
PANDEY_ANSHU,PAT_00768
THAPA_DEV_KUMAR,PAT_00768
SAHA_SUBHAM_KUMAR,PAT_00768
DR_JAYWANT_HARAKERI,PAT_00769
MR_YATISHWAR_DRAVID,PAT_00769
SAMUDRALA_SOUJANYA,PAT_00770
HARSHA_RUDRAMUNIYAPPA,PAT_00770
PREM_SINGH,PAT_00770
EKANT_SHARMA,PAT_00770
SAMUDRALA_SOUJANYA,PAT_00771
HARSHA_RUDRAMUNIYAPPA,PAT_00771
PREM_SINGH,PAT_00771
EKANT_SHARMA,PAT_00771
RAJAVELSAMY_RAJADURAI,PAT_00772
GANESHA_S,PAT_00772
ASWIN_SASTHRI,PAT_00772
ROHINI_RAJENDRAN,PAT_00772
NIVEDYA_PARAMBATH_SASI,PAT_00772
PROF_DEBABRATA_DAS,PAT_00772
SHARVARI_RAVINDRAN,PAT_00773
JYOTSNA_BAPAT,PAT_00773
DEBABRATA_DAS,PAT_00773
NARAYANAN_P_P,PAT_00774
PISHARODY_HARIKRISHNAN_GOPALAKRISHNAN,PAT_00774
JAGAN_P,PAT_00775
MADHAV_RAO,PAT_00775
PHANI_PAVAN_KAMBHAMMPATI,PAT_00775
YOGITA_WILSON_KARKE,PAT_00776
SHARVARI_RAVINDRAN,PAT_00776
JYOTSNA_BAPAT,PAT_00776
DEBABRATA_DAS,PAT_00776
PAMMI_NANDA_MITRA,PAT_00777
MOHIT_JAGINI,PAT_00777
MADHAV_RAO,PAT_00777
SHARVARI_RAVINDRAN,PAT_00778
JYOTSNA_BAPAT,PAT_00778
DEBABRATA_DAS,PAT_00778
KURIAN_POLACHAN,PAT_00779
SOUMICK_MAJUMDAR,PAT_00779
DILLI_BABU_PORLAPOTHULA,PAT_00779
SASIREKHA_GVK,PAT_00780
ANNAPOORNA_GH,PAT_00780
AAKASH_KHOT,PAT_00780
ARUN_B,PAT_00780
JYOTSNA_BAPAT,PAT_00780
PREM_SINGH,PAT_00781
SAMAR_SHAILENDRA,PAT_00781
YOGITA_PIMPALKAR,PAT_00782
SHARVARI_RAVINDRAN,PAT_00782
JYOTSNA_BAPAT,PAT_00782
DEBABRATA_DAS,PAT_00782
VINOD_VEERA_REDDY,PAT_00783
2_AGRIM_AGARWAL,PAT_00783
AMRITA_MISHRA,PAT_00783
RAMESH_KESTUR,PAT_00784
MADHAV_RAO,PAT_00784
PHANI_PAVAN,PAT_00784
PAVAN_PATIL,PAT_00784
AMITAV_CHAUDHURI,PAT_00785
SACHIT_SRINIVASA_RAO,PAT_00785
KAUSTUBH_KAPURE,PAT_00785
YATENDER_SINGH,PAT_00785
RANDHIR_SWARNKAR,PAT_00785
ARZAD_ALAM_KHERANI,PAT_00786
SHUBHIKA_MISHRA,PAT_00786
VISHWAJEET_SHARAN,PAT_00786
MOHMMAD_ARIF_KHAN,PAT_00786
ARZAD_ALAM_KHERANI,PAT_00787
SHUBHIKA_MISHRA,PAT_00787
SMRITI_KUMAR,PAT_00787
VISHWAJEET_SHARAN,PAT_00787
SOWMAVA_MUKHERJEE,PAT_00787
ANKIT_CHANDACHORIYA,PAT_00788
RAVI_PANWAR,PAT_00788
ARZAD_ALAM_KHERANI,PAT_00788
ANKIT_CHANDACHORIYA,PAT_00789
RAVI_PANWAR,PAT_00789
ARZAD_ALAM_KHERANI,PAT_00789
ANJANA_KRISHNA,PAT_00790
DR_SOUMAVA_MUKHERJEE,PAT_00790
DR_ARZAD_ALAM_KHERANI,PAT_00790
DR_ARZAD_ALAM_KHERANI,PAT_00791
SHUBHIKA_MISHRA,PAT_00791
BHARAT_MEENA,PAT_00791
DR_SOUMAVA_MUKHERJEE,PAT_00791
GIRIDHARA_G,PAT_00792
YATHISH_MUDDAPPA_P_P,PAT_00792
V_ARUNKUMAR,PAT_00792
RAGHU_YOGARAJ,PAT_00792
SHIVASHANKAR_R_SRIVATSA,PAT_00792
ASHA_G_R,PAT_00793
AKANSHA_MEHROTRA,PAT_00793
MISBAH_RIYAZ,PAT_00793
TALKAD_SRIPAD_RAKSHITH,PAT_00794
T_R_VISRUAT,PAT_00794
PRUTHA_ARUN_VERNEKAR,PAT_00794
M_SHRIYA_PAI,PAT_00794
SUPRITH_KUMAR_K_S,PAT_00794
VIDYADHARA_V,PAT_00795
AKASH_K_S,PAT_00795
RANGANATH_R_V,PAT_00795
GIRIDHARA_G,PAT_00796
RAGHU_YOGARAJU,PAT_00796
V_ARUN_KUMAR,PAT_00796
H_N_SUMA,PAT_00797
N_C_SRINIVASA_PRABHU,PAT_00797
ANIRUDH_MADHAV,PAT_00797
N_S_CHAITANYA_PRABHU,PAT_00797
S_BALAJI_RAGHAVENDRA,PAT_00797
MANISH_M_S,PAT_00797
AMRITHA_GAYAKWAD,PAT_00797
VARSHITH_J,PAT_00798
FEROZ_MORAB,PAT_00798
KARTHIKEYA_G_S,PAT_00798
SIDDAPPAJI,PAT_00798
DR_V_PADMAPRIYA,PAT_00799
DR_S_UMA,PAT_00799
DR_SUSHMA_R,PAT_00799
MR_SHIVPRAKASH_MVARIMANI,PAT_00799
R_AKHIL_KARTHIK,PAT_00800
SIDDAPPAJI,PAT_00800
KARTHIKEYA_G_S,PAT_00800
H_N_SUMA,PAT_00801
N_C_SRINIVASA_PRABHU,PAT_00801
ANIRUDH_MADHAV,PAT_00801
N_S_CHAITANYA_PRABHU,PAT_00801
BALAJI_RAGHAVENDRA,PAT_00801
MAYUR_APPAIAH,PAT_00802
R_KALPANA,PAT_00802
TN_VISHALAKSHI,PAT_00802
PALLAVI_U_SHARMA,PAT_00803
CGURURAJ,PAT_00803
SYED_AFNAAN_AHMED,PAT_00803
ANANYA_HEBBAR,PAT_00803
DR_NANDHINI_VINEETH,PAT_00804
DR_H_S_GURUPRASAD,PAT_00804
DR_NANDHINI_VINEETH,PAT_00805
DR_H_S_GURUPRASAD,PAT_00805
R_ASHOK_KUMAR,PAT_00806
ADITHYA_ADIGA,PAT_00806
ANIRUDH_ANANTH_PRABHU,PAT_00806
GAGANDEEP_N_K,PAT_00806
HEMANTH_PAI,PAT_00806
SELVA_KUMAR_S,PAT_00807
PALLAVI_G_B,PAT_00807
LATHA_N_R,PAT_00807
SHYAMALA_G,PAT_00807
GEETISHREE_MISHRA,PAT_00807
ASHA_G_R,PAT_00807
SELVA_KUMAR_S,PAT_00808
SHYAMALA_G,PAT_00808
LATHA_N_R,PAT_00808
PALLAVI_G_B,PAT_00808
GEETISHREE_MISHRA,PAT_00808
ASHA_G_R,PAT_00808
B_RAVISHANKAR,PAT_00809
SHAILAJA_VN,PAT_00809
MAYUR_APPAIAH,PAT_00809
SAISHA_VINJAMURI,PAT_00810
RENU_PAI,PAT_00810
MR_SSATHEESH_KUMAR_REVA_UNIVERSITY,PAT_00811
DR_ROSE_BINDU_JOSEPH_P_DAYANANDA_SAGAR_COLLEGE_OF_ENGINEERING,PAT_00811
DR_MERAM_MUNRATHNAM_RAJIV_GANDHI_UNIVERSITY_OF_KNOWLEDGE_TECHNOLOGIES,PAT_00811
BALACHANDRA_KUMARASWAMY,PAT_00812
M_VASANTHA_LAKSHMI,PAT_00812
BMS_COLLEGE_OF_ENGINEERING_BENGALURU,PAT_00812
R_ASHOK_KUMAR,PAT_00813
SURESH_R_REDDY,PAT_00813
SPANDHANA_GONUGUNTLA,PAT_00813
SUNAG_P,PAT_00813
NAVANEETH_S,PAT_00813
MEGHANA_RATHANRAJ,PAT_00813
ASHWINI_SRIRAM,PAT_00813
BHARGAV_S,PAT_00814
GAGANDHEEP_M_RAIKAR,PAT_00814
ADARSH_J,PAT_00814
ROSHAN_NAYAK,PAT_00814
KIRAN_BAILEY,PAT_00814
RASHMI_S_SHENOY,PAT_00815
SAVITHRI_BHAT,PAT_00815
NAGASHREEAN,PAT_00816
SANGAM_KUMAR,PAT_00816
ABYAN_ABERA_SHIFERAW,PAT_00816
ADITYA_KUMAR_MONDAL,PAT_00816
NISHIT_KUMAR,PAT_00816
PRATHEEKSHAT_R,PAT_00816
MRS_M_K_NALINI_BMS_COLLEGE_OF_ENGINEERING_BANGALORE,PAT_00817
CHIRANJEEVI_N_SRI_RAMACHANDRA_FACULTY_OF_ENGINEERING_AND_TECHNOLOGY_CHENNAI,PAT_00817
S_R_V_SATYANARAYANA_RAJU_CH_SRI_RAMACHANDRA_FACULTY_OF_ENGINEERING_AND_TECHNOLOGY_CHENNAI,PAT_00817
DRDSRIDHAR_SRI_KRISHNA_ADITHYA_COLLEGE_OF_ARTS_SCIENCE,PAT_00817
DR_V_ANANDKUMAR_SRI_KRISHNA_COLLEGE_OF_ENGINEERING_AND_TECHNOLOGY_COIMBATORE,PAT_00817
MR_M_DIWAKARAN_SRI_KRISHNA_COLLEGE_OF_ENGINEERING_AND_TECHNOLOGY_COIMBATORE,PAT_00817
DRVARULKUMAR_SRI_KRISHNA_COLLEGE_OF_ENGINEERING_AND_TECHNOLOGY_COIMBATORE,PAT_00817
DEVARAJ_K,PAT_00818
SANDEEP_VARMA_N,PAT_00818
KAYARVIZHY_N,PAT_00818
DARSHAN_P_S,PAT_00818
DANIEL_PAUL_ABRAHAM,PAT_00818
OMKAR_M,PAT_00818
SANTOSH_K,PAT_00818
RAJESHWARI_B_S,PAT_00819
NAMRATHA_M,PAT_00819
JYOTHI_S_NAYAK,PAT_00819
DHIKSHA_RATHIS,PAT_00819
ANAGHA_M_S,PAT_00819
SHRAVANTH_J,PAT_00819
DR_GURUMURTHY_HEGDE,PAT_00820
SUPRIYA_S,PAT_00820
DR_ANANTHNAG_G_S,PAT_00820
SUPRIYA_S,PAT_00821
VINAY_S_BHAT,PAT_00821
DR_GURUMURTHY_HEGDE,PAT_00821
SIDDHARTH_KRISHNA_KUMAR,PAT_00822
ANIRUDH_GURURAJ_JAMKHANDI,PAT_00822
BHARATH_YP,PAT_00822
DINESH_G_GAONKAR,PAT_00822
KISHORE_ANAND_S,PAT_00822
PMEENA,PAT_00822
SAMATHA_R_SWAMY,PAT_00823
DR_NANDINI_PRASAD_K_S,PAT_00823
DR_PAVANI_C,PAT_00823
PUSHPA_G,PAT_00823
REKHA_B_S,PAT_00823
UPPIN_RASHMI,PAT_00823
UJWAL_SHREENAG_MEDA,PAT_00824
PRADEEP_G_A,PAT_00824
DR_ASHOKA_S_B,PAT_00825
LAKSHMIKANTH_D,PAT_00825
PROFHANUMANTHAPPA_M,PAT_00825
DR_THIPPESWAMY_G,PAT_00825
DRSAVITHA_R,PAT_00825
ABHAY_DESHPANDE,PAT_00826
VIGHNESH_UDUPI,PAT_00826
HARSHA,PAT_00826
H_V_RAVISH_ARADHYA,PAT_00826
MOHANA,PAT_00827
B_G_SUDARSHAN,PAT_00827
MRIDA_PRADHAN,PAT_00827
GAYATHRI_SUNIL_NAMBIAR,PAT_00827
MAHANTESH_M_MATH,PAT_00828
SRIDHAR_R,PAT_00828
AJIT_A,PAT_00828
ABHINAND_N_SHAMIN,PAT_00828
ADITI_MANDVIYA,PAT_00828
B_SATHISH_BABU,PAT_00829
IBRAHIM_BAGWAN,PAT_00829
HARSH_LILHA,PAT_00829
SAIF_MOHTASHIM,PAT_00829
RAMAKANTHKUMAR_P,PAT_00830
MINAL_MOHARIR,PAT_00830
H_PAVITHRA,PAT_00830
MANOHAR_D_S,PAT_00830
MOHAMMED_MUZAMMIL_CHOUDHARI,PAT_00830
MANOJ_T,PAT_00830
MANJUNATH_S,PAT_00830
SUDARSHAN_B_G,PAT_00831
MOHANA,PAT_00831
NOEL_MATHEW,PAT_00831
RAHUL_PATNAIK,PAT_00831
SOMESH_NANDI,PAT_00832
B_SATHISH_BABU,PAT_00832
CHIRAG_H,PAT_00832
JOSEPH_REJO_MATHEW,PAT_00832
RAJESWARA_RAO_K_V_S,PAT_00833
SOMESH_NANDI,PAT_00833
CHIRAG_H,PAT_00833
KUSHAL_S_GOWDA,PAT_00833
PRANJAL_VISHAL_USULKAR,PAT_00833
KAUSSHAL_RAVIKUMAAR,PAT_00833
B_SATHISH_BABU,PAT_00834
SOMESH_NANDI,PAT_00834
IBRAHIM_BAGWAN,PAT_00834
MOHAMMED_TAHA_SINDOLI,PAT_00834
CHIRAG_H,PAT_00834
VEENADEVI_S_V,PAT_00835
SOWMYA_NAG_K,PAT_00835
NAGAPRASAD_NAIK,PAT_00835
SAGAR_TARASING_NAYAK,PAT_00835
RAVISH_ARADHYA_H_V,PAT_00835
S_RAVISHANKAR,PAT_00836
A_MAHESH,PAT_00836
KS_SHUSHRUTHA,PAT_00836
MAHANTESH_M_MATH,PAT_00837
ANUPAMA_V_JOSHI,PAT_00837
AKASH_S,PAT_00837
K_V_HARINATH_REDDY,PAT_00837
HARSHA_KS,PAT_00837
SUSHANTH_NAYAK,PAT_00837
RAMAKANTH_KUMAR_P,PAT_00838
HEMAVATHY_R,PAT_00838
K_N_SUBRAMANYA,PAT_00838
H_R_ANEESH_TEJAS,PAT_00838
HITESH_S_P,PAT_00838
KOMPELLA_TUSHAR_S,PAT_00839
SOMESH_NANDI,PAT_00839
R_B_RAVI_VARMA,PAT_00839
SHANTA_RANGASWAMY,PAT_00840
BADARINATH_K,PAT_00840
ANIMESH_SAPRA,PAT_00840
ATHARAVA_AGRAWAL,PAT_00840
KRISHNA_PURWAR,PAT_00840
SIDDHANT_SINGH,PAT_00840
SHANTA_RANGASWAMY,PAT_00841
BADARINATH_K,PAT_00841
ANIMESH_SAPRA,PAT_00841
KRISHNA_PURWAR,PAT_00841
SIDDHANT_SINGH,PAT_00841
ISMAIL_WARSI,PAT_00841
HARSH_VARDHAN_CHOUDHARY,PAT_00841
VINOD_A_R,PAT_00842
JYOTI_SHETTY,PAT_00842
ESHAAN_MATHUR,PAT_00842
MANOJ_KUMAR,PAT_00842
JIGYASA_AGRAWAL,PAT_00842
S_G_SRIVANI,PAT_00843
SUNAY_B_S,PAT_00843
RUTWIKAA_BASANI,PAT_00843
PRANAV_S,PAT_00843
BG_SUDARSHAN,PAT_00844
H_N_NARASIMHA_MURTHY,PAT_00844
RAVI_BHAT,PAT_00844
B_SATHISH_BABU,PAT_00845
CHIRAG_H,PAT_00845
MANOJ_MADHAVARAO_MALIPATIL,PAT_00845
DHANUSH_RAVI_MOOLEMANE,PAT_00845
HEMA_UMESH_HEGDE,PAT_00845
AFFAN_YASIR,PAT_00845
SONIKA_C_T,PAT_00846
B_SATHISH_BABU,PAT_00846
SHALINI_P,PAT_00846
SHRAVYAA_S,PAT_00846
SHREYA_MOHAN,PAT_00846
B_SATHISH_BABU,PAT_00847
SRIRAM_VELUMURI,PAT_00847
NITYA_SHARMA,PAT_00847
YUVA_T,PAT_00847
ADITI_P_RAO,PAT_00848
K_N_SUBRAMANYA,PAT_00848
K_N_SUBRAMANYA,PAT_00849
SPOORTHI_NAYAK,PAT_00849
B_M_SAGAR,PAT_00849
PADMASHREE_T,PAT_00849
AH_MANJUNATHA_REDDY,PAT_00850
SUMATHRA_MANOKARAN,PAT_00850
JEMIMA_SAJI,PAT_00850
VAISHNAVI_P,PAT_00850
RANJITH_KUMAR_RAMOJI,PAT_00851
RAMCHANDRA_PANCHAL,PAT_00851
DINESH_M_N,PAT_00851
VEENADEVI_S_V,PAT_00852
SOWMYA_NAG_K,PAT_00852
NAGAPRASAD_NAIK,PAT_00852
CHETHAN_S_BADIGER,PAT_00852
DEEPAMALA_N,PAT_00853
SNEHA_M,PAT_00853
SHOBHA_G,PAT_00853
SPOORTHI_V,PAT_00853
ANISH_S,PAT_00853
PAVAN_KUMAR_C_BANASODE,PAT_00853
PRANAV_ILIKARLAPALLI,PAT_00853
JAYANTH_C,PAT_00853
S_VARUN,PAT_00853
UJWAL_SHREENAG_MEDA,PAT_00854
RADHAKRISHNA,PAT_00854
ADITI_PANDEY,PAT_00854
YASEEN_MUNEER,PAT_00854
VAMSHIKA_I,PAT_00854
DR_VANDANA_JHA,PAT_00855
DR_VEENA_DIVYA_KRISHNAPPA,PAT_00856
DR_P_M_RAJASREE,PAT_00856
DR_CH_RENU_MADHAVI,PAT_00856
DR_DEEPASHREE_DEVARAJ,PAT_00856
DR_KNSUBRAMANYA,PAT_00856
DR_VASANTH_RAJ_LAKSHMAN,PAT_00856
MR_DEVANSHU_MUKHERJEE,PAT_00856
MS_VIDHYASHREE,PAT_00856
MS_SOMALI_ROY,PAT_00856
MR_VENKAT_S_RAGHAVAN,PAT_00856
MS_PRATHIBHA_SUDHAKARANAMITY_UNIVERSITY,PAT_00857
DR_NAGARAJ_G_CHOLLIRV_COLLEGE_OF_ENGINEERING,PAT_00857
DR_R_BALAKRISHNANRATHNAVEL_SUBRAMANIAM_COLLEGE_OF_ARTS_AND_SCIENCE_AUTONOMOUS,PAT_00857
DR_P_V_RAVINDRANATHRATHNAVEL_SUBRAMANIAM_COLLEGE_OF_ARTS_AND_SCIENCE_AUTONOMOUS,PAT_00857
MR_SAURABH_JAWAHAR_SANGHAVISVPM_COLLEGE_OF_PHARMACY_DEPARTMENT_OF_PHARMACEUTICS,PAT_00857
MR_BESCHI_I_SMARUTHUPANDIYAR_COLLEGE,PAT_00857
MRS_OVI_OMKAR_PARADKAR_GAURI_ALIAS_POOJA_MATHURDAS_NAIKLOVELY_PROFESSIONAL_UNIVERSITY,PAT_00857
BABU_T_ST_JOSEPHS_COLLEGE_OF_ENGINEERING,PAT_00857
APPASAMI_GNIT_TIRUCHI,PAT_00857
DR_M_SAVITHRIDR_NGP_ARTS_AND_SCIENCE_COLLEGE,PAT_00857
DR_S_GOMATHI_ALIAS_ROHINISRI_RAMAKRISHNA_COLLEGE_OF_ARTS_AND_SCIENCE,PAT_00857
DR_ELLAMPATI_SUNIL_KUMARSEVEN_HILLS_COLLEGE_OF_PHARMACY,PAT_00857
DR_SMITHA_SASI,PAT_00858
C_P_SHREERAMYA,PAT_00858
ESHWARI,PAT_00858
BHAVYASHREE_T_R,PAT_00858
DIVYA_M_S,PAT_00858
DR_PUSHPA_B_R,PAT_00859
DR_DEVARAJU_RAMAKRISHNA,PAT_00859
CHAITHRA_S,PAT_00859
DR_PAVITHRA_G,PAT_00860
DR_TC_MANJUNATH,PAT_00860
DR_SINDHU_SREE_M,PAT_00860
INDHUDHARA_J,PAT_00860
ACHUTHANANDA_M,PAT_00860
UJWAL_M_S,PAT_00861
DR_SHIVA_KUMAR_G,PAT_00861
SRIDHAR_H_N,PAT_00861
SRIDHAR_H_N,PAT_00862
DR_SHIVA_KUMAR_G,PAT_00862
UJWAL_M_S,PAT_00862
