topic_id,2019,2020,2021,2022,2023,2024,2025,2026
-1,8,33,12,16,19,16,12,10
0,7,15,17,5,12,12,3,3
1,1,10,6,10,4,13,0,0
2,2,19,4,6,6,3,0,3
3,0,8,2,8,10,9,1,4
4,1,21,2,4,0,1,0,2
5,0,1,2,0,10,3,0,10
6,2,4,6,1,6,3,0,0
7,2,1,1,6,4,1,3,2
8,0,3,1,2,2,4,0,2
